dCAGR,dMaxDD,rate,dSharpe,ctl_MaxDD,cost,arm
-0.07612845736753027,1.5244688136630713,-0.04993769415630414,0.016444410857371805,-28.02405552680476,0.0,abs12-dg
-1.3431453314861175,2.673646702822974,-0.502364553277722,0.08456911554471858,-28.02405552680476,0.0,abs12-rw
-0.1471620075936153,2.179248865241412,-0.06752877559824405,0.018543762275934905,-28.02405552680476,0.0,g200-dg
-1.7557151388914782,-1.273915694786043,,0.09309292619541076,-28.02405552680476,0.0,g200-rw
-0.25876437006224773,2.179248865241379,-0.11874016510435872,0.02837090093626915,-28.02405552680476,0.0,v1gate-dg
-1.1474124408945352,-1.273915694786043,,0.06363945159649098,-28.02405552680476,0.0,v1gate-rw
-0.1298827703614558,0.05108812412196739,,0.015766429200918752,-34.02453037647653,10.0,abs12-dg
-1.3102205454095461,3.282226680945566,-0.3991864891647548,0.08439281415997224,-34.02453037647653,10.0,abs12-rw
-0.19146563098344505,0.5655037471555824,-0.33857535329605637,0.018237585843991155,-34.02453037647653,10.0,g200-dg
-1.6813762826587197,1.1887926602785814,-1.4143562110020989,0.09652861916516897,-34.02453037647653,10.0,g200-rw
-0.3038050891902566,0.5655037471556268,-0.5372291354714036,0.02734083005994381,-34.02453037647653,10.0,v1gate-dg
-1.1015169952042214,1.1887926602787147,-0.9265846198494939,0.06527261027728115,-34.02453037647653,10.0,v1gate-rw
-0.2039913403251603,0.3025926037392379,-0.6741451635115041,0.014776644898127494,-44.094575553758176,25.0,abs12-dg
-1.2621546576323306,2.246375826263536,-0.561862642428676,0.08409935302455868,-44.094575553758176,25.0,abs12-rw
-0.25238520331725134,0.6462227960261635,-0.3905544726513069,0.017803006491284495,-44.094575553758176,25.0,g200-dg
-1.5753373480175137,1.0589691065704288,-1.4876140750879807,0.10143885350435516,-44.094575553758176,25.0,g200-rw
-0.36552266730587313,0.6462227960261968,-0.5656294849912034,0.025788955989901552,-44.094575553758176,25.0,v1gate-dg
-1.0359244337163398,1.05896910657024,-0.9782385787168648,0.06767926203250141,-44.094575553758176,25.0,v1gate-rw
-0.311452420299807,0.6754299387274454,-0.4611172861046165,0.013268014814252327,-75.15045993880894,50.0,abs12-dg
-1.1854731428606824,3.390457996639995,-0.3496498538060367,0.08352411767997131,-75.15045993880894,50.0,abs12-rw
-0.34030392040215185,1.9361667025668772,-0.1757616841313267,0.017170630453531566,-75.15045993880894,50.0,g200-dg
-1.4122965779996055,4.4629319670799195,-0.3164503936912276,0.10872194618197928,-75.15045993880894,50.0,g200-rw
-0.45402944660438704,2.446488841847949,-0.18558410683836885,0.023279207685265813,-75.15045993880894,50.0,v1gate-dg
-0.9347546044044863,2.2471953073178508,-0.4159650037362202,0.07143873707747639,-75.15045993880894,50.0,v1gate-rw
