tag,pair,char,level,n_A,n_B,min_n,SMD,OVL,sd_char,DISP,feasible,reason,d,d_mean_rep,d_sd_rep,nrep,neff_min,resid_raw
IS,BS,avol,0.20357,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,1.3319555214476095,0,out-of-reach,,,,,,
IS,BS,avol,0.246968,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,0.9206337895131369,1,-,0.3453497145732746,0.3453497145732746,,1.0,114.09931538001827,0.06750849325330385
IS,BS,avol,0.271481,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,0.9206337895131369,1,-,0.31927382765602347,0.31927382765602347,,1.0,112.36656591043732,0.06241121428724969
IS,BS,avol,0.30735,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,0.9206337895131368,1,-,0.3534007249057885,0.3534007249057885,,1.0,106.26118684416235,0.06908229382061104
IS,BS,avol,0.340383,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,0.9206337895131369,1,-,0.35343796112496084,0.35343796112496084,,1.0,96.76614404656803,0.06908957270617166
IS,BS,avol,0.389928,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,0.9206337895131368,0,out-of-reach,,,,,,
IS,BS,avol,0.437405,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,1.0604797593765418,0,out-of-reach,,,,,,
IS,BS,avol,0.492438,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,1.623538714663798,0,out-of-reach,,,,,,
IS,BS,avol,0.605817,131,478,131,0.9206337895131368,0.45003034271295794,0.19547864209680774,2.7835529114459803,0,out-of-reach,,,,,,
IS,BS,tpers,0.944942,131,467,131,0.3739054937891248,0.7552184644555959,0.015342694317419164,2.808332590683108,0,out-of-reach,,,,,,
IS,BS,tpers,0.953441,131,467,131,0.3739054937891248,0.7552184644555959,0.015342694317419164,1.7004437382863307,0,out-of-reach,,,,,,
IS,BS,tpers,0.959027,131,467,131,0.3739054937891248,0.7552184644555959,0.015342694317419164,0.972279586093326,1,-,0.19169607170414407,0.19169607170414407,,1.0,73.66820073960727,0.002941134230006748
IS,BS,tpers,0.962868,131,467,131,0.3739054937891248,0.7552184644555959,0.015342694317419164,0.47158525946007684,1,-,0.23817950051494927,0.23817950051494927,,1.0,86.19143360252156,0.003654315269076447
