corpus,arm,rows,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b
A,GATE-DIST,3750,0.10062218024792889,1.008867088298593,-0.17612708243187536,0.1019833387209455,1.0041259479857951,-0.1761270824318753,2903,397
A,GATE-DISTn,3750,0.10234418466412411,1.0097738749628058,-0.17791708609799822,0.10312960965405389,1.001040314164411,-0.1779170860979982,2851,394
A,GATE-ENT,3750,0.10052386393696722,1.009147153028451,-0.17598548259496088,0.10192178372215245,1.0047156731811158,-0.17598548259496086,2905,396
A,GATE-ENT_MM,3750,0.10052386393696722,1.009147153028451,-0.17598548259496088,0.10192178372215245,1.0047156731811158,-0.17598548259496086,2905,396
A,GATE-ENTn,3750,0.10070746082831962,1.0085432348232557,-0.17627641031495003,0.10203176337009066,1.0034972952753731,-0.17627641031495,2902,397
A,GATE-SHARE,3750,0.1033026680318853,0.999636216375955,-0.17768746367811483,0.10450526520101988,0.9952431737485073,-0.17768746367811478,2924,396
A,MODE,3750,0.10137428634123653,0.9983313708062177,-0.17570792223521736,0.10331171606932349,0.999049802949322,-0.1757079222352173,2977,398
A,SEL-SHARPE,3750,0.10239772862227768,1.0100657401466586,-0.17790597921883308,0.10313268379372612,1.0010381786347589,-0.17790597921883308,2849,393
B,GATE-DIST,8550,0.052785252863824565,0.6832894649308338,-0.18346762133115102,0.056568985894445,0.712678317701235,-0.18185489930640195,3157,756
B,GATE-DISTn,8550,0.05265984063703152,0.6920716913795101,-0.17983352035669306,0.0562484186800161,0.721243214703218,-0.17824205791503284,3329,748
B,GATE-ENT,8550,0.05283989940488698,0.6867784580203634,-0.18250784538091322,0.05668730619255084,0.7170204973096289,-0.18089898403174956,3201,761
B,GATE-ENT_MM,8550,0.05283621991554632,0.6867788489123483,-0.18246330146419656,0.05668510249315154,0.7170209617680183,-0.18085444011503293,3201,761
B,GATE-ENTn,8550,0.05263610059083491,0.6914365826388055,-0.18067775001761713,0.05643233555141446,0.7221655089394602,-0.17901476704544939,3307,750
B,GATE-SHARE,8550,0.053023319472661805,0.6845138686898797,-0.18431599970947296,0.05567980066316162,0.7064393067363265,-0.18300310961751778,3231,701
B,MODE,8550,0.05278139251460969,0.6803820959230226,-0.1843513787440218,0.05652361474926116,0.7092336433671841,-0.18273504806194887,3124,748
B,SEL-SHARPE,8550,0.05282743781052043,0.6955279787653748,-0.18006508550726652,0.05508461424295434,0.7146706220800467,-0.17856701778273526,3456,710
