panel,book,freq,x,cost,pass4a,pass4b,CAGR,Sharpe,MaxDD,H1,H2,OOS,OOS_CAGR,OOS_MaxDD,Turn
U56,R6-20,W,ctl,0.0,False,True,0.12876487106394774,1.1510439164151347,-0.17417843635425134,1.2253882689397873,1.0917443893264775,1.1707550446667097,0.13719326000030696,-0.174178436354251,
U56,R6-20,W,ctl,10.0,False,True,0.11691931786539245,1.0558198467104456,-0.17512146295367292,1.1256675918391688,1.0000143622326905,1.0795051680696708,0.12524838727661547,-0.17512146295367303,
U56,R6-20,W,ctl,25.0,False,False,0.09937808261212955,0.9125818384515627,-0.17653494407398906,0.9755893468299923,0.8620854302230568,0.942263283800935,0.1075601900790184,-0.1765349440739894,
U56,R6-20,W,0.00,0.0,False,True,0.12642955015163881,1.1737700053283173,-0.14040370449112338,1.2124615471935642,1.1433048023856287,1.224762283503786,0.13761903125545727,-0.14040370449112338,
U56,R6-20,W,0.00,10.0,False,True,0.11388581759960803,1.0685910143797255,-0.14192256333811992,1.103458812745329,1.0411916058716637,1.1236818581774486,0.1249940762242654,-0.14192256333812003,
U56,R6-20,W,0.00,25.0,False,False,0.0953264790470254,0.9104185295624971,-0.14419664579795521,0.9394555386336524,0.8876890135359997,0.9716961615086736,0.10631363068233513,-0.14419664579795544,
U56,R6-20,W,0.01,0.0,False,True,0.1254165906682283,1.1578832845064244,-0.14040370449112394,1.2003173716315227,1.1241285109409305,1.206172715460608,0.13625430266762417,-0.1404037044911235,
U56,R6-20,W,0.01,10.0,False,True,0.1132613211128981,1.0566089994120687,-0.14269789893615104,1.0951177114384663,1.0260107098716738,1.1088236458037948,0.12401852158563198,-0.14269789893615115,
U56,R6-20,W,0.01,25.0,False,False,0.0952690313881337,0.9043031262791692,-0.14816279131848686,0.936843155776395,0.8784998061583,0.9624344260242952,0.1059062977625278,-0.14614771214206934,
U56,R6-20,W,0.03,0.0,False,True,0.12500624057467324,1.1457314828710465,-0.1516785889857193,1.2058878330987226,1.0966054621699457,1.1795576662986975,0.1341509846033937,-0.15167858898571907,
U56,R6-20,W,0.03,10.0,False,True,0.11305306537445459,1.0469669373751587,-0.15377888690989272,1.103420377088071,1.0007855240517802,1.0843627800348543,0.1220941392339665,-0.1537788869098924,
U56,R6-20,W,0.03,25.0,False,False,0.09535582058163627,0.8984195585908098,-0.15717109765013793,0.9492339540619102,0.8567180409567788,0.941201559399582,0.10424348454718935,-0.15717109765013848,
U56,R6-20,W,0.05,0.0,False,True,0.12648029213281098,1.1524726314682034,-0.1597315343803879,1.2202054270725415,1.096861052112422,1.1792179598429926,0.13485429263640492,-0.15973153438038823,
U56,R6-20,W,0.05,10.0,False,True,0.11454374238407272,1.0544853666865182,-0.16084082625436658,1.1185541574437126,1.0017829506260845,1.0847191605898774,0.12281512344889323,-0.1608408262543667,
U56,R6-20,W,0.05,25.0,False,False,0.09687036172341346,0.9070979329545931,-0.16250286943176862,0.9655686043241104,0.8588347635045009,0.9426081856737788,0.10499003700674936,-0.16250286943176906,
U56,R6-20,W,0.10,0.0,False,True,0.12667207545762516,1.150322106042924,-0.1665895593626583,1.2178059408971145,1.0953132223219197,1.1772830242853816,0.13524461840753088,-0.16658955936265807,
U56,R6-20,W,0.10,10.0,False,True,0.11473312922035439,1.0526683098183822,-0.16763100923188756,1.1163268512683253,1.0006837708269407,1.0832077266097286,0.12320043699165195,-0.16763100923188778,
U56,R6-20,W,0.10,25.0,False,False,0.09705614326076928,0.9057846645182593,-0.1691915727129707,0.9636025528090956,0.8584119859127037,0.9417353100668685,0.1053678816843413,-0.16919157271297058,
U56,R6-20,M,ctl,0.0,False,True,0.1415635742294432,1.1967558712579458,-0.18752958843819112,1.2770130013074543,1.1362023204500358,1.2088000645296328,0.15110399220520665,-0.18752958843819167,
U56,R6-20,M,ctl,10.0,False,True,0.13608730250625256,1.1557043215038336,-0.18813402587783667,1.2328095331819355,1.0975928028785693,1.1695084400658016,0.14553245691405658,-0.18813402587783667,
U56,R6-20,M,ctl,25.0,False,True,0.12791738921654017,1.0937558983223927,-0.18904068203730473,1.1660324005783242,1.0393745285471845,1.1102303517685679,0.1372208376354611,-0.1890406820373045,
U56,R6-20,M,0.00,0.0,False,True,0.12423036421532196,1.1961704417451928,-0.12772302419925385,1.1821307248180168,1.21325616222666,1.2778538683417993,0.13981102036306003,-0.12772302419925408,
U56,R6-20,M,0.00,10.0,False,True,0.11810619620158969,1.1430932261532591,-0.1292489882630542,1.1255579807500222,1.1630458651328444,1.227479661809161,0.13366492673351793,-0.1292489882630541,
U56,R6-20,M,0.00,25.0,False,True,0.10897844139068891,1.063067447498231,-0.13503975599399376,1.0401801376361612,1.0873992079699695,1.1515457385957286,0.12450388829268433,-0.13503975599399354,
U56,R6-20,M,0.01,0.0,False,True,0.1253454747447078,1.1908231179011495,-0.13027384860863345,1.1888362610336154,1.1969408884577963,1.262262790919991,0.1394261058152757,-0.130273848608633,
U56,R6-20,M,0.01,10.0,False,True,0.1194173956675515,1.14020526084664,-0.13205628220883558,1.1353175597654408,1.1487085373099046,1.2137415132248712,0.1334387643212429,-0.1320562822088357,
