panel,cell,gross,turnover_yr,turnover_vs_live,live_turnover_yr,mean_gross,mean_sweep_w,max_name_w_held,max_row_sum
U56,OFF,0.75,3.5063829420832278,1.9773669552263928,1.7732585915909447,0.9999999999999998,0.3439074528394024,0.027381432403730484,1.0000000000000013
U56,OFF,1.0,3.9918738682526254,2.2511515732576646,1.7732585915909447,0.9999999999999996,0.249947709588952,0.02918030310500747,1.0000000000000009
U56,h21/s0%,0.75,3.514107979053484,1.981723362693916,1.7732585915909447,0.9999999999999998,0.3779464394081951,0.026074188782337557,1.000000000000001
U56,h21/s0%,1.0,3.8548981958903656,2.1739063970539125,1.7732585915909447,0.9999999999999996,0.3193882940463213,0.028346704811147667,1.0000000000000016
U56,h21/s1%,0.75,3.671977782734993,2.0707514403979523,1.7732585915909447,1.0,0.5079890372506631,0.028374540968929877,1.0000000000000009
U56,h21/s1%,1.0,3.747775887757607,2.1134965343070187,1.7732585915909447,1.0,0.49958026823578394,0.028374540968929877,1.0000000000000009
U56,h21/s3%,0.75,2.066927838227554,1.1656099386909686,1.7732585915909447,1.0,0.8411019394234955,0.028418075458730277,1.0000000000000007
U56,h21/s3%,1.0,2.066927838227554,1.1656099386909686,1.7732585915909447,1.0,0.8411019394234955,0.028418075458730277,1.0000000000000007
U56,h63/s0%,0.75,3.2244923471793334,1.8183993933374154,1.7732585915909447,1.0,0.3930446110540029,0.026597316779306608,1.0000000000000013
U56,h63/s0%,1.0,3.5108164288817845,1.9798671471440188,1.7732585915909447,0.9999999999999998,0.34295266249345957,0.02834038292657417,1.0000000000000009
U56,h63/s1%,0.75,3.1184970023309853,1.7586250629881963,1.7732585915909447,0.9999999999999998,0.4189830829564372,0.028346270195818465,1.000000000000001
U56,h63/s1%,1.0,3.3056497630131267,1.8641667823796306,1.7732585915909447,0.9999999999999998,0.3896437441092977,0.028346270195818465,1.0000000000000007
U56,h63/s3%,0.75,2.916711904593637,1.6448316779205907,1.7732585915909447,1.0,0.5307652279766442,0.028365478730550328,1.0000000000000009
U56,h63/s3%,1.0,2.9683621222508543,1.6739589681545985,1.7732585915909447,1.0,0.5241570404291847,0.028365478730550328,1.0000000000000009
U56,h126/s0%,0.75,3.1690709836434157,1.787145427447311,1.7732585915909447,1.0,0.41112874669721766,0.027268669302773302,1.000000000000001
U56,h126/s0%,1.0,3.4108008651738486,1.9234650159589652,1.7732585915909447,0.9999999999999996,0.3716427317600182,0.028340928033929676,1.000000000000001
U56,h126/s1%,0.75,3.22277238794374,1.8174294506320765,1.7732585915909447,1.0,0.422220599429362,0.02796824875767677,1.000000000000001
U56,h126/s1%,1.0,3.419674019249909,1.9284688851736067,1.7732585915909447,0.9999999999999996,0.3948385037568325,0.0283347581495354,1.0000000000000009
U56,h126/s3%,0.75,3.0938072182061496,1.7447016655537113,1.7732585915909447,1.0,0.4674812375224275,0.028376763889828457,1.0000000000000009
U56,h126/s3%,1.0,3.1901258463082915,1.7990189707447868,1.7732585915909447,1.0,0.45371569574982906,0.028376763889828457,1.0000000000000009
B136,OFF,0.75,4.675125426436814,2.324607724073661,2.0111459572387926,1.0000000000000004,0.2716749825181422,0.02502299341834478,1.0000000000000024
B136,OFF,1.0,5.829629100658773,2.898660378017802,2.0111459572387926,1.0000000000000009,0.0436845431059477,0.02502299341834478,1.0000000000000036
B136,h21/s0%,0.75,4.688687187692746,2.3313510244329008,2.0111459572387926,1.0,0.28534770383834906,0.025176314824583487,1.0000000000000024
B136,h21/s0%,1.0,5.836753181272541,2.9022026771672627,2.0111459572387926,1.0000000000000009,0.06608889624905286,0.025176314824583487,1.0000000000000038
B136,h21/s1%,0.75,5.422243522758923,2.696096473377499,2.0111459572387926,1.0,0.3068568286500305,0.0265352661560467,1.0000000000000024
B136,h21/s1%,1.0,6.579480936026149,3.271508421526731,2.0111459572387926,1.0000000000000004,0.11549204393281245,0.0265352661560467,1.000000000000003
B136,h21/s3%,0.75,4.773323017198378,2.3734344093811686,2.0111459572387926,1.0,0.6095802682274885,0.028228434432551578,1.0000000000000016
B136,h21/s3%,1.0,5.040062404399087,2.5060649557821515,2.0111459572387926,1.0,0.5888927506414239,0.028228434432551578,1.0000000000000024
B136,h63/s0%,0.75,4.414732717338113,2.1951329297846343,2.0111459572387926,1.0000000000000004,0.2910585760669127,0.025111952028949988,1.0000000000000027
B136,h63/s0%,1.0,5.463993861621412,2.716855950685556,2.0111459572387926,1.0000000000000009,0.07668791781623865,0.025111952028949988,1.0000000000000038
B136,h63/s1%,0.75,4.430894735009036,2.2031691529203794,2.0111459572387926,1.0,0.2919134653811492,0.025111952028949988,1.0000000000000024
B136,h63/s1%,1.0,5.413726554951047,2.691861590385929,2.0111459572387926,1.0000000000000007,0.08457731488416187,0.02670809840748362,1.0000000000000036
B136,h63/s3%,0.75,4.465950262310609,2.2205997760809693,2.0111459572387926,1.0,0.3187971523529552,0.025213153052944994,1.0000000000000027
B136,h63/s3%,1.0,5.348958115650556,2.659656847081562,2.0111459572387926,1.0000000000000004,0.13441058012454177,0.031882903037465646,1.0000000000000038
B136,h126/s0%,0.75,4.407767170594473,2.191669458265539,2.0111459572387926,1.0,0.299027742956817,0.025111952028949988,1.0000000000000027
B136,h126/s0%,1.0,5.435378384192302,2.7026275067846477,2.0111459572387926,1.0000000000000009,0.08835510377603742,0.026590280145537246,1.0000000000000038
B136,h126/s1%,0.75,4.449872731133055,2.212605562075921,2.0111459572387926,1.0,0.2997524066351317,0.025111952028949988,1.0000000000000027
B136,h126/s1%,1.0,5.463275887785795,2.716498953306508,2.0111459572387926,1.0000000000000009,0.09118927535662909,0.030632601035864314,1.0000000000000038
B136,h126/s3%,0.75,4.529528000545798,2.2522124683405,2.0111459572387926,1.0000000000000002,0.3065943814654505,0.02516807565747546,1.0000000000000024
B136,h126/s3%,1.0,5.486515528273551,2.7280543754299535,2.0111459572387926,1.0000000000000007,0.10695815702249067,0.03183585303946392,1.0000000000000036
