panel,book,cost,direction,k,phase,lam,turnover,bracketed,dSharpe,dCAGR,dMaxDD,TE_cad,TE_lam,dTE
broad,EWALL,15.0,CAD->LAM,63.0,38.0,,0.2470681926761036,False,,,,0.006758973230049468,,
broad,EWALL,15.0,CAD->LAM,63.0,50.0,,0.24961523621269108,False,,,,0.007098998181532454,,
broad,EWALL,15.0,LAM->CAD,,,1.0,0.8458126283037612,True,0.000276770642672286,-0.00014738100492980855,0.0009829034045384377,0.0018912384376886067,0.0,0.0018912384376886067
broad,EWALL,15.0,LAM->CAD,,,0.7,0.8456267391201243,True,0.0002569441537862982,-0.00014906744821102658,0.0009850351541667024,0.0018924376896511347,3.0457930857104915e-05,0.0018619797587940297
broad,EWALL,15.0,LAM->CAD,,,0.5,0.845380074897722,True,0.00026679211222457866,-0.00014591576490027847,0.0009878638629388647,0.0018940290278183893,7.703535768065271e-05,0.0018169936701377366
broad,EWALL,15.0,LAM->CAD,,,0.35,0.8451791625490633,True,0.0002697302832277426,-0.00014362844449131162,0.0009901678959983173,0.001895325200751698,0.0001371185738585019,0.0017582066268931962
broad,EWALL,15.0,LAM->CAD,,,0.25,0.8449546709795016,True,0.00023118530411747606,-0.00014720372049611963,0.0009927423320721385,0.001896773493493107,0.00019751242719166128,0.0016992610663014458
broad,EWALL,15.0,LAM->CAD,,,0.15,0.8445951568250757,True,3.5063243773336694e-05,-0.0001722713342894866,0.000996865187152085,0.0018990928756476592,0.00029020203289634183,0.0016088908427513175
broad,EWALL,15.0,LAM->CAD,,,0.1,0.8442294506009179,True,-0.0002529180437196299,-0.00021117281319921188,0.0010010590514325513,0.001901452205536839,0.0003665945385338936,0.0015348576670029452
broad,EWALL,15.0,LAM->CAD,,,0.06,0.8437925149369372,True,-0.0007434584974197467,-0.0002795941322864537,0.0010060664270382103,0.0019042710675183446,0.0004761433408313278,0.0014281277266870167
broad,EWALL,25.0,CAD->LAM,1.0,0.0,,1.8431001951477257,False,,,,0.0027080138464830876,,
broad,EWALL,25.0,CAD->LAM,5.0,0.0,,0.8458126283037612,True,0.0,0.0,0.0,0.0,0.0,0.0
broad,EWALL,25.0,CAD->LAM,5.0,1.0,,0.849118186292111,False,,,,0.00203335148347097,,
broad,EWALL,25.0,CAD->LAM,5.0,2.0,,0.8521617673044567,False,,,,0.0024226238549228734,,
broad,EWALL,25.0,CAD->LAM,5.0,3.0,,0.8496512325470619,False,,,,0.002411409601772756,,
broad,EWALL,25.0,CAD->LAM,5.0,4.0,,0.8509187827896603,False,,,,0.0024688140709669985,,
broad,EWALL,25.0,CAD->LAM,21.0,0.0,,0.4292681910269116,False,,,,0.004333526530304502,,
broad,EWALL,25.0,CAD->LAM,21.0,4.0,,0.425815017963791,False,,,,0.004794700291131366,,
broad,EWALL,25.0,CAD->LAM,21.0,8.0,,0.4198442590145047,False,,,,0.004732336312991146,,
broad,EWALL,25.0,CAD->LAM,21.0,13.0,,0.42511815382591933,False,,,,0.00460519105200254,,
broad,EWALL,25.0,CAD->LAM,21.0,17.0,,0.42393227151061275,False,,,,0.004571258390656037,,
broad,EWALL,25.0,CAD->LAM,63.0,0.0,,0.24981198530417748,False,,,,0.007911524730199161,,
broad,EWALL,25.0,CAD->LAM,63.0,13.0,,0.25000180426097734,False,,,,0.007240904062798203,,
broad,EWALL,25.0,CAD->LAM,63.0,25.0,,0.24828746793460899,False,,,,0.007952585051721438,,
broad,EWALL,25.0,CAD->LAM,63.0,38.0,,0.2470681926761036,False,,,,0.006758973230049468,,
broad,EWALL,25.0,CAD->LAM,63.0,50.0,,0.24961523621269108,False,,,,0.007098998181532454,,
broad,EWALL,25.0,LAM->CAD,,,1.0,0.8458126283037612,True,0.00021727160124740408,-0.0001480615529175222,0.0009958313683532394,0.0018912384376886067,0.0,0.0018912384376886067
broad,EWALL,25.0,LAM->CAD,,,0.7,0.8456267391201243,True,0.00019758600604191656,-0.00014974500290407255,0.0009979915720954025,0.0018924376896511347,3.0457930857104915e-05,0.0018619797587940297
broad,EWALL,25.0,LAM->CAD,,,0.5,0.845380074897722,True,0.00020755262151528342,-0.00014659514874690305,0.0010008580378356724,0.0018940290278183893,7.703535768065271e-05,0.0018169936701377366
broad,EWALL,25.0,LAM->CAD,,,0.35,0.8451791625490633,True,0.00021064847510188223,-0.00014430846190097157,0.0010031928246093114,0.001895325200751698,0.0001371185738585019,0.0017582066268931962
broad,EWALL,25.0,LAM->CAD,,,0.25,0.8449546709795016,True,0.0001722479483128314,-0.0001478796720733866,0.0010058016236755285,0.001896773493493107,0.00019751242719166128,0.0016992610663014458
broad,EWALL,25.0,LAM->CAD,,,0.15,0.8445951568250757,True,-2.3748635274545293e-05,-0.0001729260893590101,0.0010099795096956687,0.0018990928756476592,0.00029020203289634183,0.0016088908427513175
broad,EWALL,25.0,LAM->CAD,,,0.1,0.8442294506009179,True,-0.00031168274372705973,-0.0002117954598876981,0.0010142293527380941,0.001901452205536839,0.0003665945385338936,0.0015348576670029452
broad,EWALL,25.0,LAM->CAD,,,0.06,0.8437925149369372,True,-0.0008022284537314572,-0.00028016023013946456,0.001019303605027888,0.0019042710675183446,0.0004761433408313278,0.0014281277266870167
broad,EWALL,50.0,CAD->LAM,1.0,0.0,,1.8431001951477257,False,,,,0.0027080138464830876,,
broad,EWALL,50.0,CAD->LAM,5.0,0.0,,0.8458126283037612,True,0.0,0.0,0.0,0.0,0.0,0.0
broad,EWALL,50.0,CAD->LAM,5.0,1.0,,0.849118186292111,False,,,,0.00203335148347097,,
broad,EWALL,50.0,CAD->LAM,5.0,2.0,,0.8521617673044567,False,,,,0.0024226238549228734,,
broad,EWALL,50.0,CAD->LAM,5.0,3.0,,0.8496512325470619,False,,,,0.002411409601772756,,
broad,EWALL,50.0,CAD->LAM,5.0,4.0,,0.8509187827896603,False,,,,0.0024688140709669985,,
broad,EWALL,50.0,CAD->LAM,21.0,0.0,,0.4292681910269116,False,,,,0.004333526530304502,,
broad,EWALL,50.0,CAD->LAM,21.0,4.0,,0.425815017963791,False,,,,0.004794700291131366,,
broad,EWALL,50.0,CAD->LAM,21.0,8.0,,0.4198442590145047,False,,,,0.004732336312991146,,
broad,EWALL,50.0,CAD->LAM,21.0,13.0,,0.42511815382591933,False,,,,0.00460519105200254,,
broad,EWALL,50.0,CAD->LAM,21.0,17.0,,0.42393227151061275,False,,,,0.004571258390656037,,
broad,EWALL,50.0,CAD->LAM,63.0,0.0,,0.24981198530417748,False,,,,0.007911524730199161,,
broad,EWALL,50.0,CAD->LAM,63.0,13.0,,0.25000180426097734,False,,,,0.007240904062798203,,
broad,EWALL,50.0,CAD->LAM,63.0,25.0,,0.24828746793460899,False,,,,0.007952585051721438,,
broad,EWALL,50.0,CAD->LAM,63.0,38.0,,0.2470681926761036,False,,,,0.006758973230049468,,
broad,EWALL,50.0,CAD->LAM,63.0,50.0,,0.24961523621269108,False,,,,0.007098998181532454,,
broad,EWALL,50.0,LAM->CAD,,,1.0,0.8458126283037612,True,7.127729133848959e-05,-0.00014976441214217817,0.0010281350157398395,0.0018912384376886067,0.0,0.0018912384376886067
broad,EWALL,50.0,LAM->CAD,,,0.7,0.8456267391201243,True,5.194142419440162e-05,-0.0001514407304945009,0.0010303663272920316,0.0018924376896511347,3.0457930857104915e-05,0.0018619797587940297
broad,EWALL,50.0,LAM->CAD,,,0.5,0.845380074897722,True,6.220553930535999e-05,-0.00014829588956127848,0.001033327148993124,0.0018940290278183893,7.703535768065271e-05,0.0018169936701377366
broad,EWALL,50.0,LAM->CAD,,,0.35,0.8451791625490633,True,6.569464984984563e-05,-0.00014601114256765357,0.0010357387903572324,0.001895325200751698,0.0001371185738585019,0.0017582066268931962
broad,EWALL,50.0,LAM->CAD,,,0.25,0.8449546709795016,True,2.765509952307177e-05,-0.00014957261070619454,0.0010384334637253412,0.001896773493493107,0.00019751242719166128,0.0016992610663014458
broad,EWALL,50.0,LAM->CAD,,,0.15,0.8445951568250757,True,-0.00016802277685457057,-0.00017456677053329095,0.0010427488739610524,0.0018990928756476592,0.00029020203289634183,0.0016088908427513175
broad,EWALL,50.0,LAM->CAD,,,0.1,0.8442294506009179,True,-0.00045583190933351503,-0.00021335666353797245,0.0010471386098538371,0.001901452205536839,0.0003665945385338936,0.0015348576670029452
broad,EWALL,50.0,LAM->CAD,,,0.06,0.8437925149369372,True,-0.0009463812221650603,-0.0002815810743929392,0.0010523799892838137,0.0019042710675183446,0.0004761433408313278,0.0014281277266870167
broad,TOP20,0.0,CAD->LAM,1.0,0.0,,31.430437697792335,False,,,,0.020811673958945336,,
broad,TOP20,0.0,CAD->LAM,5.0,0.0,,12.862902589986716,True,0.0,0.0,0.0,0.0,0.0,0.0
broad,TOP20,0.0,CAD->LAM,5.0,1.0,,12.767030675581054,True,0.024599912508104227,0.0035844325619954487,-0.0001932027489163768,0.02055638339043174,0.0008155491162081018,0.01974083427422364
broad,TOP20,0.0,CAD->LAM,5.0,2.0,,12.874902786135817,False,,,,0.02319223517686782,,
broad,TOP20,0.0,CAD->LAM,5.0,3.0,,12.75531540230703,True,-0.01757893474050376,-0.003024868346676479,0.006437533610673063,0.023557634346797442,0.0009152068817174014,0.02264242746508004
broad,TOP20,0.0,CAD->LAM,5.0,4.0,,12.757752730842638,True,0.0022538417271131816,0.0003284482894944374,-0.00773162809763378,0.020166108863817898,0.0008944733734168042,0.019271635490401093
broad,TOP20,0.0,CAD->LAM,21.0,0.0,,5.952631969097281,True,-0.026213015615742963,-0.003929727472536226,-0.0065520566158948634,0.03238019176951573,0.02719623144320129,0.005183960326314442
broad,TOP20,0.0,CAD->LAM,21.0,4.0,,5.790827831210594,True,-0.018734892482288545,-0.002505220467550223,0.010300888898361948,0.032622164467383634,0.02803714250215559,0.004585021965228045
broad,TOP20,0.0,CAD->LAM,21.0,8.0,,5.893744192621704,True,-0.050564506636477935,-0.00905494753408026,-0.004859791032494565,0.0325519629499577,0.02750227666010557,0.0050496862898521296
broad,TOP20,0.0,CAD->LAM,21.0,13.0,,5.958596018025123,True,-0.006251162960243306,0.0013121831630065195,0.008233978610444503,0.03434368720220991,0.027165235729710458,0.007178451472499455
broad,TOP20,0.0,CAD->LAM,21.0,17.0,,5.876234181306957,True,0.031195307343327983,0.006720056772251737,-0.01339950878064583,0.033733902480142915,0.027593277807228873,0.006140624672914041
broad,TOP20,0.0,CAD->LAM,63.0,0.0,,3.4687094844821873,False,,,,0.05506030237066541,,
broad,TOP20,0.0,CAD->LAM,63.0,13.0,,3.3916383433623714,False,,,,0.05297199654488115,,
broad,TOP20,0.0,CAD->LAM,63.0,25.0,,3.4280209754075144,False,,,,0.05321186596439023,,
broad,TOP20,0.0,CAD->LAM,63.0,38.0,,3.356840900222038,False,,,,0.05125483298552877,,
broad,TOP20,0.0,CAD->LAM,63.0,50.0,,3.3596786982218014,False,,,,0.05357069476132006,,
broad,TOP20,0.0,LAM->CAD,,,1.0,12.862902589986716,True,-0.003677084911396733,-0.00037617557999236606,0.001998003911111823,0.017505036790349912,0.0,0.017505036790349912
broad,TOP20,0.0,LAM->CAD,,,0.7,12.232303716790964,True,0.006711615035963181,0.0009622945428763297,-0.0024848002091319987,0.018786978840046646,0.005364285848518023,0.013422692991528623
broad,TOP20,0.0,LAM->CAD,,,0.5,11.415314417003772,True,0.01240635369669807,0.001554148231790703,-0.004184176173634646,0.02063540569001439,0.009036746537297559,0.01159865915271683
broad,TOP20,0.0,LAM->CAD,,,0.35,10.32188319440525,True,0.01518415146840657,0.0016785569858043248,-0.004430797406378029,0.023109278519157464,0.01230817016800502,0.010801108351152444
broad,TOP20,0.0,LAM->CAD,,,0.25,9.20687101214319,True,0.015819015424039184,0.0015787946662837726,-0.0037564958832631556,0.025631977967327923,0.015284107745873814,0.010347870221454109
broad,TOP20,0.0,LAM->CAD,,,0.15,7.59124823600479,True,0.01518818275683631,0.0014509066769494705,-0.0018422378729426314,0.029287301873787308,0.020148400358039917,0.00913890151574739
broad,TOP20,0.0,LAM->CAD,,,0.1,6.457344612194301,True,0.014291367415860012,0.0014578128228368292,0.00010546756405560576,0.031852742943912674,0.024573193190177367,0.0072795497537353065
broad,TOP20,0.0,LAM->CAD,,,0.06,5.223656913340024,True,0.008289200430635857,-0.0006206215397031312,0.0016311950633675076,0.0385300753750526,0.030984782181733055,0.0075452931933195425
broad,TOP20,5.0,CAD->LAM,1.0,0.0,,31.430437697792335,False,,,,0.020811673958945336,,
broad,TOP20,5.0,CAD->LAM,5.0,0.0,,12.862902589986716,True,0.0,0.0,0.0,0.0,0.0,0.0
broad,TOP20,5.0,CAD->LAM,5.0,1.0,,12.767030675581054,True,0.02457624145534809,0.0035662350979617508,-0.000332825573804707,0.02055638339043174,0.0008155491162081018,0.01974083427422364
broad,TOP20,5.0,CAD->LAM,5.0,2.0,,12.874902786135817,False,,,,0.02319223517686782,,
broad,TOP20,5.0,CAD->LAM,5.0,3.0,,12.75531540230703,True,-0.017327792174503198,-0.0029998002209371544,0.006487882660459243,0.023557634346797442,0.0009152068817174014,0.02264242746508004
broad,TOP20,5.0,CAD->LAM,5.0,4.0,,12.757752730842638,True,0.002594272469497172,0.0003356795333590845,-0.007747147396445442,0.020166108863817898,0.0008944733734168042,0.019271635490401093
broad,TOP20,5.0,CAD->LAM,21.0,0.0,,5.952631969097281,True,-0.025994725626907078,-0.0039151737298251665,-0.006609755069379164,0.03238019176951573,0.02719623144320129,0.005183960326314442
broad,TOP20,5.0,CAD->LAM,21.0,4.0,,5.790827831210594,True,-0.018617148621019375,-0.002498056954554323,0.010293636235993053,0.032622164467383634,0.02803714250215559,0.004585021965228045
broad,TOP20,5.0,CAD->LAM,21.0,8.0,,5.893744192621704,True,-0.05055037540513552,-0.00902889956248673,-0.004626765074302652,0.0325519629499577,0.02750227666010557,0.0050496862898521296
broad,TOP20,5.0,CAD->LAM,21.0,13.0,,5.958596018025123,True,-0.00599280161647231,0.001307517926757068,0.008133470897294048,0.03434368720220991,0.027165235729710458,0.007178451472499455
broad,TOP20,5.0,CAD->LAM,21.0,17.0,,5.876234181306957,True,0.03141824538020832,0.006703121348474811,-0.013506750098430331,0.033733902480142915,0.027593277807228873,0.006140624672914041
broad,TOP20,5.0,CAD->LAM,63.0,0.0,,3.4687094844821873,False,,,,0.05506030237066541,,
broad,TOP20,5.0,CAD->LAM,63.0,13.0,,3.3916383433623714,False,,,,0.05297199654488115,,
broad,TOP20,5.0,CAD->LAM,63.0,25.0,,3.4280209754075144,False,,,,0.05321186596439023,,
broad,TOP20,5.0,CAD->LAM,63.0,38.0,,3.356840900222038,False,,,,0.05125483298552877,,
broad,TOP20,5.0,CAD->LAM,63.0,50.0,,3.3596786982218014,False,,,,0.05357069476132006,,
broad,TOP20,5.0,LAM->CAD,,,1.0,12.862902589986716,True,-0.0038106104014925535,-0.0003797030626596365,0.0020336734626514863,0.017505036790349912,0.0,0.017505036790349912
broad,TOP20,5.0,LAM->CAD,,,0.7,12.232303716790964,True,0.006524746826721772,0.000949074859229182,-0.0024472132980785655,0.018786978840046646,0.005364285848518023,0.013422692991528623
broad,TOP20,5.0,LAM->CAD,,,0.5,11.415314417003772,True,0.012214697221069937,0.0015358363051282686,-0.004142387585810092,0.02063540569001439,0.009036746537297559,0.01159865915271683
broad,TOP20,5.0,LAM->CAD,,,0.35,10.32188319440525,True,0.015011472957791039,0.0016589292018930335,-0.004389363153421422,0.023109278519157464,0.01230817016800502,0.010801108351152444
broad,TOP20,5.0,LAM->CAD,,,0.25,9.20687101214319,True,0.01566776428156791,0.0015605191910262328,-0.003723068239179339,0.025631977967327923,0.015284107745873814,0.010347870221454109
broad,TOP20,5.0,LAM->CAD,,,0.15,7.59124823600479,True,0.015059279686598703,0.0014373251470032045,-0.0018213666434051534,0.029287301873787308,0.020148400358039917,0.00913890151574739
broad,TOP20,5.0,LAM->CAD,,,0.1,6.457344612194301,True,0.014154236596986003,0.0014492452188744898,0.00011737316616244886,0.031852742943912674,0.024573193190177367,0.0072795497537353065
broad,TOP20,5.0,LAM->CAD,,,0.06,5.223656913340024,True,0.008100614067533263,-0.0006230054845410837,0.0016310640212804928,0.0385300753750526,0.030984782181733055,0.0075452931933195425
broad,TOP20,10.0,CAD->LAM,1.0,0.0,,31.430437697792335,False,,,,0.020811673958945336,,
