panel,family,state,side,q,w,depth,cadence,gross,kind,nswitch_real,sw_ratio,nruns,max_runlen_real,sd_runlen_ratio,max_run_ratio,tail_share,over_share,tail_share_real,pvol_10bps,km_exact,excess_0bps,excess_10bps,excess_25bps,seedsd_0bps,seedsd_10bps,seedsd_25bps,excess_IS,excess_OOS
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,RAND,116,7.584913793103449,58,49,0.03746564495743328,0.07040816326530613,0.20304259634888439,0.0,0.9695740365111561,0.0947371138660946,0.0,0.1587866943910643,0.33058389717291947,0.5908463879902648,0.04390724814933153,0.044464712584297524,0.0456316564617098,0.2649676475253659,0.41147744831516725
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK,116,0.9995689655172413,58,49,0.9990336981528619,0.9979591836734694,0.9695740365111559,0.0,0.9695740365111561,0.09447656619480951,0.95,0.1735465405816059,0.17377747264420373,0.17353787097480627,0.03089834039123552,0.03103759105002979,0.03132701522482283,0.06964697833158523,0.270347670635944
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK2,116,1.0,58,49,0.9990073314458293,1.0,0.9695740365111559,0.0,0.9695740365111561,0.0948899825773646,0.9,0.17460053204551962,0.172658167047265,0.1696621617384484,0.04265881198330925,0.042778597740179405,0.042941366897895177,0.06952297076844816,0.2643505194520016
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_DOM,116,1.0,58,49,5.833611093605369,8.897959183673468,0.8843813387423936,0.8843813387423936,0.9695740365111561,0.09497094388568159,1.0,0.18538930822265476,0.1836309471823041,0.18135401584219862,0.03276605830301901,0.03305166009662077,0.03351301032267551,0.059102564530664925,0.26615389254365085
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_SPLIT2,116,0.9995689655172413,58,49,4.088652955462169,4.4693877551020424,0.8864097363083164,0.8864097363083164,0.9695740365111561,0.09468960177233907,1.0,0.1694539714522324,0.16789804334019098,0.1648118870821499,0.044563820438356924,0.04459502352429693,0.044685340309197526,0.07126103551120794,0.24653305976751994
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_SPLIT4,116,1.0,58,49,2.839034217757244,2.2448979591836737,0.8904665314401623,0.8904665314401623,0.9695740365111561,0.09452212606949142,1.0,0.17334604790013552,0.17226645641139737,0.17148808827758139,0.039512117596204994,0.03924869148479031,0.03889258417566063,0.04654300476076784,0.26850432722382145
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_SPLIT8,116,1.0,58,49,1.9317904748314363,1.1428571428571428,0.898580121703854,0.898580121703854,0.9695740365111561,0.09461726284448976,1.0,0.15647863086053082,0.15541599422281027,0.1537815632030063,0.03831720527231788,0.03817800923533893,0.03796371403914334,0.08563191194200853,0.24941659720106701
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_LONE,116,1.0,58,49,0.5542241648687944,1.0,1.0,0.0,0.9695740365111561,0.09469819883066381,1.0,0.1749609928718766,0.1731485837475384,0.17033072990994103,0.03873310187126738,0.038520630932694006,0.038210829414515535,0.08058949269869792,0.2535249170116438
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_FILL,116,1.0,58,49,1.7886548863595628,1.0,0.9026369168356998,0.0,0.9695740365111561,0.09498407330434949,1.0,0.17689229936193585,0.17579769004498597,0.17453809082131444,0.04403372692487035,0.04378560450884207,0.043418570242832584,0.07667424968896713,0.27045091488634254
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_UNIF,116,1.0,58,49,0.05151204434675938,0.1836734693877551,1.0,0.0,0.9695740365111561,0.09470911409211594,1.0,0.15481501410859866,0.1536093241305475,0.15230017224504144,0.04419530112383256,0.043874627980597936,0.043396906275023316,0.0750735568065426,0.2580899854474822
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,RAND,116,7.5409482758620685,58,49,0.03833941507024266,0.07346938775510206,0.21359026369168355,0.0,0.9695740365111561,0.12662799279248657,0.0,0.17825839873342275,0.345757584998861,0.5995175550577918,0.03297605215770946,0.03291899232996477,0.03318376250848704,0.2516074931730299,0.4431080724909552
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,BLOCK,116,1.0,58,49,0.9945662591602856,0.9846938775510203,0.9695740365111559,0.0,0.9695740365111561,0.12646887557272204,0.9,0.16684633467118726,0.16663101427871274,0.16620073553190695,0.037367938820937356,0.037510147463530895,0.03775088678117337,0.08092753645684625,0.24023207221515197
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,BLOCK2,116,1.0,58,49,0.9968520580618796,1.0,0.9694726166328597,0.0,0.9695740365111561,0.12670068753718455,0.8,0.17819885048647055,0.1768810456849259,0.17329670843167755,0.03728214017744604,0.037731677073816784,0.038474900337386396,0.07745826584516069,0.2644098668367405
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SM_DOM,116,1.0,58,49,5.833611093605369,8.897959183673468,0.8843813387423936,0.8843813387423936,0.9695740365111561,0.1264730051438257,1.0,0.17417541566414574,0.17252003324833776,0.17063976372689732,0.023582880687667673,0.023857378654108703,0.02433553346458978,0.06861036363626366,0.24397060000696935
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SM_SPLIT2,116,1.0,58,49,4.088652955462169,4.4693877551020424,0.8864097363083164,0.8864097363083164,0.9695740365111561,0.1263334964697328,1.0,0.1851836906037474,0.18473491970300498,0.18507970004030477,0.03593352826195685,0.035977271432255445,0.03611880991957997,0.07983446466652921,0.26602048365513964
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SM_SPLIT4,116,0.9995689655172413,58,49,2.839034217757244,2.2448979591836737,0.8904665314401623,0.8904665314401623,0.9695740365111561,0.1266580037965788,1.0,0.1752142932235322,0.17314992313808153,0.17022255210612847,0.03644877756457715,0.036401710084623805,0.03633637436542612,0.0886839081398586,0.25118171801271305
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SM_SPLIT8,116,1.0,58,49,1.9317904748314363,1.1428571428571428,0.898580121703854,0.898580121703854,0.9695740365111561,0.12626241576788005,1.0,0.18549427469374147,0.18445620588340866,0.1828674398617368,0.04491004938149021,0.04452368305379812,0.04391780243373999,0.10580531744958149,0.2562496802403007
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SM_LONE,116,1.0,58,49,0.5542241648687944,1.0,1.0,0.0,0.9695740365111561,0.1265683483332783,1.0,0.1855090336764943,0.183703152063306,0.18090246243865887,0.03791525689341648,0.037581590633948295,0.03706793586088501,0.07319343808250522,0.28512620050291293
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SM_FILL,116,1.0,58,49,1.7886548863595628,1.0,0.9026369168356998,0.0,0.9695740365111561,0.12625253572465733,1.0,0.16158543228062106,0.15944367746379162,0.1559660575524064,0.04763054219355309,0.04693516043199045,0.04594022000408872,0.07209427639766763,0.24356685609875106
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SM_UNIF,116,0.9995689655172415,58,49,0.05151204434675938,0.1836734693877551,1.0,0.0,0.9695740365111561,0.12621102706652348,1.0,0.16269421017693741,0.16090740971962758,0.15814572166530794,0.04264656349050165,0.04220516342100481,0.0415697192251296,0.04701780714067605,0.23729912536556508
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,RAND,56,16.271428571428572,28,57,0.028391683070022305,0.06228070175438595,0.21546692607003895,0.0,1.0,0.09447837338108807,0.0,0.11597871578344743,0.30923643776795157,0.5980384028293706,0.045487732570288986,0.04448985785840926,0.04366846968418948,0.17479591723937837,0.42197860010042226
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,BLOCK,56,1.0,28,57,0.999484780951925,1.0,1.0,0.0,1.0,0.09456883123311254,0.8,0.11673506144337631,0.11714362680151802,0.11713752253621096,0.02979992065756855,0.029834625329542418,0.02994252853270259,-0.01983574982124181,0.22412042360882123
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,BLOCK2,56,1.0,28,57,0.9996489663142762,1.0,1.0,0.0,1.0,0.09453342165376435,0.9,0.12163256925846322,0.12109505195674586,0.12006754706781408,0.04817272279998979,0.047766688905168164,0.0471935287057071,-0.025117477907731223,0.2542868518494409
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SM_DOM,56,1.0,28,57,6.9788197757245225,8.543859649122805,0.9474708171206222,0.9474708171206222,1.0,0.09435952634387453,1.0,0.11768392744347711,0.1168071008620456,0.11808381938791496,0.02848722119307805,0.029103248516381817,0.030153415866350983,-0.02486948740681777,0.23689425462071545
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SM_SPLIT2,56,0.9991071428571429,28,57,4.842523947842535,4.280701754385964,0.9494163424124513,0.9494163424124513,1.0,0.09398082464799654,1.0,0.09955133589997522,0.09914589931165096,0.09833533915070625,0.045786798294618854,0.04636429237394427,0.04722317377858011,-0.03247010931606392,0.2262132540776316
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SM_SPLIT4,56,1.0,28,57,3.2898796916483257,2.157894736842105,0.9533073929961089,0.9533073929961089,1.0,0.0944247922105021,1.0,0.10683051710022529,0.10596346963122127,0.10650144835938552,0.028707698243607273,0.028627150020806263,0.028610338096584156,-0.018433769599742023,0.22328838644134696
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SM_SPLIT8,56,0.9973214285714285,28,57,2.1236627523140084,1.0877192982456139,0.961089494163424,0.961089494163424,1.0,0.09459676637826774,1.0,0.1060049840567523,0.1059096640995808,0.10454289317151799,0.0349836368559735,0.03481381889974182,0.03464382552558419,-0.037550889067685944,0.23294425538853647
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SM_LONE,56,0.9982142857142857,28,57,0.575796113126738,1.0,1.0,0.0,1.0,0.09447539464435148,1.0,0.14098840009503744,0.14173962858429168,0.1426735230036088,0.05200057414099317,0.05156678953205341,0.050903838727476974,-0.012079320581760478,0.2525305541322007
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SM_FILL,56,1.0,28,57,1.9671581833093625,1.0,0.9630350194552527,0.0,1.0,0.094539406308073,1.0,0.1152947632750495,0.1149508789246354,0.11423110566033401,0.03233485571315921,0.03227251891785535,0.03220006033845541,-0.010822485406445648,0.23490762611360694
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SM_UNIF,56,1.0,28,57,0.03707661559336635,0.33333333333333326,1.0,0.0,1.0,0.0947898899921378,1.0,0.11552829059145053,0.1164131175249914,0.11733212059533532,0.031937082405537796,0.031759282054880864,0.0315073681493869,-0.01788568110740596,0.24670993596191793
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,1.0,RAND,56,16.26071428571429,28,57,0.028592254486587965,0.06315789473684211,0.21614785992217903,0.0,1.0,0.12631076863238538,0.0,0.12442056102286014,0.3170645748806334,0.6041051111940337,0.04812848027078583,0.04699479377951239,0.04585967814414853,0.18851366807474723,0.4224606027282441
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,1.0,BLOCK,56,1.0,28,57,0.9926108183779917,0.9921052631578947,0.9999027237354084,0.0,1.0,0.12625050420036688,0.9,0.12776000726074355,0.1273893006190604,0.12679981997361128,0.03780014438540671,0.0381638140479439,0.03874846998398057,0.005927388820345769,0.253458207413634
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,1.0,BLOCK2,56,0.9991071428571429,28,57,0.9964631154499731,1.0,1.0,0.0,1.0,0.1261391090745198,0.95,0.12119879175541282,0.12036951274694774,0.1189241852466178,0.0435515306795245,0.04325056533665672,0.04281716466277636,-0.021325239783810734,0.2468722621449172
