panel,con,band,turn_yr,dturn_vs_live,dSharpe_0bps,dSharpe_50bps,slope_per_bps,breakeven_bps
U56,DEGROSS,0.0,3.150189735699051,1.361770509198721,-0.016072062327784575,-0.1173601136399417,-0.0020257610262431423,
U56,DEGROSS,0.01,2.621820838623118,0.8334016121227878,-0.005559380054632745,-0.06711380045615556,-0.0012310884080304562,
U56,DEGROSS,0.02,2.1672940097549978,0.3788747832546675,-0.0027885992991418806,-0.030881752777273785,-0.0005618630695626381,
U56,DEGROSS,0.03,1.7884192265003303,0.0,0.0,0.0,0.0,
U56,DEGROSS,0.04,1.5753602344256183,-0.2130589920747119,-0.03716530584495392,-0.021430834481049432,0.0003146894272780898,118.10153956049845
U56,DEGROSS,0.05,1.4273731610801048,-0.36104606542022544,-0.06059504992085918,-0.03362127507294277,0.0005394754969583282,112.3221541339807
U56,DEGROSS,0.06,1.3056537123837837,-0.48276551411654656,-0.06876060701042164,-0.032862422709784234,0.0007179636860127481,95.7717059372286
U56,DEGROSS,0.08,1.1336689899496364,-0.6547502365506939,-0.0631490926865228,-0.014064608426888503,0.000981689685192686,64.32693919375133
U56,DEGROSS,0.1,1.0103712855050428,-0.7780479409952874,-0.03468078894370952,0.02294974584717191,0.0011526106958176284,30.088900848788303
U56,DEGROSS,0.12,0.9268912327415368,-0.8615279937587934,-0.061435545534904046,0.002777354018944189,0.0012842579910769647,47.83738622750159
U56,DEGROSS,0.15,0.8357676493548868,-0.9526515771454435,-0.09727341639466847,-0.026506041770626432,0.0014153474924808408,68.72758591896486
U56,RESPREAD,0.0,7.60637196909905,3.2847483039072998,-0.04084731446249035,-0.19486097291024507,-0.0030802731689550944,
U56,RESPREAD,0.01,6.369376093081183,2.0477524278894323,-0.01862417280741835,-0.11409562080040836,-0.0019094289598598003,
U56,RESPREAD,0.02,5.278582393391608,0.9569587281998579,-0.016109830192666763,-0.06078731593959963,-0.0008935497149386573,
U56,RESPREAD,0.03,4.32162366519175,0.0,0.0,0.0,0.0,
U56,RESPREAD,0.04,3.9306064216576972,-0.3910172435340531,-0.0357458349750992,-0.009784110519020728,0.0005192344891215695,68.84333711262765
U56,RESPREAD,0.05,3.5065822431451577,-0.8150414220465927,-0.014979766736094913,0.032048940951962424,0.0009405741537611467,15.92619431035199
U56,RESPREAD,0.06,3.197260288963204,-1.1243633762285463,-0.03083668289324004,0.03167258973932152,0.0012501854526512312,24.66568686097379
U56,RESPREAD,0.08,2.6055960821859387,-1.7160275830058116,-0.0012752422755808457,0.08913693925378618,0.0018082436305873406,0.7052380851835938
U56,RESPREAD,0.1,2.1886741329150774,-2.132949532276673,0.04160981365490124,0.14931649819899384,0.002154133690881852,
U56,RESPREAD,0.12,1.9328827192370819,-2.3887409459546687,0.04085506394080318,0.1629002373357853,0.002440903467899642,
U56,RESPREAD,0.15,1.7828894348951732,-2.538734230296577,-0.0077188891996662345,0.12661690589876828,0.0026867159019686904,2.872983032560391
B136,DEGROSS,0.0,3.3294966990743924,1.311261963535308,0.006464171026113519,-0.08911535933297177,-0.0019115906071817056,3.3815666397544026
B136,DEGROSS,0.01,2.8595873978193906,0.8413526622803063,0.008961062458151092,-0.05217057039447104,-0.0012226326570524426,7.329317114557266
B136,DEGROSS,0.02,2.377065735017687,0.35883099947860275,0.015919915583006095,-0.010113277853585845,-0.0005206638687318388,30.576186555409784
B136,DEGROSS,0.03,2.0182347355390844,0.0,0.0,0.0,0.0,
B136,DEGROSS,0.04,1.7622688139188947,-0.2559659216201897,-0.012776269327060552,0.006189136533337192,0.0003793081172079549,33.683089676818035
B136,DEGROSS,0.05,1.591473255659527,-0.42676147987955737,-0.026085207368204744,0.005610794050228685,0.0006339200283686686,41.14905067021227
B136,DEGROSS,0.06,1.4473953554136403,-0.5708393801254441,-0.021871413716799015,0.020427382168792696,0.0008459759177118343,25.853470836328345
B136,DEGROSS,0.08,1.2317013917166948,-0.7865333438223896,0.00798776251192912,0.0662091544453337,0.0011644278386680918,
B136,DEGROSS,0.1,1.107276275190663,-0.9109584603484213,0.007003841689982693,0.0744363109531595,0.001348649385263536,
B136,DEGROSS,0.12,1.0211840936415382,-0.9970506418975462,-0.006568677804254852,0.06735774059676147,0.0014785283680203265,4.442713407690631
B136,DEGROSS,0.15,0.92863684629001,-1.0895978892490743,-0.05179172279827804,0.029494688713218475,0.0016257282302299303,31.85755271713097
B136,RESPREAD,0.0,7.840203859290729,3.0312053481663552,0.014538505431676452,-0.12224110410766664,-0.002735592190786862,5.314573378532206
B136,RESPREAD,0.01,6.764422272034321,1.9554237609099472,0.012857891895681206,-0.07582123872608748,-0.0017735826124353738,7.2496718255630315
B136,RESPREAD,0.02,5.655103463144466,0.8461049520200925,0.013798695292209784,-0.024565936299603908,-0.0007672926318362739,17.98361501163766
B136,RESPREAD,0.03,4.808998511124374,0.0,0.0,0.0,0.0,
B136,RESPREAD,0.04,4.247337233797331,-0.5616612773270431,-0.023059929726944484,0.006372721814919324,0.0005886530308372762,39.17406098146641
B136,RESPREAD,0.05,3.7315551635907944,-1.0774433475335794,-0.008459595416120402,0.04438094096028322,0.0010568107275280725,8.004834920542274
B136,RESPREAD,0.06,3.3469907885147023,-1.4620077226096715,-0.008557164808574047,0.06201959989334549,0.0014115352940383906,6.062310198487542
B136,RESPREAD,0.08,2.722157929878902,-2.086840581245472,0.01915663940440404,0.11867075781522174,0.001990282368216354,
B136,RESPREAD,0.1,2.3415020158520337,-2.46749649527234,0.05909361482818509,0.17545054521694792,0.0023271386077752566,
B136,RESPREAD,0.12,2.064700700956634,-2.74429781016774,0.081783637532725,0.2115092227312172,0.002594511703969844,
B136,RESPREAD,0.15,1.8508051655561033,-2.9581933455682705,0.042920812143053544,0.185732907451569,0.002856241906170309,
SMALL439,DEGROSS,0.0,3.7117138671591063,0.9112074122379901,-0.018919485458927854,-0.08592373354756211,-0.001340084961772685,
SMALL439,DEGROSS,0.01,3.444637617992758,0.6441311630716418,-0.0016300771763990696,-0.048783684254798565,-0.00094307214156799,
SMALL439,DEGROSS,0.02,3.1209640855591005,0.32045763063798427,-0.00020482217853379225,-0.02363417496483089,-0.00046858705572594195,
SMALL439,DEGROSS,0.03,2.8005064549211163,0.0,0.0,0.0,0.0,
SMALL439,DEGROSS,0.04,2.537219967061692,-0.2632864878594243,0.010318656835224593,0.029834063216806816,0.0003903081276316445,
SMALL439,DEGROSS,0.05,2.327465363957327,-0.4730410909637892,0.03891862896681786,0.07438259057861468,0.0007092792322359365,
SMALL439,DEGROSS,0.06,2.1699353040790954,-0.6305711508420209,0.035624085631241864,0.08324542482462444,0.0009524267838676515,
SMALL439,DEGROSS,0.08,1.9258704545877017,-0.8746360003334146,0.04372062300696422,0.10993162546466129,0.0013242200491539414,
SMALL439,DEGROSS,0.1,1.7567982774673547,-1.0437081774537615,0.05956085758081997,0.13870462775702064,0.0015828754035240133,
SMALL439,DEGROSS,0.12,1.6308658749513354,-1.1696405799697809,0.06291539435019988,0.15263079462714935,0.0017943080055389893,
SMALL439,DEGROSS,0.15,1.4931823096335262,-1.3073241452875901,0.08105147884466346,0.1814655237295082,0.0020082808976968946,
SMALL439,RESPREAD,0.0,10.3371447850653,2.5948442864219547,-0.03452485251629067,-0.12450112726995316,-0.0017995254950732497,
SMALL439,RESPREAD,0.01,9.599745185569256,1.857444686925911,-0.003875874794691092,-0.0686723120032291,-0.0012959287441707602,
SMALL439,RESPREAD,0.02,8.61468575655678,0.8723852579134341,0.002360641539102315,-0.02917661600437199,-0.0006307451508694861,3.742623365154938
SMALL439,RESPREAD,0.03,7.7423004986433455,0.0,0.0,0.0,0.0,
SMALL439,RESPREAD,0.04,6.989668918673607,-0.7526315799697381,0.013617034125893546,0.04101363536073971,0.0005479320246969232,
SMALL439,RESPREAD,0.05,6.323919696488236,-1.4183808021551094,0.04856232559522511,0.0984836405008962,0.0009984262981134217,
SMALL439,RESPREAD,0.06,5.849216208875323,-1.893084289768023,0.052938911320552395,0.11940002717407666,0.0013292223170704852,
SMALL439,RESPREAD,0.08,5.035071313087666,-2.707229185555679,0.04810405600685275,0.14152981248660218,0.0018685151295949887,
SMALL439,RESPREAD,0.1,4.476023062108991,-3.266277436534354,0.08460791075641438,0.1970719725298562,0.0022492812354688364,
SMALL439,RESPREAD,0.12,4.024818010516848,-3.717482488126498,0.09066593025407621,0.21904532719298442,0.0025675879387781642,
SMALL439,RESPREAD,0.15,3.5230406265524565,-4.219259872090889,0.12671571121335312,0.2726427057182006,0.0029185398900969496,
