D,stat,pick,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_oos,keep4a_oos,keep4b,keep4a,binding
24,IS_SHARPE,18,0.10850752976475309,1.1992251747283864,-0.1475248481020618,True,False,True,False,none
24,IS_LEGS,18,0.10850752976475309,1.1992251747283864,-0.1475248481020618,True,False,True,False,none
24,IS_CAGRSLACK,18,0.10850752976475309,1.1992251747283864,-0.1475248481020618,True,False,True,False,none
24,IS_MINMARG,18,0.10850752976475309,1.1992251747283864,-0.1475248481020618,True,False,True,False,none
96,IS_SHARPE,76,0.10274140005800847,1.2844678910961633,-0.11752771994772626,False,True,False,True,O5_CAGR
96,IS_LEGS,18,0.10850752976475309,1.1992251747283864,-0.1475248481020618,True,False,True,False,none
96,IS_CAGRSLACK,30,0.12413310277342604,1.278491788768766,-0.14958618161503667,True,False,True,False,none
96,IS_MINMARG,30,0.12413310277342604,1.278491788768766,-0.14958618161503667,True,False,True,False,none
240,IS_SHARPE,76,0.10274140005800847,1.2844678910961633,-0.11752771994772626,False,True,False,True,O5_CAGR
240,IS_LEGS,18,0.10850752976475309,1.1992251747283864,-0.1475248481020618,True,False,True,False,none
240,IS_CAGRSLACK,166,0.11736612540291635,1.3111896623926378,-0.13162179085247738,True,False,True,False,none
240,IS_MINMARG,166,0.11736612540291635,1.3111896623926378,-0.13162179085247738,True,False,True,False,none
480,IS_SHARPE,367,0.0966353511292597,1.1273601602404635,-0.14205676694434155,False,False,False,False,O5_CAGR
480,IS_LEGS,18,0.10850752976475309,1.1992251747283864,-0.1475248481020618,True,False,True,False,none
480,IS_CAGRSLACK,166,0.11736612540291635,1.3111896623926378,-0.13162179085247738,True,False,True,False,none
480,IS_MINMARG,166,0.11736612540291635,1.3111896623926378,-0.13162179085247738,True,False,True,False,none
