n,cells,pass4b,pass4a,Sharpe,CAGR,MaxDD,OOS_Sharpe,IS_Sharpe,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR
5,28,0.0,0.0,0.46223888460078005,0.07769044050613887,-0.3803575413166956,0.43704430028195185,0.5124636573158493,0.03571428571428571,0.0,0.0,0.0,0.25
10,28,0.0,0.0,0.5233914196166237,0.07584465557784012,-0.3063563897304134,0.4809878515607438,0.605337524901773,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857
15,28,0.0,0.0,0.5634015635086936,0.07504747555207902,-0.2720454136151917,0.5288246618357898,0.6298620530482505,0.2857142857142857,0.0,0.03571428571428571,0.0,0.32142857142857145
20,28,0.0,0.0,0.5824162272920657,0.07334576694820553,-0.25750411151713454,0.5500370534545064,0.6448301306887577,0.2857142857142857,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.25
30,28,0.07142857142857142,0.0,0.6297839276544622,0.07372493781935284,-0.23700803508207663,0.5935699102443478,0.700098903483833,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.25,0.25
40,28,0.10714285714285714,0.0,0.6508030027255806,0.07162356020882628,-0.22160104220558438,0.5990269922357295,0.7513243668615789,0.39285714285714285,0.10714285714285714,0.14285714285714285,0.32142857142857145,0.21428571428571427
50,28,0.14285714285714285,0.0,0.671161035555402,0.06979416040315652,-0.21000085856146947,0.6144811350054209,0.7845115991364346,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.17857142857142858
60,28,0.03571428571428571,0.0,0.6733853106438614,0.06576004831681527,-0.19676026406679706,0.6110060601853473,0.8016136794301099,0.35714285714285715,0.10714285714285714,0.14285714285714285,0.5714285714285714,0.03571428571428571
-1,28,0.0,0.0,0.6568293484274245,0.07357172137529984,-0.3131197103007059,0.5754153573237106,0.8299635013587444,0.5,0.07142857142857142,0.14285714285714285,0.0,0.17857142857142858
