gross,split,form,oos_mae,is_tmax,is_r2,n
0.25,S2016,ZERO,0.08537678751901966,,,162
0.25,S2016,GLOBAL,0.08487589391937564,,,162
0.25,S2016,FAMILY,0.06512621350813126,,,162
0.25,S2016,CSD,0.060528570520440285,6.927379296400418,0.23072700920706635,162
0.25,S2016,CT_RANGE,0.060981988894783956,6.632217665095002,0.21563364182462674,162
0.25,S2016,CT_IQR,0.06484103315130262,5.450655604054049,0.15660588198825398,162
0.25,S2016,CT_MAD,0.06086332196008782,6.716962013324733,0.21995959086947103,162
0.25,S2016,CT_SD_RANGE,0.06049723474081915,1.772451182492336,0.23083117548925958,162
0.25,S2016,CBAR,0.08617323481689801,2.263018985483615,0.031015116320862957,162
0.25,S2016,TORS,0.0839677295680032,4.349268675778891,0.10572628173216814,162
0.25,S2018,ZERO,0.10728288306947943,,,162
0.25,S2018,GLOBAL,0.10433596872066167,,,162
0.25,S2018,FAMILY,0.09003003357209688,,,162
0.25,S2018,CSD,0.08807916010252949,5.03666439576646,0.13685204482740432,162
0.25,S2018,CT_RANGE,0.08841919138520175,4.634272385459164,0.11834305182915694,162
0.25,S2018,CT_IQR,0.0903729813936549,4.275709596422991,0.10254385793154075,162
0.25,S2018,CT_MAD,0.08848259898093494,4.980876524435524,0.13424191122981066,162
0.25,S2018,CT_SD_RANGE,0.08827627907518798,2.0589128813596376,0.14123861471226906,162
0.25,S2018,CBAR,0.10526048292783442,2.7332733048296425,0.044609470541067675,162
0.25,S2018,TORS,0.10261084830763248,4.039218969229739,0.0925347421222592,162
0.5,S2016,ZERO,0.1750302227208542,,,162
0.5,S2016,GLOBAL,0.16779551864303902,,,162
0.5,S2016,FAMILY,0.1326472804907632,,,162
0.5,S2016,CSD,0.1213693968785617,6.902592913243651,0.22945704399981903,162
0.5,S2016,CT_RANGE,0.12230715071876483,6.53484669105156,0.210672580012516,162
0.5,S2016,CT_IQR,0.1296470941297592,5.506515992392755,0.15931822512665705,162
0.5,S2016,CT_MAD,0.12236187515545263,6.736266820700881,0.220945999090279,162
0.5,S2016,CT_SD_RANGE,0.12141983188348211,2.0081506485492118,0.23019686467245104,162
0.5,S2016,CBAR,0.17063485745464035,2.4131055454892687,0.03511621199402126,162
0.5,S2016,TORS,0.16604980249535453,4.268036483187804,0.10221372704949572,162
0.5,S2018,ZERO,0.22124935113403357,,,162
0.5,S2018,GLOBAL,0.20785330007419345,,,162
0.5,S2018,FAMILY,0.18463353394332607,,,162
0.5,S2018,CSD,0.17949006030690715,4.928437446257378,0.13180076039854038,162
0.5,S2018,CT_RANGE,0.18041606252079054,4.476117130660988,0.11128700008978709,162
0.5,S2018,CT_IQR,0.183939759117801,4.22441696480576,0.10034371831162747,162
0.5,S2018,CT_MAD,0.18041287861801295,4.913096063677981,0.13108888817833908,162
0.5,S2018,CT_SD_RANGE,0.18050933124280835,2.2387949026354703,0.1384460135780068,162
0.5,S2018,CBAR,0.2089170765639916,2.879158120856001,0.0492576717434251,162
0.5,S2018,TORS,0.2064570101763073,3.9757897578636707,0.08991059976157378,162
0.75,S2016,ZERO,0.2706185444061727,,,162
0.75,S2016,GLOBAL,0.24904010585355207,,,162
0.75,S2016,FAMILY,0.20321987039759956,,,162
0.75,S2016,CSD,0.18395006394988958,6.871245399844502,0.22785144972942484,162
0.75,S2016,CT_RANGE,0.18534645816748793,6.431578748671365,0.20542379781652076,162
0.75,S2016,CT_IQR,0.19597066053015802,5.56295160292815,0.16206865166092743,162
0.75,S2016,CT_MAD,0.18606871404233016,6.751914115604211,0.2217457628566457,162
0.75,S2016,CT_SD_RANGE,0.18474141255853282,2.242444910328372,0.2297828086648943,162
0.75,S2016,CBAR,0.25322892073181447,2.5778535725183875,0.039877079541167926,162
0.75,S2016,TORS,0.24897341768196607,4.170284822614983,0.09803906901589976,162
0.75,S2018,ZERO,0.34385991762840745,,,162
0.75,S2018,GLOBAL,0.3139523335027216,,,162
0.75,S2018,FAMILY,0.28520951744589135,,,162
0.75,S2018,CSD,0.2757871696639654,4.817797318607743,0.1266908064398573,162
0.75,S2018,CT_RANGE,0.2775121600799729,4.3178495922328946,0.10436310961540307,162
0.75,S2018,CT_IQR,0.28190398963583696,4.206177363940027,0.09956517560683309,162
0.75,S2018,CT_MAD,0.27709506657851357,4.844151705330319,0.12790288440432995,162
0.75,S2018,CT_SD_RANGE,0.2780813868384294,2.4086739286706123,0.13589327750691027,162
0.75,S2018,CBAR,0.3139381408188174,3.037353725617513,0.054516114250314884,162
