panel,book,cost,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,keep4a,keep4b
U56,CAND20,0.0,0.13722318057535277,1.1737332649574452,-0.18220023181479594,1.1856018666540322,1.1701699740943636,1.2436652338985876,0.1540804890287466,-0.18220023181479572,False,True
U56,EWmatched,0.0,0.10982822275646598,1.1615100669279474,-0.1576954030892065,1.1801081036479601,1.1465155869167618,1.2346522638931998,0.11895877323323689,-0.1576954030892067,False,True
U56,EWfixIS,0.0,0.10784970976169173,1.1272035003240097,-0.151375489277219,1.1575986444830417,1.1030941580670237,1.1858551464477782,0.11644149507630774,-0.15137548927721856,False,True
U56,EWfull,0.0,0.11256840898080855,1.127132287343385,-0.15769540308920715,1.1575549173406703,1.1030058951310406,1.18576124990673,0.12156565629819926,-0.15769540308920693,False,True
U56,CAND20,25.0,0.11016499141057334,0.9648891687602643,-0.18440699236416414,0.9610174851103024,0.9735971704573073,1.04610965884594,0.1267650882319844,-0.1844069923641637,False,True
U56,EWmatched,25.0,0.0903149398105263,0.9713063388867176,-0.16032338495504195,0.9887353736617266,0.9570008971562823,1.0474558316489981,0.09931487934423977,-0.16032338495504206,False,False
U56,EWfixIS,25.0,0.08625318111586289,0.9188537274929465,-0.15482186473262094,0.9525367007366086,0.8911996518209657,0.9779720203783415,0.09426510421432899,-0.15482186473262083,False,False
U56,EWfull,25.0,0.08996948183367626,0.9190169595023694,-0.16113532615796056,0.9527017950446468,0.8913685753805647,0.9781231545996794,0.09835295618841311,-0.16113532615795945,False,False
B136,CAND20,0.0,0.14653709778134982,1.0562327019173416,-0.19983154054596763,1.225832291503304,0.9091912177526986,0.9907714255507483,0.14094092140032188,-0.19983154054596775,False,True
B136,EWmatched,0.0,0.11669272813934062,1.1232598467670742,-0.17342689518610765,1.2490613177756982,1.0062454884580587,1.1093224354025502,0.11483170186946778,-0.17342689518610754,False,True
B136,EWfixIS,0.0,0.11442678732489853,1.1054739665017865,-0.17068574676714843,1.220443985672164,0.9980414449251294,1.1005968149220287,0.11337656882742175,-0.17068574676714832,False,True
B136,EWfull,0.0,0.11635195735512016,1.1054296734148643,-0.17342689518610788,1.2204607832278112,0.997951087505869,1.1004994530255627,0.11528084278008288,-0.173426895186108,False,True
B136,CAND20,25.0,0.10774243748456414,0.8076698418725972,-0.20155317029654207,0.9723408351073488,0.6642337622100398,0.7433679864583757,0.10117263278720867,-0.20155317029654185,False,False
B136,EWmatched,25.0,0.09464117997918353,0.9292466464755533,-0.17702198166479122,1.0650668908547152,0.8026876951687435,0.9092349441759524,0.09218431769080504,-0.177021981664792,False,False
B136,EWfixIS,25.0,0.09198879763958323,0.9068099659497253,-0.1793669680894142,1.0328311928970406,0.7888626746858124,0.8953195998846379,0.09032150578292031,-0.1793669680894141,False,False
B136,EWfull,25.0,0.09351400604438043,0.9068788945396131,-0.18217043484345774,1.0329532064597644,0.788893489618521,0.895339918111437,0.09181456009217115,-0.18217043484345763,False,False
SMALL439,CAND20,0.0,0.08731928260583177,0.5833081680049127,-0.24627253994164033,0.7217963155574622,0.4706557704451627,0.6110770143505769,0.0957502381204931,-0.2462725399416399,False,False
SMALL439,EWmatched,0.0,0.052231197337827995,0.45620317964184354,-0.3250561984904613,0.5313703952043034,0.398285921543913,0.4261586981760575,0.049480699079017976,-0.32505619849046075,False,False
SMALL439,EWfixIS,0.0,0.05071494163253898,0.4373859999184819,-0.38536467594116397,0.534412867565547,0.36623840133503804,0.39679069307493653,0.04672225532867835,-0.38536467594116497,False,False
SMALL439,EWfull,0.0,0.05072346648664161,0.43738580679612243,-0.3854283901077694,0.5344137003806124,0.3662375687556602,0.3967899582774086,0.04672969598095489,-0.3854283901077702,False,False
SMALL439,CAND20,25.0,0.033773882403875355,0.28209235144048067,-0.3513764153800948,0.42559997068762184,0.16325603413839418,0.30160015433639353,0.038112002378476006,-0.35137641538009357,False,False
SMALL439,EWmatched,25.0,0.0183605490501082,0.2048917442086121,-0.36092885148140275,0.2959963961534039,0.13164109503910898,0.1640522468582336,0.01308818778818921,-0.3609288514814025,False,False
SMALL439,EWfixIS,25.0,0.01625107714333396,0.18765864566850568,-0.4188208538627691,0.29853796333873034,0.10252591857943769,0.1375455846705996,0.009448128195051364,-0.4188208538627689,False,False
SMALL439,EWfull,25.0,0.016252703871564522,0.187659980915012,-0.41888755142216905,0.2985401866682897,0.1025267253584632,0.13754645597939305,0.009448143606045845,-0.4188875514221688,False,False
