panel,template,cost_bps,IS_pick,null_pick_mode,null_pick_share,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,pass4b,pass4a,L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor,OOS_gain_vs_W,OOS_null_med_gain_vs_W,OOS_excess
U56,TOP20,0.0,M,Q,0.65,0.18093993341427828,1.3420316175286895,-0.19447151366170634,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,True,False,True,True,True,True,True,0.13062421524176293,-0.051779855905474625,0.18240407114723756
U56,TOP20,10.0,M,Q,0.8733333333333333,0.17525318428727288,1.3053482016442008,-0.1950686222873136,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,True,False,True,True,True,True,True,0.18206331768558037,0.2517934151847483,-0.06973009749916792
U56,TOP20,25.0,M,Q,0.99,0.1667692595753263,1.2499678315113554,-0.1959642852257245,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,True,False,True,True,True,True,True,0.2592097701251077,0.7656275998141364,-0.5064178296890287
U56,TOP20,50.0,Q,Q,1.0,0.1488070890087967,1.0166550070015874,-0.27122348230225457,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,False,False,True,True,True,False,True,0.24729952876732042,1.620128754849902,-1.3728292260825814
U56,TOP05,0.0,Q,Q,0.41,0.10263585719167634,0.5769469869930577,-0.2894057045579286,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,False,False,True,False,False,False,True,-0.4768761185978545,0.0,-0.4768761185978545
U56,TOP05,10.0,Q,Q,0.72,0.09768465244406888,0.5551407010247792,-0.29381277539366646,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,False,False,True,False,False,False,True,-0.4007736703565241,0.42136809150975074,-0.8221417618662749
U56,TOP05,25.0,Q,Q,0.8766666666666667,0.09028845979644773,0.5223050585616519,-0.3003826450204532,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,False,False,True,False,False,False,True,-0.2863198530578739,1.1598077212327216,-1.4461275742905955
U56,TOP05,50.0,Q,Q,0.9766666666666667,0.07804281815582237,0.46731133503300437,-0.3112244616939204,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.1205494795164489,False,False,True,False,False,False,True,-0.09526223044540172,2.365992591841496,-2.461254822286898
B136,TOP20,0.0,M,Q,0.36333333333333334,0.17074829846203254,1.0772980956795593,-0.26066677445920017,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,True,True,False,True,0.09903961025976782,0.0,0.09903961025976782
B136,TOP20,10.0,M,Q,0.86,0.16283141296469616,1.0345160788708132,-0.2610525610883294,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,True,True,False,True,0.1590865807645192,0.42773483601237217,-0.26864825524785296
B136,TOP20,25.0,M,Q,0.99,0.15104718753369095,0.9700120325914717,-0.2616312410320225,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,True,True,False,True,0.2490759026691799,1.1933419365897462,-0.9442660339205663
B136,TOP20,50.0,Q,Q,1.0,0.106221805037082,0.6845658718522685,-0.27066003473973965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,False,False,False,True,0.22126703027197053,2.389721679876324,-2.1684546496043535
B136,TOP05,0.0,Q,D,0.2866666666666667,0.1842909924208498,0.8665860208677336,-0.28627132368997743,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,False,False,False,True,-0.039878098342456814,0.0,-0.039878098342456814
B136,TOP05,10.0,Q,Q,0.67,0.17837589452290414,0.8442301758502644,-0.2862713236899773,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,False,False,False,True,0.04407816410641019,0.47146361359151606,-0.4273854494851059
B136,TOP05,25.0,Q,Q,0.84,0.16954446681050128,0.8105092533301964,-0.2862713236899772,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,False,False,False,True,0.17016572022589682,1.22944145455912,-1.059275734333223
B136,TOP05,50.0,Q,Q,0.9633333333333334,0.15493488721952442,0.7538804580009485,-0.2862713236899773,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,False,True,False,False,False,True,0.38011623041331477,2.480635285520447,-2.1005190551071324
