key,membership,pick,arm,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS,v2_OOS,ctrl_OOS,beat_spy,beat_v2,beat_ctrl
capQ26,STATIC,2,EWall,1.029354656087712,0.06784774271277705,0.4402661432655065,-0.44324046852054166,0.882010501050508,0.5680478271993786,0.6366624355474834,False,False,False
capQ26,STATIC,2,MA-RS,0.5253805102093665,0.11569525097004352,0.6330458342212385,-0.4428939277178796,0.882010501050508,0.5680478271993786,0.6366624355474834,False,True,False
capQ26,STATIC,2,MA-DG,0.7176403257987526,0.03984656631192629,0.5099034690183687,-0.17070094223685572,0.882010501050508,0.5680478271993786,0.6366624355474834,False,False,False
capC0,STATIC,1,EWall,1.764347550848645,0.17620794041788557,1.1787002056837121,-0.25563638427919966,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC0,STATIC,1,MA-RS,0.7761882190103009,0.15379214810794561,0.9684754849399356,-0.3216327641560096,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC0,STATIC,1,MA-DG,1.057943436087361,0.08491650722109623,1.0228469045004824,-0.09412057481748726,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC,STATIC,1,EWall,1.014504846247442,0.220495451645494,1.3154466535178324,-0.2824405099836944,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC,STATIC,1,MA-RS,-0.1999816030573562,0.18995603338618294,1.0611272283400865,-0.33417981745477277,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC,STATIC,1,MA-DG,0.013885590254637514,0.1144507367336276,1.2092214109588622,-0.11444532147010833,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC,DYNAMIC,1,EWall,2.3509329848384266,0.5019942534873196,2.3291112155057525,-0.32394343896602307,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC,DYNAMIC,1,MA-RS,0.8149198965661603,0.5397154819970937,2.1594571378226206,-0.2747238718859897,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
capC,DYNAMIC,1,MA-DG,1.2123182402803656,0.18449790189140058,2.217863991473163,-0.06827248275496989,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
advQ,STATIC,1,EWall,0.9807354005249317,0.22543531684761509,1.345753267612107,-0.2830790938704658,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
advQ,STATIC,1,MA-RS,-0.12733393369885831,0.1502795072923826,0.8591827622037107,-0.3599303174279743,0.882010501050508,0.5680478271993786,0.6366624355474834,False,True,True
advQ,STATIC,1,MA-DG,0.09061864969368226,0.10469147839738735,1.091828673246201,-0.12430359428758841,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
advQ,DYNAMIC,1,EWall,1.6948026637046838,0.37420771278975096,2.213063682402129,-0.2454163026009375,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
advQ,DYNAMIC,1,MA-RS,0.3928615967049383,0.3715742635235708,1.77238463433885,-0.3504249223125552,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
advQ,DYNAMIC,1,MA-DG,0.6538072241149968,0.1723240508427999,2.15414075205815,-0.07306863325634572,0.882010501050508,0.5680478271993786,0.6366624355474834,True,True,True
