SET,BAR,base_chooser,move_rate_KEY,move_rate_VALUE,mean_OOS_Sharpe,delta_vs_ANCHOR,SE,t
NG_D,A_NONE,CH_RAW,1.0,1.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG_D,A_NONE,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_POS,H_RUNNERUP,0.047619047619047616,0.047619047619047616,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG_D,A_POS,H_NARROWEST,0.023809523809523808,0.023809523809523808,1.0368332784688883,0.0006112331477652756,0.0006112331477652755,1.0000000000000002
NG_D,A_POS,H_ANY,0.09523809523809523,0.09523809523809523,1.0393935428000856,0.0031714974789626782,0.02256412535626587,0.14055485993309197
NG_D,A_POS,CH_RAW,1.0,1.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG_D,A_POS,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_MED,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_MED,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_MED,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_MED,CH_RAW,0.42857142857142855,0.42857142857142855,1.0221567565026564,-0.01406528881846653,0.031865077310457374,-0.44140137120742623
NG_D,A_MED,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_90,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_90,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_90,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_90,CH_RAW,0.09523809523809523,0.09523809523809523,1.0272534725906597,-0.008968572730463368,0.007473286671257907,-1.2000841296448987
NG_D,A_90,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_95,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_95,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_95,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_95,CH_RAW,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_95,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_99,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_99,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_99,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_99,CH_RAW,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,A_99,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_NONE,H_RUNNERUP,0.047619047619047616,0.047619047619047616,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
ALL4,A_NONE,H_NARROWEST,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4,A_NONE,H_ANY,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4,A_NONE,CH_RAW,1.0,1.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
ALL4,A_NONE,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_POS,H_RUNNERUP,0.047619047619047616,0.047619047619047616,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
ALL4,A_POS,H_NARROWEST,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4,A_POS,H_ANY,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4,A_POS,CH_RAW,1.0,1.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
ALL4,A_POS,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_MED,H_RUNNERUP,0.19047619047619047,0.19047619047619047,1.0213080728603974,-0.014913972460725608,0.02134099936068971,-0.6988413339347764
ALL4,A_MED,H_NARROWEST,0.2619047619047619,0.2619047619047619,1.0316472079635368,-0.004574837357586341,0.0239321271193894,-0.1911588274107021
ALL4,A_MED,H_ANY,0.2619047619047619,0.2619047619047619,1.0316472079635368,-0.004574837357586341,0.0239321271193894,-0.1911588274107021
ALL4,A_MED,CH_RAW,0.8095238095238095,0.42857142857142855,1.0221567565026564,-0.01406528881846653,0.031865077310457374,-0.44140137120742623
ALL4,A_MED,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_90,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_90,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_90,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_90,CH_RAW,0.23809523809523808,0.09523809523809523,1.0272534725906597,-0.008968572730463368,0.007473286671257907,-1.2000841296448987
ALL4,A_90,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_95,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_95,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_95,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_95,CH_RAW,0.07142857142857142,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_95,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_99,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_99,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_99,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_99,CH_RAW,0.023809523809523808,0.0,1.036222045321123,0.0,0.0,0.0
ALL4,A_99,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_NONE,H_RUNNERUP,0.047619047619047616,0.047619047619047616,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
ALL4_D,A_NONE,H_NARROWEST,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4_D,A_NONE,H_ANY,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4_D,A_NONE,CH_RAW,1.0,1.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
ALL4_D,A_NONE,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_POS,H_RUNNERUP,0.047619047619047616,0.047619047619047616,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
ALL4_D,A_POS,H_NARROWEST,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4_D,A_POS,H_ANY,0.8809523809523809,0.8809523809523809,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
ALL4_D,A_POS,CH_RAW,1.0,1.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
ALL4_D,A_POS,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_MED,H_RUNNERUP,0.19047619047619047,0.19047619047619047,1.0213080728603974,-0.014913972460725608,0.02134099936068971,-0.6988413339347764
ALL4_D,A_MED,H_NARROWEST,0.2619047619047619,0.2619047619047619,1.0316472079635368,-0.004574837357586341,0.0239321271193894,-0.1911588274107021
ALL4_D,A_MED,H_ANY,0.2619047619047619,0.2619047619047619,1.0316472079635368,-0.004574837357586341,0.0239321271193894,-0.1911588274107021
ALL4_D,A_MED,CH_RAW,0.8095238095238095,0.42857142857142855,1.0221567565026564,-0.01406528881846653,0.031865077310457374,-0.44140137120742623
ALL4_D,A_MED,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_90,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_90,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_90,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_90,CH_RAW,0.23809523809523808,0.09523809523809523,1.0272534725906597,-0.008968572730463368,0.007473286671257907,-1.2000841296448987
ALL4_D,A_90,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_95,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_95,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_95,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_95,CH_RAW,0.07142857142857142,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_95,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_99,H_RUNNERUP,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_99,H_NARROWEST,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_99,H_ANY,0.0,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_99,CH_RAW,0.023809523809523808,0.0,1.036222045321123,0.0,0.0,0.0
ALL4_D,A_99,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
