k,book,stat,draw,q0,q50,q100,sd,outside,resid,resid_in_sd,pos_on_chord
40,CAND-10,CAGR,0,0.10376433380908257,0.11395454841489028,0.028280436115281526,0.032162133846385776,False,0.04793216345270823,1.4903290833140606,-0.13499852176611388
40,CAND-10,CAGR,1,0.12304737408794209,0.09922148939607545,-0.01883811464082752,0.032162133846385776,False,0.04711685967251816,1.464979279595061,0.16792333666632075
40,CAND-10,CAGR,2,0.09927967012152816,0.10761779404288196,0.03228235671715196,0.032162133846385776,False,0.0418367806235419,1.3008086100059346,-0.12445460120210079
40,CAND-10,CAGR,3,0.09564741834652324,0.13143266609164694,0.057304482137116475,0.032162133846385776,True,0.05495671584982709,1.708739728287738,-0.9332944026426548
40,CAND-10,CAGR,4,0.11812900269730209,0.08901383035120336,0.06720380431189543,0.032162133846385776,False,-0.0036525731533954,-0.11356750055332097,0.571724279319491
40,CAND-10,CAGR,5,0.12494353213722253,0.09990389789652321,0.06226515530684362,0.032162133846385776,False,0.0062995541744901296,0.1958686635836522,0.3994939803317168
40,CAND-10,Sharpe,0,0.7823604106167658,0.8304087717906814,0.26310981587535326,0.21168700809457705,False,0.3076736585446219,1.4534366625237585,-0.09253405130492684
40,CAND-10,Sharpe,1,0.8673998926144315,0.7144977037794628,-0.046735875884285086,0.21168700809457705,False,0.30416569541438954,1.4368652009030949,0.16726420090319813
40,CAND-10,Sharpe,2,0.7835705541337948,0.855543518702773,0.2964486423827322,0.21168700809457705,False,0.31553392044450945,1.4905681897281855,-0.14775144133889634
40,CAND-10,Sharpe,3,0.7861158852152171,0.9600838500621208,0.45357295355907307,0.21168700809457705,False,0.34023943067497575,1.6072759199419755,-0.5231443771199743
40,CAND-10,Sharpe,4,0.9117862902493308,0.7167382954934759,0.5108036972372034,0.21168700809457705,False,0.0054433017502087955,0.025713915082482764,0.48642509214846597
40,CAND-10,Sharpe,5,0.9083998063885804,0.7593891887818316,0.49902414570186804,0.21168700809457705,False,0.05567721273660742,0.2630166737097634,0.36399481433944825
40,CAND-10,MaxDD,0,-0.2282660448709285,-0.22472643129142478,-0.2990889311195253,0.08019521178326457,False,0.03895105670380211,0.485703021884538,-0.049978386465065174
40,CAND-10,MaxDD,1,-0.21072827137114547,-0.2652722856909181,-0.4603328427435358,0.08019521178326457,False,0.07025827136642254,0.8760906019713798,0.21852169621684236
