panel,conv,f,dd_bought,cagr_paid,rate,dSharpe,pass4b
U56,R,0.05,0.006468122644467278,0.01430641942098676,2.2118349028561215,-0.09926669177978464,False
U56,R,0.1,0.015578318739226438,0.02185368028161916,1.4028266238121876,-0.1303687739502135,False
U56,R,0.2,0.024752682469063925,0.03389139187134882,1.3692007689957044,-0.1647325460490512,False
U56,R,0.3,0.03493924938185622,0.04298279382352699,1.2302151472620857,-0.13787815245731028,False
U56,D,0.05,0.009638389712644746,0.017203309402105793,1.784873813468708,-0.09746138194665899,False
U56,D,0.1,0.021770296269971734,0.026469058334763984,1.2158336297551156,-0.11819790581092926,False
U56,D,0.2,0.037338492753924424,0.039730108605577685,1.064052286936566,-0.12492123946965794,False
U56,D,0.3,0.05080228840728718,0.048151778872447926,0.947826965714815,-0.08547490664241453,False
B136,R,0.05,-0.0034940221270726157,0.009358108304271306,-2.6783197026035372,-0.05908810011478782,True
B136,R,0.1,-0.001197587681101231,0.012064674659555852,-10.074147262822452,-0.06982707302065627,True
B136,R,0.2,-0.00013757458212182438,0.02004949196150374,-145.73543784235966,-0.11986307770632154,False
B136,R,0.3,0.007013023120262529,0.023495478672494796,3.3502639688453293,-0.128327256895849,False
B136,D,0.05,0.0010215802643125382,0.01333739481250662,13.055650425551125,-0.053498309935737565,False
B136,D,0.1,0.007685574322778277,0.020284969603206582,2.639356377452052,-0.05723933720084107,False
B136,D,0.2,0.018053148814056175,0.035715692343966765,1.9783635925140406,-0.09429338550093114,False
B136,D,0.3,0.03161798743583544,0.045565333709800315,1.4411206216799595,-0.07947968948695294,False
