point,book,fund,gate,cap,CAGR,Vol,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_MaxDD,CRY_CAGR,CRY_Sharpe,CRY_MaxDD,turn,gross,cw_mean,cw_max,p4a,f4b,p4b,universe
v1,v1,-,-,0.0,0.06478305297139264,0.10201929170574105,0.6664694744160107,-0.13827804821227863,0.640904565322889,0.6920626625762496,0.07777518253801574,0.7510632499063633,-0.13827804821227818,0.5534265921534492,-0.13101807065198645,0.056281425558542875,0.559662548126024,-0.13827804821227863,23.59063621957033,0.7495206975788611,0.0,0.0,False,"H1,H2,OOS,CAGR",False,universe.json
CAND20,CAND20,-,-,0.0,0.1267328078382215,0.11528163443139272,1.0930789903925344,-0.18308321629461421,1.0882783023843388,1.103317986822134,0.14386392023085026,1.1696570016117327,-0.18308321629461421,0.9928957406191273,-0.11653191428501586,0.1294622141760695,1.0438428670812068,-0.18308321629461377,9.632867058472204,0.7168040100062943,0.0,0.0,False,-,True,universe.json
EWall,EWall,-,-,0.0,0.10419225399116949,0.09907450407375558,1.0502449533938496,-0.1587469210684226,1.0684700041784772,1.0368079185677912,0.11355844421518158,1.1140654405512067,-0.15874692106842248,0.9696248694958354,-0.11203541488811974,0.10624384402333464,1.0184102602513703,-0.15874692106842248,8.210608911022444,0.7502083884909142,0.0,0.0,False,CAGR,False,universe.json
v1/matched/same/c5,v1,matched,same,0.05,0.07541950869562242,0.10318658773656393,0.7564417070305551,-0.1365092343614962,0.7512105746519375,0.7658724497696118,0.09091589570484326,0.849880054560323,-0.13650923436149642,0.630370170261575,-0.12010175898509245,0.0671963733777754,0.6443209034743685,-0.1365092343614963,23.495431189774948,0.7495581375356285,0.01644815073975444,0.11745153331981983,True,"H1,H2,OOS,CAGR",False,universe.json
v1/matched/same/c10,v1,matched,same,0.1,0.0857701962831332,0.10755238518887349,0.819092284824859,-0.15044493435598183,0.8485428385265975,0.8034115861176552,0.10359070214450905,0.9053493498069113,-0.15044493435598127,0.7013054125048247,-0.12076531271371194,0.07753897401653687,0.6931093050874864,-0.15044493435598139,23.428430977646638,0.7495939957147465,0.03286954784644314,0.23041842864988613,False,"H1,H2,CAGR",False,universe.json
v1/matched/same/c15,v1,matched,same,0.15,0.09586302418084514,0.11474307230981756,0.8553656945461656,-0.19157202210246416,0.930589266180107,0.8110766817213525,0.11583950673098586,0.9243335598432089,-0.19157202210246538,0.7650055745491068,-0.13364614652694906,0.08735457103998545,0.7115156210895727,-0.1915720221024647,23.358020974742377,0.7496282963336164,0.04926572126335793,0.3391527287331245,False,"H1,H2,CAGR",False,universe.json
v1/matched/trend/c5,v1,matched,trend,0.05,0.08929285127330977,0.10697781393907531,0.853221407736019,-0.15565298099748515,0.8592836166889927,0.8591123534452959,0.1149491778784546,0.9944609805822822,-0.15565298099748526,0.6538053545972958,-0.09951111361744813,0.08435800923362469,0.7461541778961606,-0.1556529809974848,22.79841087716008,0.7495861399277957,0.03355793791886881,0.14145987814658953,False,"H1,CAGR",False,universe.json
v1/matched/trend/c10,v1,matched,trend,0.1,0.11298681368815355,0.12245968922933738,0.9356451335690592,-0.17631298426242958,1.0430672727412835,0.8930139662382837,0.1509454672807229,1.0682634018229975,-0.1763129842624297,0.7444997757069098,-0.09943780229478927,0.11079932313958785,0.8045241457978203,-0.17631298426242936,22.022282362742935,0.7496456096359364,0.06705858541737228,0.27062713490749774,False,-,True,universe.json
v1/matched/trend/c15,v1,matched,trend,0.15,0.135836496729965,0.14512155770978205,0.9505210508255952,-0.22933690723508615,1.1822923670864154,0.8698949114014979,0.18565553277294677,1.061419374065315,-0.22933690723508593,0.8224614120592344,-0.09943780229478927,0.13553195952776043,0.8023826075114598,-0.2293369072350856,21.231842778026945,0.7496991825538414,0.10050843628888867,0.38903736179538195,False,DD,False,universe.json
v1/add/same/c5,v1,add,same,0.05,0.07741996839837895,0.10570325462587127,0.7585140058433419,-0.14309958852678184,0.7524524320160406,0.7704240008315476,0.0947056152452106,0.8545719816751477,-0.14309958852678173,0.6268406965659495,-0.12327986557603199,0.07103238677902413,0.6540052720710455,-0.14309958852678173,23.904995890893993,0.7658328239055957,0.016445876051988686,0.11748216455975091,False,"H1,H2,OOS,CAGR",False,universe.json
