panel,cost,nominal_gross,realised_gross,turnover,CAGR,Sharpe,MaxDD,H1,H2
U56,10,0.2,0.20021180064330177,0.24951768911387603,0.03504085064606621,1.1221378760318332,-0.06398026237677645,1.1860273059328057,1.0716097616086842
U56,25,0.2,0.20021180064330177,0.24951768911387603,0.03465353313339703,1.1100588477995903,-0.06407659761692264,1.1737758741098114,1.0596188654061252
U56,10,0.25,0.2502465305818309,0.30729388558817294,0.0438486639583513,1.1223562094075732,-0.07952043055631985,1.186436328518151,1.0716920606454172
U56,25,0.25,0.2502465305818309,0.30729388558817294,0.0433676240599723,1.1104576823632408,-0.0796354183530884,1.174365912864173,1.0598818802975498
U56,10,0.3,0.30027423943214576,0.36355236164879956,0.0526735718330944,1.1225652655100105,-0.09488113136133347,1.1868381277282531,1.0717640419991499
U56,25,0.3,0.30027423943214576,0.36355236164879956,0.05209967693922768,1.1108368054948408,-0.09501281694158237,1.1749386699569353,1.0601237595722692
U56,10,0.35,0.35029506078957023,0.41843882867879933,0.06151458696079648,1.1227654091904724,-0.11006369314195386,1.1872337069237673,1.0718255450907281
U56,25,0.35,0.35029506078957023,0.41843882867879933,0.06084852882012459,1.1111971032934085,-0.11021036119661443,1.1754966342503654,1.0603440454397886
U56,10,0.4,0.40030912833332233,0.4720848706966237,0.07037071948525897,1.1229570167105254,-0.1250692541302324,1.187623116434159,1.0718772302860362
U56,25,0.4,0.40030912833332233,0.4720848706966237,0.06961302967762828,1.1115394943164003,-0.12522914756444914,1.1760399174287062,1.0605443345565015
U56,10,0.45,0.45031657584538193,0.5246905376972071,0.0792408880003106,1.123139219077226,-0.1398992838578479,1.1880057667750508,1.0719180310442322
U56,25,0.45,0.45031657584538193,0.5246905376972071,0.07839182007210255,1.111861786582582,-0.1400711044996924,1.1765670273683724,1.0607219130935044
U56,10,0.5,0.5003175372296268,0.5764036176090475,0.08812404911127025,1.1233123391141349,-0.1545548500798236,1.1883812701673309,1.071948896748708
U56,25,0.5,0.5003175372296268,0.5764036176090475,0.08718365487150237,1.1121647653878208,-0.1547371600134495,1.1770769766388196,1.0608791019091006
U56,10,0.55,0.5503121465312613,0.6274033741558686,0.09701910633667299,1.1234760917921307,-0.16903723247417157,1.1887491270270676,1.071969743174614
U56,25,0.55,0.5503121465312613,0.6274033741558686,0.09598717566537851,1.1124477010810623,-0.16922877571352468,1.1775685015365889,1.06101564267604
U56,10,0.6,0.6003005379565632,0.6778993923434782,0.10592491191721698,1.1236301225401744,-0.1833475145246376,1.1891084672135028,1.0719806717104008
U56,25,0.6,0.6003005379565632,0.6778993923434782,0.10480091533272051,1.1127096877422662,-0.18354692666083594,1.1780394080127254,1.0611317388061055
U56,10,0.65,0.6502828458929774,0.7280825846229345,0.11484031775700387,1.1237742397609143,-0.19748693681398577,1.1894594971350285,1.0719811752643111
U56,25,0.65,0.6502828458929774,0.7280825846229345,0.11362342529544445,1.112950232755737,-0.19769298445463934,1.1784901963484449,1.0612260794802704
U56,10,0.7,0.7002592049295788,0.7782062297945905,0.12376408500825598,1.1239076521111355,-0.21145706993623237,1.1898017177528057,1.0719702295331461
U56,25,0.7,0.7002592049295788,0.7782062297945905,0.1224530497218792,1.1131673465333765,-0.21166914940201254,1.1789196051201545,1.0612960625501398
U56,10,0.75,0.7502297498779416,0.8284430410038339,0.13269504597354542,1.1240306130524902,-0.2252589051154078,1.1901347982102557,1.0719486149777597
U56,25,0.75,0.7502297498779416,0.8284430410038339,0.13128832988402972,1.1133616504048525,-0.22547617750089255,1.1793267907105227,1.0613435967186282
U56,10,0.8,0.800194615793436,0.8790825365544048,0.14163188060635146,1.1241423613096533,-0.23889356690229413,1.1904583609835313,1.0719152619568129
U56,25,0.8,0.800194615793436,0.8790825365544048,0.14012744603585126,1.1135312302909042,-0.23911516184875603,1.1797107921484675,1.0613659671920859
U56,10,0.85,0.8501539379969938,0.930387143864625,0.1505732769413386,1.1242425197672097,-0.25236281099109215,1.1907722614670155,1.071869597955834
U56,25,0.85,0.8501539379969938,0.930387143864625,0.14896861807511486,1.1136751344147804,-0.2525887768911348,1.1800712337928214,1.0613617018749397
U56,10,0.9,0.9001078520973668,0.9826063254097498,0.15951791735208953,1.1243309559594767,-0.2656677094153982,1.1910759627814482,1.071811871957069
U56,25,0.9,0.9001078520973668,0.9826063254097498,0.15781007123394009,1.1137930235220364,-0.26589799208120923,1.1804067550529957,1.0613313857953033
U56,10,0.95,0.9500564940139214,1.0360148163020082,0.16846443053164206,1.124407265592078,-0.27880965977160455,1.191369097617921,1.0717416578071335
