panel,gross,CAGR,MaxDD,cagr_floor,dd_bar,H1,H2,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR,m_DD,m_CAGR
U56,0.7,0.09523758301389185,-0.16434030244065811,0.1066157820904447,-0.2023035403451117,1.1210786197416764,1.1249119519627044,False,False,True,True,True,True,False,0.03796323790445358,-0.011378199076552853
U56,0.75,0.10107834295669194,-0.1765059168457095,0.1066157820904447,-0.2023035403451117,1.113412866369443,1.1116202868210208,False,False,True,True,True,True,False,0.025797623499402206,-0.005537439133752764
U56,0.8,0.10691279178778057,-0.18857743932941695,0.1066157820904447,-0.2023035403451117,1.1066940104653642,1.0998187391476517,False,True,True,True,True,True,True,0.013726101015694742,0.00029700969733587046
U56,0.85,0.11274025360542872,-0.2005551758132198,0.1066157820904447,-0.2023035403451117,1.1007624953129254,1.0892706164688326,False,True,True,True,True,True,True,0.0017483645318918939,0.00612447151498402
U56,0.9,0.11856001860195264,-0.21243958678835517,0.1066157820904447,-0.2023035403451117,1.0954909544152867,1.0797858363974744,False,False,True,True,True,False,True,-0.01013604644324348,0.011944236511507944
U56,0.95,0.12437144928515464,-0.22423073262908977,0.1066157820904447,-0.2023035403451117,1.0907785163085428,1.0712098333276898,False,False,True,True,True,False,True,-0.021927192283978075,0.017755667194709945
U56,1.0,0.13017378501323673,-0.23592910943802092,0.1066157820904447,-0.2023035403451117,1.0865430928807664,1.0634148245738462,False,False,True,True,True,False,True,-0.03362556909290923,0.023558002922792032
B136,0.7,0.09129592430362865,-0.17888920857406676,0.10586020506004694,-0.20229571984435812,1.1785092657478788,0.919512898185771,False,False,True,True,True,True,False,0.023406511270291364,-0.014564280756418288
B136,0.75,0.09680211569388009,-0.19198636692516502,0.10586020506004694,-0.20229571984435812,1.170354623274872,0.9066964493397577,False,False,True,True,True,True,False,0.010309352919193104,-0.009058089366166852
B136,0.8,0.10229397822861541,-0.20497546992015037,0.10586020506004694,-0.20229571984435812,1.1631979910311574,0.8953599127088511,False,False,True,True,True,False,False,-0.002679750075792242,-0.0035662268314315265
B136,0.85,0.10777076062715918,-0.2178568202061375,0.10586020506004694,-0.20229571984435812,1.1568694342940564,0.885261224900532,False,False,True,True,True,False,True,-0.015561100361779379,0.0019105555671122404
B136,0.9,0.11323163878154796,-0.23063069588759122,0.10586020506004694,-0.20229571984435812,1.1512339721440004,0.8762070813521032,False,False,True,True,True,False,True,-0.028334976043233095,0.007371433721501022
B136,0.95,0.11867573084192662,-0.24329768866392387,0.10586020506004694,-0.20229571984435812,1.1461839265918874,0.8680407864789951,False,False,True,True,True,False,True,-0.04100196881956575,0.01281552578187968
B136,1.0,0.1241023193890125,-0.2558580448743555,0.10586020506004694,-0.20229571984435812,1.1416336240510854,0.8606356877413545,False,False,True,True,True,False,True,-0.05356232502999736,0.018242114328965567
