panel,q,constr,gross,cadence,n_pass,n,n_pass4a,mean_CAGR,mean_Sharpe,mean_MaxDD,mean_turn,rate,se,seed887
U56,0.05,DEGROSS,0.75,W,0,20,0,0.0025699388175452727,0.24597384705964073,-0.033296831335535695,3.8400025725519575,0.0,0.0,False
SMALL,1.0,RESPREAD,1.0,W,0,20,0,0.0833680033128396,0.5453390204486572,-0.4695256235149155,12.979407109363029,0.0,0.0,False
SMALL,1.0,RESPREAD,1.0,M,0,20,0,0.11287365751865881,0.6851465803818046,-0.4901263345742034,5.701558506459423,0.0,0.0,False
SMALL,1.0,RESPREAD,0.95,W,0,20,0,0.0797970649549388,0.5452669878850175,-0.45112797584178665,12.358423922075444,0.0,0.0,False
SMALL,1.0,RESPREAD,0.75,W,0,20,0,0.0648315075209158,0.5449727796808411,-0.3726198954145004,9.846563892419605,0.0,0.0,False
U56,0.05,DEGROSS,0.75,M,0,20,0,0.00615929521736868,0.6062471814380335,-0.029833897701304436,0.8914782157129217,0.0,0.0,False
U56,0.15,DEGROSS,0.75,M,0,20,0,0.017100583456014385,0.8565205432539009,-0.04728969291474871,2.38623097860481,0.0,0.0,False
U56,0.1,RESPREAD,1.0,W,0,20,0,0.05030261942287443,0.34772203291416576,-0.44914863603994437,95.17887374927967,0.0,0.0,False
U56,0.1,RESPREAD,1.0,M,0,20,0,0.14386220490899396,0.7870147794679558,-0.38053651657765475,22.030997276326577,0.0,0.0,False
U56,0.1,RESPREAD,0.95,W,0,20,0,0.048610159228926496,0.3474661151352322,-0.4311599050774687,90.42601527853284,0.0,0.0,False
U56,0.1,RESPREAD,0.95,M,0,20,0,0.13700374383121533,0.7864164472754016,-0.36396119379029734,20.935952465818694,0.0,0.0,False
U56,0.1,RESPREAD,0.75,W,0,20,0,0.04093912048099397,0.34644920829379405,-0.35480732475198573,71.41024016186758,0.0,0.0,False
U56,0.1,RESPREAD,0.75,M,0,20,0,0.1091589113557759,0.7838608911472488,-0.2952226603205029,16.55029148349317,0.0,0.0,False
U56,0.1,DEGROSS,1.0,W,0,20,0,0.006258386579486655,0.3244451780867454,-0.055242785994680056,9.578236076803268,0.0,0.0,False
U56,0.1,DEGROSS,1.0,M,0,20,0,0.015685831788127335,0.7888870957296112,-0.048032958630675006,2.2614005514921307,0.0,0.0,False
U56,0.1,DEGROSS,0.95,W,0,20,0,0.005953229837324475,0.3244218658712151,-0.052539220306391334,9.099428879247421,0.0,0.0,False
U56,0.1,DEGROSS,0.95,M,0,20,0,0.01490393613386359,0.7888163290777601,-0.0456654341566932,2.148438456314158,0.0,0.0,False
SMALL,1.0,RESPREAD,0.95,M,0,20,0,0.107706117227956,0.6856427215239345,-0.4695163310707994,5.428155032030707,0.0,0.0,False
U56,0.1,DEGROSS,0.75,M,0,20,0,0.01177378557652329,0.7885310056079426,-0.03615961914758599,1.696478086838114,0.0,0.0,False
U56,0.05,RESPREAD,1.0,W,0,20,0,0.0405667117872379,0.285573391327912,-0.5147820662676087,99.69087472658198,0.0,0.0,False
U56,0.05,RESPREAD,1.0,M,0,20,0,0.14173782685413666,0.6846558784523673,-0.4283989833096261,22.98353419862469,0.0,0.0,False
U56,0.05,RESPREAD,0.95,W,0,20,0,0.039714512722459225,0.28522776333670113,-0.4950184812440823,94.7120907293279,0.0,0.0,False
U56,0.05,RESPREAD,0.95,M,0,20,0,0.13530596433332212,0.6837691357455518,-0.4105278441359255,21.840692350782245,0.0,0.0,False
U56,0.05,RESPREAD,0.75,W,0,20,0,0.03503216537524919,0.28384991862162084,-0.41020627231929535,74.7933156219131,0.0,0.0,False
U56,0.05,RESPREAD,0.75,M,0,20,0,0.10881096351181851,0.6800059377693393,-0.3355638000494343,17.26434976193843,0.0,0.0,False
U56,0.05,DEGROSS,1.0,W,0,20,0,0.003405154862760705,0.24610400337697183,-0.04419459894425989,5.119815525796386,0.0,0.0,False
U56,0.05,DEGROSS,1.0,M,0,20,0,0.0081983771670564,0.6064475076016461,-0.03965386172999065,1.1884461187061774,0.0,0.0,False
U56,0.05,DEGROSS,0.95,W,0,20,0,0.003238970615616975,0.24607798513448603,-0.04202302711479185,4.863860289765096,0.0,0.0,False
U56,0.05,DEGROSS,0.95,M,0,20,0,0.007791122024761241,0.6064077835419467,-0.0376948258152426,1.1290600062228013,0.0,0.0,False
U56,0.1,DEGROSS,0.75,W,0,20,0,0.004724394627091555,0.32432867185993575,-0.041664391639219076,7.184091639935825,0.0,0.0,False
SMALL,0.7,DEGROSS,0.75,W,0,20,0,0.033156082496774854,0.39935364164268733,-0.2952495784722958,21.359214515472054,0.0,0.0,False
SMALL,0.7,DEGROSS,0.75,M,0,20,0,0.05772763426664294,0.6474109816589861,-0.2823535274526584,5.941862986224091,0.0,0.0,False
SMALL,0.5,RESPREAD,1.0,W,0,20,0,0.03726324777169554,0.29482163111038595,-0.5110946428365766,58.80590405418136,0.0,0.0,False
SMALL,0.5,RESPREAD,1.0,M,0,20,0,0.10006990124427557,0.6154799198291174,-0.4972020784130783,14.877090844270587,0.0,0.0,False
SMALL,0.5,RESPREAD,0.95,W,0,20,0,0.03613271269382023,0.2947186646609693,-0.4920184014778071,55.88156223950146,0.0,0.0,False
SMALL,0.5,RESPREAD,0.95,M,0,20,0,0.09561089518836394,0.6157919125252939,-0.47655230935820175,14.14137059158215,0.0,0.0,False
SMALL,0.5,RESPREAD,0.75,W,0,20,0,0.03080935627189551,0.2943256498369805,-0.40963224242271074,44.168844608532794,0.0,0.0,False
SMALL,0.5,RESPREAD,0.75,M,0,20,0,0.07714547013193203,0.6169988778148628,-0.38964870895567383,11.191149647501856,0.0,0.0,False
SMALL,0.5,DEGROSS,1.0,W,0,20,0,0.02230756293849889,0.29265665908042726,-0.29301497924093517,29.492228472279418,0.0,0.0,False
SMALL,0.9,RESPREAD,0.95,M,0,20,0,0.10450936301805254,0.6679038810158962,-0.4724353586634312,7.167685672120989,0.0,0.0,False
SMALL,0.5,DEGROSS,0.95,W,0,20,0,0.021366110281764324,0.2926103757199227,-0.2802349342567969,28.02202049575745,0.0,0.0,False
SMALL,0.5,DEGROSS,0.95,M,0,20,0,0.050136984442651,0.6173161102936591,-0.2596479091787367,7.110540756947221,0.0,0.0,False
SMALL,0.5,DEGROSS,0.75,W,0,20,0,0.017413143238407335,0.2924271827743611,-0.22724735021935025,22.13671553990276,0.0,0.0,False
SMALL,0.5,DEGROSS,0.75,M,0,20,0,0.03995310969169352,0.6178505840745429,-0.20845347750165516,5.6213079589083375,0.0,0.0,False
SMALL,0.4,RESPREAD,1.0,W,0,20,0,0.029969347678960367,0.25448779878262334,-0.516532840299935,67.96373970376087,0.0,0.0,False
SMALL,0.4,RESPREAD,1.0,M,0,20,0,0.09845863465514808,0.6043589180511889,-0.4978690838668783,16.700248940587656,0.0,0.0,False
SMALL,0.4,RESPREAD,0.95,W,0,20,0,0.029224999828350702,0.2543734936634261,-0.49737566619670465,64.57914126365579,0.0,0.0,False
SMALL,0.4,RESPREAD,0.95,M,0,20,0,0.0940952540584307,0.6046320106601843,-0.4771614443845964,15.872707396545085,0.0,0.0,False
SMALL,0.4,RESPREAD,0.75,W,0,20,0,0.02542756977508718,0.2539386274459641,-0.4145103563728328,51.02786578200315,0.0,0.0,False
SMALL,0.4,RESPREAD,0.75,M,0,20,0,0.0759973131568625,0.6056939406873967,-0.390043496320255,12.555908664704933,0.0,0.0,False
SMALL,0.5,DEGROSS,1.0,M,0,20,0,0.052649857837219594,0.6171788330513497,-0.2721615502368932,7.482253064262205,0.0,0.0,False
SMALL,1.0,RESPREAD,0.75,M,0,20,0,0.0864735379147001,0.687519111177684,-0.3830560271272107,4.323568113856182,0.0,0.0,False
SMALL,0.9,RESPREAD,1.0,W,0,20,0,0.07378307901554938,0.4939982056908837,-0.48204912989713505,22.140924773762436,0.0,0.0,False
SMALL,0.9,RESPREAD,1.0,M,0,20,0,0.10948860384619641,0.6674258692583973,-0.49312596821837457,7.5333865894154375,0.0,0.0,False
SMALL,0.9,RESPREAD,0.95,W,0,20,0,0.07072493590504932,0.49392241025930606,-0.46341597813242297,21.059426674407796,0.0,0.0,False
SMALL,0.9,RESPREAD,0.75,W,0,20,0,0.05777951225721362,0.49361825855886315,-0.38364195366679876,16.708052831792536,0.0,0.0,False
SMALL,0.9,RESPREAD,0.75,M,0,20,0,0.08401019096753005,0.6697169522399176,-0.3855885973395334,5.694628346427699,0.0,0.0,False
SMALL,0.9,DEGROSS,1.0,W,0,20,0,0.06749374632278209,0.49326024917214395,-0.4440675596511821,19.970395359220372,0.0,0.0,False
SMALL,0.9,DEGROSS,1.0,M,0,20,0,0.09944527489652719,0.668219002273563,-0.4513133255764391,6.8011541161692435,0.0,0.0,False
SMALL,0.9,DEGROSS,0.95,W,0,20,0,0.06462042422254247,0.49319046841538505,-0.4263909966476276,18.9928652691971,0.0,0.0,False
SMALL,0.9,DEGROSS,0.95,M,0,20,0,0.09486212723579113,0.6686343534587167,-0.4319730195180493,6.470220790629649,0.0,0.0,False
SMALL,0.7,DEGROSS,0.95,M,0,20,0,0.0722146274397277,0.6464009791266365,-0.34939020600523657,7.505234669677407,0.0,0.0,False
SMALL,0.9,DEGROSS,0.75,M,0,20,0,0.07607641420032182,0.6702151341644595,-0.35127700151668495,5.137841033670536,0.0,0.0,False
SMALL,0.7,RESPREAD,1.0,W,0,20,0,0.0565012950946636,0.40007903463151784,-0.49832063324250575,40.46790045539215,0.0,0.0,False
SMALL,0.7,RESPREAD,1.0,M,0,20,0,0.10521165040068992,0.6446130359659613,-0.49522350556418165,11.214669502205336,0.0,0.0,False
SMALL,0.7,RESPREAD,0.95,W,0,20,0,0.05436286196243053,0.3999995486850442,-0.4794196814858956,38.46531502609083,0.0,0.0,False
SMALL,0.7,RESPREAD,0.95,M,0,20,0,0.10046709599352399,0.6450193773886794,-0.4745629066692425,10.663530219583386,0.0,0.0,False
SMALL,0.7,RESPREAD,0.75,W,0,20,0,0.04504575722865144,0.39968905464470683,-0.3981098895498075,30.434550248463843,0.0,0.0,False
SMALL,0.7,RESPREAD,0.75,M,0,20,0,0.08088760774991373,0.646577234066617,-0.3877178600184922,8.45013822397917,0.0,0.0,False
SMALL,0.7,DEGROSS,1.0,W,0,20,0,0.04253239939814844,0.3996052648870727,-0.37661899617626365,28.422014429224838,0.0,0.0,False
SMALL,0.7,DEGROSS,1.0,M,0,20,0,0.07577042436795138,0.6461395189576635,-0.3656170092602516,7.8948233973327415,0.0,0.0,False
SMALL,0.7,DEGROSS,0.95,W,0,20,0,0.04072776763331118,0.39955474669001445,-0.360970311390139,27.01161622876807,0.0,0.0,False
SMALL,0.9,DEGROSS,0.75,W,0,20,0,0.05256393721857786,0.4929093423359546,-0.35129286495811823,15.061707645371825,0.0,0.0,False
B136,0.15,RESPREAD,0.95,W,0,20,0,0.06158928174502097,0.46056035711687715,-0.31137698633175803,85.96557275381899,0.0,0.0,False
B136,0.15,RESPREAD,0.95,M,0,20,0,0.13737391552918932,0.8898304947609066,-0.2947367429419832,20.10855516923793,0.0,0.0,False
B136,0.15,RESPREAD,0.75,W,0,20,0,0.05028560270844853,0.45983867402503575,-0.25175463163401923,67.89506723720929,0.0,0.0,False
B136,0.05,RESPREAD,0.95,M,0,20,0,0.1324048264938368,0.7656970204706995,-0.3503054770644826,21.897764839663726,0.0,0.0,False
B136,0.15,DEGROSS,1.0,M,0,20,0,0.021846729549631703,0.8869412726158572,-0.050019618549518266,3.1929763242721707,0.0,0.0,False
B136,0.15,DEGROSS,0.95,W,0,20,0,0.01036447236296909,0.45189933064983645,-0.05240383710837454,12.914807009806092,0.0,0.0,False
B136,0.15,DEGROSS,0.95,M,0,20,0,0.02075457363959082,0.886869333265687,-0.04755518605707816,3.0335331129666887,0.0,0.0,False
B136,0.15,DEGROSS,0.75,W,0,20,0,0.008216271422161355,0.45178959503443955,-0.041517618483430094,10.19669203396365,0.0,0.0,False
U56,0.2,DEGROSS,0.75,W,0,20,0,0.011734509428011155,0.47580507372417313,-0.06280355982406462,12.831339721042713,0.0,0.0,False
B136,0.1,RESPREAD,1.0,W,0,20,0,0.057831205034807556,0.40721719658988065,-0.3648089922838972,95.15794433615221,0.0,0.0,False
B136,0.1,RESPREAD,1.0,M,0,20,0,0.14592303407728296,0.8653565004916567,-0.3168856900503374,22.068403612587804,0.0,0.0,False
B136,0.05,RESPREAD,0.95,W,0,20,0,0.042214652062393845,0.31256745586008844,-0.4292267576389189,94.76108013888367,0.0,0.0,False
U56,1.0,RESPREAD,1.0,M,0,20,0,0.1681754664930979,1.1554835148135756,-0.23758102385808272,4.300670935003341,0.0,0.0,False
U56,1.0,RESPREAD,0.95,W,0,20,0,0.1457494956205924,1.087069050395494,-0.2320391021597646,9.561751545698693,0.0,0.0,False
U56,1.0,RESPREAD,0.95,M,0,20,0,0.1595688783174862,1.1551751728576345,-0.22672987279388304,4.09448391543444,0.0,0.0,False
U56,0.9,RESPREAD,1.0,W,0,20,0,0.14175541895110894,1.0085733362879765,-0.24509242253250002,19.66931885122843,0.0,0.0,False
U56,0.9,RESPREAD,1.0,M,0,20,0,0.16607017411121724,1.1378435589069669,-0.23863417443645626,6.286210001468068,0.0,0.0,False
B136,0.15,DEGROSS,0.75,M,0,20,0,0.016385657500156824,0.886580260436672,-0.0376592393858625,2.395546816014961,0.0,0.0,False
B136,0.3,DEGROSS,1.0,M,0,20,0,0.04485341120422451,0.9607114608567677,-0.09256302409879726,5.495510768699241,0.0,0.0,False
B136,0.3,DEGROSS,0.95,W,0,20,0,0.02422010006912709,0.5709800133111347,-0.09139882955848591,21.787059307198806,0.0,0.0,False
B136,0.3,DEGROSS,0.95,M,0,20,0,0.0426052066513842,0.9606033180289512,-0.0880611843395901,5.221568471164352,0.0,0.0,False
B136,0.3,DEGROSS,0.75,W,0,20,0,0.019220924084561525,0.5707600004459132,-0.07264332703441588,17.204042633293927,0.0,0.0,False
B136,0.3,DEGROSS,0.75,M,0,20,0,0.03361747828936092,0.9601679491796535,-0.06992246456042085,4.124946527566513,0.0,0.0,False
B136,0.2,RESPREAD,1.0,W,0,20,0,0.06879120410568824,0.4965919139212255,-0.31991455105494376,85.67911371274978,0.0,0.0,False
B136,0.2,RESPREAD,1.0,M,0,20,0,0.14576925845590033,0.9188270380967672,-0.29958890863731485,20.173193260755173,0.0,0.0,False
B136,0.2,RESPREAD,0.95,W,0,20,0,0.06583525371445517,0.4963881679758771,-0.30580734893322997,81.40443349422793,0.0,0.0,False
B136,0.15,RESPREAD,1.0,M,0,20,0,0.1445222955891529,0.8902098637118236,-0.3086924674064694,21.159362262369037,0.0,0.0,False
B136,0.2,RESPREAD,0.75,W,0,20,0,0.05347084302501396,0.49557552712052005,-0.24755013608311738,64.29714762880681,0.0,0.0,False
B136,0.2,RESPREAD,0.75,M,0,20,0,0.10944084276935317,0.9167143198293874,-0.23050727241633334,15.159937070444325,0.0,0.0,False
B136,0.2,DEGROSS,1.0,W,0,20,0,0.015020098115240604,0.4858638987034035,-0.07227000403203823,17.164586821163912,0.0,0.0,False
B136,0.2,DEGROSS,1.0,M,0,20,0,0.029453683954392962,0.9292352262418728,-0.06283915233262591,4.04818438558833,0.0,0.0,False
B136,0.2,DEGROSS,0.95,W,0,20,0,0.014286130908660672,0.48582916494388195,-0.06874580429820287,16.3068230917622,0.0,0.0,False
B136,0.2,DEGROSS,0.95,M,0,20,0,0.027979661299227125,0.9291480760726737,-0.059757423325672986,3.8461410474747195,0.0,0.0,False
B136,0.2,DEGROSS,0.75,W,0,20,0,0.01133206536806264,0.4856901927160659,-0.05455551975709888,12.875286256230126,0.0,0.0,False
B136,0.2,DEGROSS,0.75,M,0,20,0,0.022084761187164046,0.928797964383761,-0.04736765968602089,3.0375901950810054,0.0,0.0,False
B136,0.15,RESPREAD,1.0,W,0,20,0,0.06426612228984965,0.46074173754853887,-0.325790010866183,90.4813269565557,0.0,0.0,False
B136,0.2,RESPREAD,0.95,M,0,20,0,0.13851769221755236,0.9184131621101846,-0.28606605801849616,19.17193307748893,0.0,0.0,False
U56,0.2,RESPREAD,0.95,M,0,20,0,0.14724884287790846,0.9353730794709916,-0.3174069362510353,19.190594267355607,0.0,0.0,False
U56,0.2,RESPREAD,0.75,W,0,20,0,0.051841317271687545,0.4652793223346186,-0.2850292744200948,64.22692248725357,0.0,0.0,False
U56,0.2,DEGROSS,1.0,W,0,20,0,0.015542840402691901,0.4759845781253225,-0.08305805766964738,17.10604507156339,0.0,0.0,False
U56,0.2,DEGROSS,1.0,M,0,20,0,0.030542782878000347,0.9081086215624451,-0.07633706950168863,4.056997164253005,0.0,0.0,False
U56,0.2,DEGROSS,0.95,W,0,20,0,0.014785372199136785,0.47594869783222016,-0.07903405531757687,16.251197312181777,0.0,0.0,False
U56,0.2,DEGROSS,0.95,M,0,20,0,0.029016771202844165,0.90801931951301,-0.07262194781302944,3.8545182902374377,0.0,0.0,False
SMALL,0.4,DEGROSS,1.0,W,0,20,0,0.015616199509829964,0.2520232047693574,-0.24250935006577845,27.25630213269133,0.0,0.0,False
U56,0.2,DEGROSS,0.75,M,0,20,0,0.022911241100389407,0.9076594359357741,-0.05765551372194942,3.0442205135700755,0.0,0.0,False
U56,0.9,RESPREAD,0.95,W,0,20,0,0.13472591925799826,1.00855169202254,-0.23389275698734466,18.702223394121688,0.0,0.0,False
U56,0.15,RESPREAD,1.0,M,0,20,0,0.1507980685585301,0.8795928507723791,-0.3517493415378281,21.08886235679816,0.0,0.0,False
U56,0.15,RESPREAD,0.95,W,0,20,0,0.05835444884071097,0.4197024131792818,-0.37640583914845355,85.91662134623337,0.0,0.0,False
U56,0.15,RESPREAD,0.95,M,0,20,0,0.14344732154957812,0.8791313235053391,-0.3365183046144431,20.04131620137953,0.0,0.0,False
U56,0.15,RESPREAD,0.75,W,0,20,0,0.04809489759740358,0.4188508762771395,-0.3074833569990264,67.85219932058946,0.0,0.0,False
U56,0.15,DEGROSS,1.0,W,0,20,0,0.010416818277718384,0.4034651669676806,-0.06867852291206114,13.627429764874412,0.0,0.0,False
U56,0.15,DEGROSS,1.0,M,0,20,0,0.022788360714114362,0.8569131062473202,-0.06270211556720928,3.1805139298069944,0.0,0.0,False
U56,0.15,DEGROSS,0.95,W,0,20,0,0.009909452941385904,0.40344374683747086,-0.06532376243336738,12.946296762057543,0.0,0.0,False
U56,0.15,DEGROSS,0.95,M,0,20,0,0.021651337353560896,0.8568350569446814,-0.059633515230378666,3.0217014492291847,0.0,0.0,False
U56,0.15,DEGROSS,0.75,W,0,20,0,0.00786568166040342,0.4033579795044041,-0.05182160584319222,10.221518766072396,0.0,0.0,False
U56,0.15,RESPREAD,1.0,W,0,20,0,0.06073939520545674,0.41991578204707036,-0.3929543120821258,90.43143283608467,0.0,0.0,False
U56,0.9,RESPREAD,0.95,M,0,20,0,0.15759032383122593,1.1375359014523014,-0.2277287776950619,5.980444460862033,0.0,0.0,False
U56,0.9,DEGROSS,1.0,W,0,20,0,0.12744885705625447,1.0077203444650982,-0.22442464322969333,17.687919280982925,0.0,0.0,False
U56,0.9,DEGROSS,1.0,M,0,20,0,0.14869812588282338,1.1343090061025032,-0.21872334674072574,5.670075994982827,0.0,0.0,False
U56,0.9,DEGROSS,0.95,W,0,20,0,0.12111558753581306,1.007694002263637,-0.2140773176720158,16.81731967200111,0.0,0.0,False
U56,0.9,DEGROSS,0.75,W,0,20,0,0.09571287835778877,1.0075698456579594,-0.1717856987312288,13.321730271810566,0.0,0.0,False
U56,0.7,RESPREAD,1.0,W,0,20,0,0.12384518029357636,0.8855670055656756,-0.25244358969832226,38.58304469585111,0.0,0.0,False
U56,0.7,RESPREAD,1.0,M,0,20,0,0.1610040767434529,1.0937319227123004,-0.24683393295449188,10.252027274248446,0.0,0.0,False
U56,0.7,RESPREAD,0.95,W,0,20,0,0.11782421402711321,0.8855189756662766,-0.24097658439682043,36.66789466881246,0.0,0.0,False
U56,0.2,RESPREAD,0.95,W,0,20,0,0.06346536903435078,0.46596548434233875,-0.3494489250190451,81.3231377267622,0.0,0.0,False
U56,0.7,RESPREAD,0.75,W,0,20,0,0.09352136612811267,0.8853088011803841,-0.1939198820385367,28.994371007617264,0.0,0.0,False
U56,0.7,DEGROSS,0.95,W,0,20,0,0.08308971127310683,0.8855282090656148,-0.17385487808750538,25.651921467108956,0.0,0.0,False
U56,0.7,DEGROSS,0.75,W,0,20,0,0.06580454918331033,0.8853606859723492,-0.1390868029198939,20.276220825581344,0.0,0.0,False
U56,0.7,DEGROSS,0.75,M,0,20,0,0.08397217266895393,1.0907204567082054,-0.13580947713930455,5.425032965581419,0.0,0.0,False
U56,0.5,RESPREAD,1.0,W,0,20,0,0.10277296381264125,0.7355810446450363,-0.28000722951904633,57.39301933329135,0.0,0.0,False
U56,0.3,DEGROSS,0.75,W,0,20,0,0.02009835906119315,0.5800212531196389,-0.0779091306876868,17.17876274927473,0.0,0.0,False
U56,0.3,DEGROSS,0.75,M,0,20,0,0.033853580821750016,0.9606219179864153,-0.07124561287909414,4.1156438437179235,0.0,0.0,False
U56,0.2,RESPREAD,1.0,W,0,20,0,0.06621580073540928,0.46613683316515414,-0.36484001021721457,85.59580861665579,0.0,0.0,False
U56,0.2,RESPREAD,1.0,M,0,20,0,0.15491743738602787,0.935794987608735,-0.3318467885136544,20.193267327731654,0.0,0.0,False
U56,0.7,RESPREAD,0.95,M,0,20,0,0.1528287887426454,1.0934169306559867,-0.23558841847544626,9.747819833254093,0.0,0.0,False
B136,0.4,RESPREAD,1.0,M,0,20,0,0.15323642627460327,0.9960976432424913,-0.28535389820234147,16.230106594394925,0.0,0.0,False
B136,0.4,RESPREAD,0.95,W,0,20,0,0.08480617125530635,0.6396126266352479,-0.2672095217633111,63.509773093484284,0.0,0.0,False
B136,0.4,RESPREAD,0.95,M,0,20,0,0.14552294066584792,0.9957625151187093,-0.2723975378433158,15.426810086118735,0.0,0.0,False
B136,0.4,RESPREAD,0.75,W,0,20,0,0.06804959904826505,0.6388942823731272,-0.21562163111987273,50.179566512596566,0.0,0.0,False
B136,0.4,DEGROSS,1.0,W,0,20,0,0.03721233584943558,0.6352138607194213,-0.12078595071985272,26.804152047158436,0.0,0.0,False
B136,0.4,DEGROSS,1.0,M,0,20,0,0.06071491965465063,0.9867308582405011,-0.12174895121559401,6.536965701850643,0.0,0.0,False
B136,0.4,DEGROSS,0.95,W,0,20,0,0.035401125310514134,0.6351353834573719,-0.11499882842821892,25.46623628443106,0.0,0.0,False
B136,0.4,DEGROSS,0.95,M,0,20,0,0.05766516432886147,0.9865859736880894,-0.11588735049506393,6.211620277664025,0.0,0.0,False
B136,0.4,DEGROSS,0.75,W,0,20,0,0.028102071994036536,0.6348204771990725,-0.09158805803303482,20.11223398000476,0.0,0.0,False
SMALL,0.3,RESPREAD,0.95,M,0,20,0,0.09295488577117268,0.59409861066917,-0.48370501112965514,17.603378161523928,0.0,0.0,False
