panel,constr,tilt,bar,m_star_emp,m_star_fit,m_star_fit_le70,slope_log_g,slope_log_c,g_at_053,c_at_053
u56,lit,INV,INC,,-0.6356985699121996,-2.9761324832951432,-3.251362761516531,-6.7704099825069575,0.026806154694505313,0.0008345800546647464
u56,lit,INV,OVL,,-16.716692900261023,3.201809720110426,-3.251362761516531,-3.283141555530533,0.026806154694505313,0.014616738004054965
u56,lit,INV,FLAT,,1.5202378697846324,1.484501205622746,-3.251362761516531,6.332249714193029e-16,0.026806154694505313,0.001
u56,lit,POS,INC,,-2.260137775617302,-0.7241301612556997,-2.2014275726465042,-3.246529387803105,0.005171585620462382,0.0002677600827278859
u56,lit,POS,OVL,0.05,0.7534341418011858,0.452479974580914,-2.2014275726465042,-2.679739865239277,0.005171585620462382,0.009124284748817301
u56,lit,POS,FLAT,,1.4474435098079714,2.3316655982588297,-2.2014275726465042,6.332249714193029e-16,0.005171585620462382,0.001
u56,norm,INV,INC,,-2.4415552797914124,-2.1810950566436715,-3.36801086457044,-4.654631868656107,0.026579247048347243,0.0005796342283324041
u56,norm,INV,OVL,,-14.529267411464645,3.451400705323406,-3.236872795620859,-3.2739251618848133,0.026579247048347243,0.014819283622437488
u56,norm,INV,FLAT,,1.5319466805086157,1.4957179995860195,-3.236872795620859,6.332249714193029e-16,0.026579247048347243,0.001
u56,norm,POS,INC,,-1.61553937331212,-0.4742983442892175,-1.5462105116240086,-3.113596862356641,0.005640208750730347,6.0892493086495136e-05
u56,norm,POS,OVL,0.05,0.790539375614307,0.4968104437738767,-1.717217326669189,-2.6785335062807016,0.005640208750730347,0.009330479837801307
u56,norm,POS,FLAT,,1.6355670919954575,6.604935123363639,-1.717217326669189,6.332249714193029e-16,0.005640208750730347,0.001
broad,lit,INV,INC,,-0.7426897320289302,-2.273921244485971,-3.138492988632731,-5.695492322215043,0.019446764500062663,0.0011578469296080751
broad,lit,INV,OVL,,-1.3636526771632933,15.82289453987286,-3.138492988632731,-3.311991268803791,0.019446764500062663,0.013191822482541114
broad,lit,INV,FLAT,,1.435404309545512,1.4249730549589974,-3.138492988632731,6.332249714193029e-16,0.019446764500062663,0.001
broad,lit,POS,INC,,-26.36330616853402,4.6645943059240444,-3.4182555925035722,-3.507621578244059,0.0038572227514548363,0.0007456024949106244
broad,lit,POS,OVL,,0.5719095625682848,0.3381327720035433,-3.4182555925035722,-2.8285853372917296,0.0038572227514548363,0.00903345348051363
broad,lit,POS,FLAT,,1.156406130878049,0.9359634611463502,-3.4182555925035722,6.332249714193029e-16,0.0038572227514548363,0.001
broad,norm,INV,INC,,-1.1235145340162145,-2.3067139587546555,-3.0506200534736427,-4.963837687342815,0.01958342317787265,0.0010862900200510062
broad,norm,INV,OVL,,-1.2838098232355175,16.474781176778592,-3.1227438524443896,-3.310151036707726,0.01958342317787265,0.01325174186592862
broad,norm,INV,FLAT,,1.4451805080517222,1.4292378484901094,-3.1227438524443896,6.332249714193029e-16,0.01958342317787265,0.001
broad,norm,POS,INC,,86.89972755245961,3.987351919525996,-3.4089244041886126,-3.3806438537931194,0.003784216894586301,0.0007011114112254191
broad,norm,POS,OVL,,0.5300323001912556,0.32402741715264,-3.4089244041886126,-2.8295843928017006,0.003784216894586301,0.009092793582853281
broad,norm,POS,FLAT,,1.1530312992260094,0.9331346268418396,-3.4089244041886126,6.332249714193029e-16,0.003784216894586301,0.001
small,lit,INV,INC,0.05,0.0905683206030135,-0.1122239014475047,-0.9987312136485011,-6.370744035796034,0.0003933786704259923,0.0006732429129743256
small,lit,INV,OVL,0.05,1.2624247790414547,3.459057203805994,-1.2386028800182767,-3.1150499704063943,0.0003933786704259923,0.014419217081850542
small,lit,INV,FLAT,,1.5638557467291474,0.9039701680360639,-1.2386028800182767,6.332249714193029e-16,0.0003933786704259923,0.001
small,lit,POS,INC,,-0.3338662978311579,0.02858743642124678,-1.8081647519324695,-2.726280731751485,0.021684893517105452,0.0025401545529266656
small,lit,POS,OVL,0.6688480566997008,1.6221739508176707,0.6909174782936747,-1.8081647519324695,-2.4700705589056233,0.021684893517105452,0.012088825622775806
small,lit,POS,FLAT,0.997249316998519,1.4476876834680117,13.2176898120294,-1.8081647519324695,6.332249714193029e-16,0.021684893517105452,0.001
small,norm,INV,INC,0.05,0.1403108712710103,-0.11583479056045558,-1.2286991619204042,-8.701345988725627,0.00039524559557602146,0.0006764621147026251
small,norm,INV,OVL,0.05,1.2564386906331222,3.38968424764064,-1.2286991619204042,-3.115003497198873,0.00039524559557602146,0.014420211650121754
small,norm,INV,FLAT,,1.575542533927437,0.9081113188571086,-1.2286991619204042,6.332249714193029e-16,0.00039524559557602146,0.001
small,norm,POS,INC,,-0.32784191460591594,0.0292111686134364,-1.7987524398284491,-2.731328133438666,0.02181023608553434,0.0025188833060365567
small,norm,POS,OVL,0.6694473817434025,1.6011665586309463,0.6881213410027763,-1.7987524398284491,-2.470036202786017,0.02181023608553434,0.01208975276268965
small,norm,POS,FLAT,0.997880572289237,1.4546693120330136,14.064388585725887,-1.7987524398284491,6.332249714193029e-16,0.02181023608553434,0.001
