panel,ladder,n_rungs,null_type,object,observed,null_median,null_mean,share_ge,share_le,ratio_obs_over_null,lo_0.8,hi_0.8,inside_0.8,lo_0.9,hi_0.9,inside_0.9,lo_0.95,hi_0.95,inside_0.95
U56,N,9,N_BLOCK,OBJ_MAXDD,19.127561830465034,19.93265855871566,20.87506440015107,0.598,0.402,0.9596091647343955,15.838161978661491,26.485810927345465,True,14.976052469256821,28.62391593284929,True,13.902703687042894,30.89433795765591,True
U56,N,9,N_BLOCK,OBJ_SPREAD,6.726035227550565,9.271387639598021,10.123362237241993,0.735,0.265,0.7254615478295527,5.146684302910995,16.453868706715042,True,4.446859337140907,19.753111027378893,True,3.856635903370178,21.949033461636915,True
U56,N,9,N_BLOCK,OBJ_ARGMAX,1.041669434402614,0.7455719940091585,0.974480553054226,0.36,0.64,1.3971413126735797,0.1399873353129713,2.031144121683057,True,0.07659218608182669,2.622242860253895,True,0.03605153456253396,3.0833464431702566,True
U56,N,9,N_IID,OBJ_MAXDD,19.127561830465034,22.363586979678043,23.201229937613377,0.765,0.235,0.855299368918161,17.269149550875902,30.32314812819288,True,15.917501834363238,33.62018965081363,True,14.790313603097703,36.181015286883834,True
U56,N,9,N_IID,OBJ_SPREAD,6.726035227550565,11.976564274498712,12.73843224265664,0.868,0.132,0.5615997270496081,6.192048652362133,19.955317653406375,True,5.1663435099608135,22.500729686018573,True,4.309574673032244,27.18552447316215,True
U56,N,9,N_IID,OBJ_ARGMAX,1.041669434402614,1.032731987053218,1.2781366680338713,0.497,0.503,1.0086541788783925,0.1631598678164156,2.711413443038816,True,0.08245194094902927,3.186237467519607,True,0.037203906378590154,3.8128205934426274,True
U56,N,9,N_STAT,OBJ_MAXDD,19.127561830465034,19.476847147713492,20.750282296372326,0.567,0.433,0.98206663970819,16.095042124044795,26.002222264369827,True,15.769996334125977,28.064502236658377,True,14.436598207705012,29.83174402546147,True
U56,N,9,N_STAT,OBJ_SPREAD,6.726035227550565,8.476578761421017,9.277542609513024,0.68,0.32,0.7934846613072712,4.958699686228481,14.517197252426124,True,4.07126054563337,16.819879952199113,True,3.579416789235789,20.17916952508448,True
U56,N,9,N_STAT,OBJ_ARGMAX,1.041669434402614,0.7028752336039901,0.9381759674980026,0.345,0.655,1.4820118629894783,0.13776701554989507,2.0136205427351106,True,0.06314201003413789,2.5296565726959366,True,0.03996437666691738,2.998567748613148,True
U56,H,4,N_BLOCK,OBJ_MAXDD,19.127561830465034,20.2414538699022,21.3237644581608,0.635,0.365,0.9449697612337296,16.60571001214126,27.15673868370454,True,15.729425215513876,29.695035452581667,True,14.464616656123685,31.993671796266835,True
U56,H,4,N_BLOCK,OBJ_SPREAD,6.564562358976911,5.599807349215229,5.557142025772826,0.339,0.661,1.1722836072024665,2.3834522513582717,7.9544343920659575,True,1.634908306830293,9.337241734497892,True,1.1201230426008009,10.736049559264181,True
U56,H,4,N_BLOCK,OBJ_ARGMAX,1.1140698119624375,0.9431587910441239,1.3372391987577377,0.434,0.566,1.1812112897013942,0.18506303551718553,2.988025223533741,True,0.07742493175477091,3.6448539483218,True,0.03644930326815335,4.270894204527075,True
U56,H,4,N_IID,OBJ_MAXDD,19.127561830465034,22.605068935684486,23.343237394009027,0.763,0.237,0.8461625082801743,17.142628994326145,30.84490941730458,True,16.181077693836478,33.45160853821414,True,15.056512470018166,36.258026376353364,True
U56,H,4,N_IID,OBJ_SPREAD,6.564562358976911,3.8325100919734725,4.204388985140123,0.129,0.871,1.7128623803823109,1.7478631523651307,7.131056507580038,True,1.28966504770127,8.41806269032855,True,1.0042454104785148,9.68776071585789,True
U56,H,4,N_IID,OBJ_ARGMAX,1.1140698119624375,1.0904324574640825,1.481768373799602,0.494,0.506,1.0216770459614952,0.19596509203537088,3.2014537825064124,True,0.10569459495600773,4.189407246817936,True,0.04689835568680415,5.049333700550734,True
U56,H,4,N_STAT,OBJ_MAXDD,19.127561830465034,19.706315898944425,20.720246226127056,0.569,0.431,0.9706310366966973,15.80750847017765,25.870032602530706,True,14.83540879092849,28.287392576529694,True,13.952273332906934,30.71963858677539,True
U56,H,4,N_STAT,OBJ_SPREAD,6.564562358976911,5.7285564066157395,5.484843158410905,0.35,0.65,1.1459365838478421,2.1065617203716607,7.427604328659896,True,1.323361347991044,8.793173253645651,True,0.9749482905173145,10.06166258531982,True
U56,H,4,N_STAT,OBJ_ARGMAX,1.1140698119624375,0.9081828675105541,1.2401541631565733,0.434,0.566,1.2267020793028676,0.22022690998135627,2.612240699494093,True,0.11683305562254556,3.4815567835802423,True,0.06168592325092746,4.273057345710837,True
U56,GROSS,10,N_BLOCK,OBJ_MAXDD,19.127561830465034,20.3005052189392,21.09808884559003,0.622,0.378,0.9422209754967144,16.15539015856725,26.608998599041083,True,15.39680208710049,28.758014082749536,True,14.287645061499388,31.58627516699909,True
U56,GROSS,10,N_BLOCK,OBJ_SPREAD,11.137226275573886,11.87800045759467,12.25820611992315,0.76,0.24,0.9376347740795766,9.50311069905286,15.31184395233332,True,9.051711641647016,16.440343503451395,True,8.445419568084759,17.88102500283666,True
U56,GROSS,10,N_BLOCK,OBJ_ARGMAX,1.2859293517064607,1.3643671690474433,1.4208403162896235,0.756,0.244,0.9425097443558794,1.0827160874045745,1.80041359589815,True,1.0287650746214527,1.9453686111571997,True,0.957447544130711,2.140707722620173,True
U56,GROSS,10,N_IID,OBJ_MAXDD,19.127561830465034,22.118710214735685,23.117421553937124,0.751,0.249,0.8647684084997903,16.987556774066153,30.629004869446163,True,15.84005171236624,33.225095938997484,True,15.053155497855165,35.39434038302209,True
U56,GROSS,10,N_IID,OBJ_SPREAD,11.137226275573886,12.812824912834547,13.306797829734139,0.749,0.251,0.8692248861074952,9.937152760734001,17.37033331347739,True,9.279363925235087,18.700856442755132,True,8.84545086585462,19.968523375802196,True
U56,GROSS,10,N_IID,OBJ_ARGMAX,1.2859293517064607,1.492681527774077,1.5597398769979285,0.75,0.25,0.8614894254262461,1.1404455166687648,2.074981172864274,True,1.0648270477302109,2.256261110420654,True,1.0044024385911627,2.402554426846335,True
U56,GROSS,10,N_STAT,OBJ_MAXDD,19.127561830465034,19.288014204869775,20.603816506002048,0.524,0.476,0.9916812393074539,15.849114282576556,25.92913668218383,True,15.468003484063466,27.61783416320288,True,13.968296736535306,29.295256203576834,True
U56,GROSS,10,N_STAT,OBJ_SPREAD,11.137226275573886,11.2211825034254,11.986957711257135,0.724,0.276,0.9925180587851694,9.298523371533696,14.966601811632005,True,9.166132505395918,15.829097762432623,True,8.268921188358862,16.764172385942864,True
U56,GROSS,10,N_STAT,OBJ_ARGMAX,1.2859293517064607,1.294821615007912,1.3868799525725963,0.741,0.259,0.9931324414124822,1.062200743634081,1.7505664704753607,True,1.0377782312085206,1.8638609734883942,True,0.937048550001392,1.9767758683757772,True
U56,CADENCE,4,N_BLOCK,OBJ_MAXDD,19.127561830465034,20.196259467910213,21.096788613603056,0.623,0.377,0.9470843777213681,16.163124161091694,26.605836061231024,True,15.244608484218665,28.679332248412525,True,13.764102439037462,30.15897257962731,True
U56,CADENCE,4,N_BLOCK,OBJ_SPREAD,4.003306333817537,4.003306333817559,4.044632417181569,0.522,0.478,0.9999999999999947,1.8146470756114452,6.506591381174026,True,1.2230006382307115,7.679395277107899,True,0.7923898591616513,8.620098660702881,True
U56,CADENCE,4,N_BLOCK,OBJ_ARGMAX,0.8170782430751444,0.8350510039608974,1.1734020405965493,0.61,0.391,0.9784770501436406,0.14948538020287713,2.5492373491051628,True,0.07877922122202133,3.022449177469555,True,0.05337919737406466,3.41896785988342,True
U56,CADENCE,4,N_IID,OBJ_MAXDD,19.127561830465034,22.695159784978777,23.517534685600623,0.747,0.253,0.842803576255276,16.861938906404284,31.261728022032198,True,15.921112131113626,34.46904007508528,True,15.120981748909328,37.64027026193379,True
U56,CADENCE,4,N_IID,OBJ_SPREAD,4.003306333817537,3.619633866231352,4.025975344460392,0.421,0.579,1.105997590299279,1.6280463847668845,6.974330804427377,True,1.2736169194485198,8.199482747516521,True,0.9780737376722048,9.26136443126218,True
