panel,T_trade,phase,delay,cost,family,chooser,target,cell,is_stat,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_oos_Sharpe,live_oos_Sharpe,keep4b,keep4b_oos,keep4a,keep4a_oos,is_candidate
B136,M,ENGINE,1,10,CAL,CH_ISSHARPE,0.2,R=M,1.2661336960613039,0.1626749659754536,1.082416560136597,-0.296669409852657,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,ENGINE,1,10,CAL,CH_ISMINLEG,0.1,R=M,0.015262234989623452,0.13048107802973363,1.2000101248389705,-0.19873936611768628,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,10,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2485012121079542,0.1662735193676108,1.1956977950075844,-0.1941834434451194,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,10,DRIFT,CH_ISMINLEG,0.1,h=0.08,0.014064936503574793,0.12982374314633693,1.2915451403910787,-0.13124469772183323,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,25,CAL,CH_ISSHARPE,0.2,R=M,1.2572990518537575,0.16091016968388394,1.0722396107865717,-0.29680966144657506,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,ENGINE,1,25,CAL,CH_ISMINLEG,0.1,R=M,0.014495915939962606,0.12744513840905491,1.1748816085435194,-0.19930143383202448,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,25,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2394046091297264,0.16441409327834267,1.183916034353961,-0.1949114771366265,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,25,DRIFT,CH_ISMINLEG,0.1,h=0.20,0.009773908940721304,0.12759207311389398,1.2501874870942018,-0.15013633251785086,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,50,CAL,CH_ISSHARPE,0.2,R=M,1.242537952388131,0.15797358902107184,1.0552313326302978,-0.2970434141031043,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,ENGINE,1,50,CAL,CH_ISMINLEG,0.1,R=M,0.01321969317760921,0.12240060430559896,1.1327640418877185,-0.20023821335592173,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,50,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2242130874718984,0.1613207135842707,1.1642360222248678,-0.19612383979659087,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,1,50,DRIFT,CH_ISMINLEG,0.1,h=0.20,0.00836046782134528,0.12304877951858906,1.2092858000285,-0.15124243654595493,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,10,CAL,CH_ISSHARPE,0.2,R=M,1.2616171425158762,0.16084626641033162,1.07087540588851,-0.29143110454470034,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,ENGINE,2,10,CAL,CH_ISMINLEG,0.1,R=M,0.01576321009888451,0.13145662800883895,1.2041137945626355,-0.1810445172895201,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,10,DRIFT,CH_ISSHARPE,0.16,h=0.16,1.2578913847598023,0.1577603789309585,1.2148012017316536,-0.1853342070441586,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,10,DRIFT,CH_ISMINLEG,0.1,h=0.16,0.013302944827769975,0.12855240024139047,1.2668264298965726,-0.14539382245159704,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,25,CAL,CH_ISSHARPE,0.2,R=M,1.2529091184622676,0.15908413189719295,1.0608218800090907,-0.29158029788440987,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,ENGINE,2,25,CAL,CH_ISMINLEG,0.1,R=M,0.0149896798809043,0.1284170356357739,1.1790917127565972,-0.18163783521372745,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,25,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2480957849820085,0.16402361736946514,1.1761285796130494,-0.1901325689279617,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,25,DRIFT,CH_ISMINLEG,0.1,h=0.20,0.011514332099326646,0.1295802223358038,1.2557961705851894,-0.14583681266267823,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,50,CAL,CH_ISSHARPE,0.2,R=M,1.2383534036313495,0.1561520052152916,1.044014847399995,-0.29182895345059234,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,ENGINE,2,50,CAL,CH_ISMINLEG,0.12,R=M,-0.00446581425061407,0.14057877636392146,1.1725415354512616,-0.2095891000503346,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,ENGINE,2,50,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2325552880432273,0.16099118178266947,1.157203052249526,-0.19233129484339928,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,ENGINE,2,50,DRIFT,CH_ISMINLEG,0.16,h=0.25,0.0011572256783810853,0.1461186763476341,1.1771222293454437,-0.19256637128653675,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,1,10,CAL,CH_ISSHARPE,0.2,R=M,1.2530691892949761,0.16071590486770093,1.0722318526348562,-0.2964450835058595,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,1,10,CAL,CH_ISMINLEG,0.1,R=W,0.010070115598405344,0.1269101549659819,1.240640917969712,-0.13436438750081692,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,1,10,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2504918745786557,0.1661814328153035,1.1944033943624364,-0.19378236067808752,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,1,10,DRIFT,CH_ISMINLEG,0.1,h=0.08,0.014076259458339041,0.129673178507687,1.2891751097344346,-0.13102444137677682,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,1,25,CAL,CH_ISSHARPE,0.2,R=M,1.2442920176187362,0.158995488861152,1.0623443718001708,-0.296585332908474,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,1,25,CAL,CH_ISMINLEG,0.1,R=M,0.008878374645689774,0.125137996178444,1.1503272102127986,-0.20800311979402697,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,1,25,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.241403709937875,0.16431745536031683,1.1825686111083096,-0.1945154442500393,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,1,25,DRIFT,CH_ISMINLEG,0.1,h=0.20,0.010527923407750356,0.1309694385444098,1.2798767817556354,-0.13697515004745642,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,1,50,CAL,CH_ISSHARPE,0.2,R=M,1.2296279816668523,0.15613263081675055,1.0458170579379613,-0.296819081912831,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,1,50,CAL,CH_ISMINLEG,0.1,R=M,0.007261391499859299,0.1200884559392621,1.1083068841559411,-0.20911132058245763,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,1,50,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.22622620238843,0.1612165173514455,1.162801706778996,-0.19573620532822422,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,1,50,DRIFT,CH_ISMINLEG,0.1,h=0.20,0.008853526139993823,0.12617607627373562,1.2367843219796144,-0.13806972423005792,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,10,CAL,CH_ISSHARPE,0.2,R=M,1.2644211652168666,0.16465445736295647,1.094500583790134,-0.2915539046785053,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,2,10,CAL,CH_ISMINLEG,0.1,R=M,0.012523708141426698,0.1337792783701024,1.2167019358119675,-0.18734491930484243,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,10,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2577898887304964,0.16681035567226576,1.1929803753237738,-0.18955718137146838,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,10,DRIFT,CH_ISMINLEG,0.1,h=0.20,0.013067027485981236,0.12758258126116817,1.2571165018800112,-0.16179697022942563,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,25,CAL,CH_ISSHARPE,0.2,R=M,1.255594800757322,0.1628964587165318,1.0842862171280172,-0.29170314780802886,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,2,25,CAL,CH_ISMINLEG,0.1,R=M,0.011547682402577447,0.13069876834191607,1.1911592489299447,-0.18804511629363596,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,25,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2485041355085607,0.1649664021857229,1.1814703306595447,-0.19031793559425625,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,25,DRIFT,CH_ISMINLEG,0.1,h=0.20,0.00962702449326816,0.12492803282041187,1.2331622136170277,-0.1624086215222954,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,50,CAL,CH_ISSHARPE,0.2,R=M,1.2408509816392894,0.15997117268732208,1.0672200874642814,-0.29195188635723557,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,FRI/D20,2,50,CAL,CH_ISMINLEG,0.1,R=M,0.009922408357397466,0.1255802665351462,1.148378050865885,-0.18921211127495852,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,50,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.2330059474066453,0.16189874754615818,1.1622408056599638,-0.1919472766145608,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,FRI/D20,2,50,DRIFT,CH_ISMINLEG,0.12,h=0.20,0.0011358710945681694,0.1330966802184257,1.189322589558571,-0.17233882542142642,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,MON/D1,1,10,CAL,CH_ISSHARPE,0.2,R=M,1.25332795262954,0.1644346911585246,1.1201934585797442,-0.25878334089113686,0.8736721309012504,1.1016867720596069,False,False,False,False,False
B136,M,MON/D1,1,10,CAL,CH_ISMINLEG,0.1,R=D,0.009226459925790326,0.12948558615315164,1.2897186963263367,-0.11620748658360436,0.8736721309012504,1.1016867720596069,True,True,True,True,False
B136,M,MON/D1,1,10,DRIFT,CH_ISSHARPE,0.16,h=0.25,1.2613300896503314,0.13985158783239915,1.195406571473966,-0.1784367461020081,0.8736721309012504,1.1016867720596069,True,True,False,False,False
B136,M,MON/D1,1,10,DRIFT,CH_ISMINLEG,0.1,h=0.08,0.014804270420832683,0.1298114386007776,1.2923277226439123,-0.13126507859176806,0.8736721309012504,1.1016867720596069,True,True,False,False,False
