arm,dCAGR,dMaxDD,rate,dSharpe,CAGR,Sharpe,MaxDD
g200-dg,-0.19146563098344505,0.5655037471555824,-0.33857535329605637,0.018237585843991155,0.0724140568072773,0.555706473288694,-0.3345902662932094
g200-rw,-1.6813762826587197,1.1887926602785814,-1.4143562110020989,0.09652861916516897,0.08731316332403005,0.6339975066098719,-0.32835737716197944
band3-dg,0.3331960545021939,0.5512858310493973,0.6043980014286605,-0.017368124950777997,0.06716743995242092,0.5201007624939249,-0.3347324454542713
band3-rw,0.15883775276339662,-3.0869038828759687,,-0.027923276097682526,0.06891102296980889,0.5095456113470204,-0.37111434259352494
abs12-dg,-0.1298827703614558,0.05108812412196739,,0.015766429200918752,0.07179822820105741,0.5532353166456216,-0.3397344225235456
abs12-rw,-1.3102205454095461,3.282226680945566,-0.3991864891647548,0.08439281415997224,0.08360160595153832,0.6218617016046751,-0.3074230369553096
vol60-dg,0.13833913580425516,-1.1102230246251565e-14,,-0.006051902132713449,0.0691160091394003,0.5314169853119894,-0.34024530376476536
vol60-rw,0.5247352402167671,-5.551115123125783e-14,,-0.032685909661856694,0.06525204809527518,0.5047829777828462,-0.3402453037647658
v1gate-dg,-0.3038050891902566,0.5655037471556268,-0.5372291354714036,0.02734083005994381,0.07353745138934542,0.5648097175046467,-0.334590266293209
v1gate-rw,-1.1015169952042214,1.1887926602787147,-0.9265846198494939,0.06527261027728115,0.08151457044948507,0.602741497721984,-0.3283573771619781
