book,panel,freq,nominal_depth,depth_own,degross_day_share,gstar,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,memo_CAGR,memo_Sharpe,memo_MaxDD,G8,pred_bias
u56-v2band-gross100,U56,W,,0.24548988163122987,0.8910891089108911,0.9056603773584905,0.1156703163213102,1.2081824426062353,-0.15704959672521612,0.12723374757419137,1.2852424336543549,-0.15704959672521612,0.1155,1.2067,-0.157,True,-0.001426584332162917
u56-band008-gross100,U56,W,,0.2574178308880417,0.9014401440144014,0.8800000000000001,0.11436148451144312,1.154017714505789,-0.1890550460892415,0.12107546672099678,1.1757795377895153,-0.1890550460892414,0.1137,1.1439,-0.1905,True,-0.0014958997166159655
u56-top20-band-m20,U56,W,,0.2431137724550897,0.1878937893789379,0.7499999999999998,0.12673784468643445,1.0928387926027328,-0.18149203950492565,0.14234394913041304,1.1600702495150441,-0.18149203950492543,0.1287,1.112,-0.1722,True,-0.0014127763491223692
u56-marsrespread-gross075,U56,W,,0.0,0.0,0.7500000000000007,0.11567199499104053,1.092914095703157,-0.18622969149314117,0.12402805032861552,1.1103845695200507,-0.18622969149314128,0.1155,1.0914,,True,-0.0
u56-quantile50-respread-M,U56,M,,0.0,0.0,0.7500000000000004,0.15495124317007503,1.2309324757871154,-0.19803523060850858,0.16297701818541643,1.2317796414706617,-0.1980352306085087,0.1547,1.2359,-0.198,True,-0.0
b136-r620-gross065-W,B136,W,,0.0,0.0,0.6499999999999997,0.14985888137427117,1.1264311898720902,-0.19432719349775018,0.14516591165653137,1.039975569840315,-0.19432719349775063,0.1499,1.1264,-0.1943,True,-0.0
b136-qroll-q012-w1008-d050-g100,B136,W,0.5,0.5000000000000009,0.09498086878235426,1.0000000000000018,0.14324047179843014,1.1139675421240265,-0.17305224586007384,0.1431214994527097,1.1586070788034974,-0.17305224586007373,0.143,1.1121,-0.1731,True,-0.0029055868263969976
u56-k8-qroll-q017-w1008-d100-g100,U56,W,1.0,1.0,0.12218721872187219,1.0000000000000007,0.14181229750507485,1.2253670435314281,-0.14693495273412094,0.1604943363261262,1.3955719734916052,-0.1267385168727806,0.1416,1.2226,-0.1479,True,-0.005811173652793985
