panel,band,gross,trade,B,conf,binding,bind_t,bind_margin,bind_lo,survives_binding,survives_joint
U56,0.0,1.0,W,10,0.9,L5_CAGR,0.17687488089060016,0.0033036046225048965,-0.0286195143913125,False,False
U56,0.0,1.0,M,10,0.9,L5_CAGR,0.7096967779159816,0.013183157294358039,-0.01803681931312912,False,False
U56,0.03,1.0,W,10,0.9,L5_CAGR,0.5047846207316457,0.009455603106611199,-0.02147993256623223,False,False
U56,0.03,1.0,M,10,0.9,L4_DD,0.38409315623364215,0.01425094145753708,-0.03646446269433256,False,False
U56,0.08,1.0,W,10,0.9,L4_DD,0.3230499964892588,0.011797576910875962,-0.04336036997131956,False,False
B136,0.0,1.0,M,10,0.9,L5_CAGR,0.3492475726989833,0.0060477595392604,-0.023089104374239566,False,False
B136,0.03,1.0,W,10,0.9,L5_CAGR,0.023339734901695365,0.00041465869155665747,-0.028954455372580446,False,False
B136,0.08,1.0,W,10,0.9,L4_DD,0.2034920891309644,0.007311612697261938,-0.04378901479747661,False,False
U56,0.0,1.0,W,10,0.95,L5_CAGR,0.17687488089060016,0.0033036046225048965,-0.03359970717716958,False,False
U56,0.0,1.0,M,10,0.95,L5_CAGR,0.7096967779159816,0.013183157294358039,-0.024282349905094962,False,False
U56,0.03,1.0,W,10,0.95,L5_CAGR,0.5047846207316457,0.009455603106611199,-0.028092743071661,False,False
U56,0.03,1.0,M,10,0.95,L4_DD,0.38409315623364215,0.01425094145753708,-0.05050424236245551,False,False
U56,0.08,1.0,W,10,0.95,L4_DD,0.3230499964892588,0.011797576910875962,-0.05480844658520405,False,False
B136,0.0,1.0,M,10,0.95,L5_CAGR,0.3492475726989833,0.0060477595392604,-0.026157259868668462,False,False
B136,0.03,1.0,W,10,0.95,L5_CAGR,0.023339734901695365,0.00041465869155665747,-0.033992398434684025,False,False
B136,0.08,1.0,W,10,0.95,L4_DD,0.2034920891309644,0.007311612697261938,-0.055824888897012814,False,False
U56,0.0,1.0,W,21,0.9,L5_CAGR,0.19400123265899372,0.0033036046225048965,-0.025881364208331332,False,False
U56,0.0,1.0,M,21,0.9,L5_CAGR,0.7527142691910083,0.013183157294358039,-0.017358304955684085,False,False
U56,0.03,1.0,W,21,0.9,L5_CAGR,0.5405331990183369,0.009455603106611199,-0.02002838403864569,False,False
U56,0.03,1.0,M,21,0.9,L4_DD,0.42394599171849834,0.01425094145753708,-0.03141375162910857,False,False
U56,0.08,1.0,W,21,0.9,L4_DD,0.34983510847995847,0.011797576910875962,-0.0365876558673183,False,False
B136,0.0,1.0,M,21,0.9,L5_CAGR,0.3731176955913498,0.0060477595392604,-0.020286510653472405,False,False
B136,0.03,1.0,W,21,0.9,L5_CAGR,0.025282449139826697,0.00041465869155665747,-0.026615748609533914,False,False
B136,0.08,1.0,W,21,0.9,L4_DD,0.2256118094949128,0.007311612697261938,-0.03746905339403155,False,False
U56,0.0,1.0,W,21,0.95,L5_CAGR,0.19400123265899372,0.0033036046225048965,-0.03180506493882477,False,False
U56,0.0,1.0,M,21,0.95,L5_CAGR,0.7527142691910083,0.013183157294358039,-0.022101680776586106,False,False
U56,0.03,1.0,W,21,0.95,L5_CAGR,0.5405331990183369,0.009455603106611199,-0.026550702200019864,False,False
U56,0.03,1.0,M,21,0.95,L4_DD,0.42394599171849834,0.01425094145753708,-0.03890888732495925,False,False
U56,0.08,1.0,W,21,0.95,L4_DD,0.34983510847995847,0.011797576910875962,-0.04635837148139004,False,False
B136,0.0,1.0,M,21,0.95,L5_CAGR,0.3731176955913498,0.0060477595392604,-0.026136298865108768,False,False
B136,0.03,1.0,W,21,0.95,L5_CAGR,0.025282449139826697,0.00041465869155665747,-0.03268379064741632,False,False
B136,0.08,1.0,W,21,0.95,L4_DD,0.2256118094949128,0.007311612697261938,-0.0479065907525858,False,False
U56,0.0,1.0,W,63,0.9,L5_CAGR,0.21688928727247653,0.0033036046225048965,-0.02310681464020349,False,False
U56,0.0,1.0,M,63,0.9,L5_CAGR,0.8743705242849671,0.013183157294358039,-0.013023659337210143,False,False
U56,0.03,1.0,W,63,0.9,L5_CAGR,0.6080316770046957,0.009455603106611199,-0.01779830543476191,False,False
U56,0.03,1.0,M,63,0.9,L4_DD,0.5378480823668353,0.01425094145753708,-0.015417322971377646,False,False
U56,0.08,1.0,W,63,0.9,L4_DD,0.4353371861577978,0.011797576910875962,-0.03046189267739321,False,False
B136,0.0,1.0,M,63,0.9,L5_CAGR,0.415786579727996,0.0060477595392604,-0.019420529182189065,False,False
B136,0.03,1.0,W,63,0.9,L5_CAGR,0.02766507607023705,0.00041465869155665747,-0.025661385869296838,False,False
B136,0.08,1.0,W,63,0.9,L4_DD,0.26657217807521627,0.007311612697261938,-0.031905268512497385,False,False
U56,0.0,1.0,W,63,0.95,L5_CAGR,0.21688928727247653,0.0033036046225048965,-0.02669889855991774,False,False
U56,0.0,1.0,M,63,0.95,L5_CAGR,0.8743705242849671,0.013183157294358039,-0.01732941880946804,False,False
U56,0.03,1.0,W,63,0.95,L5_CAGR,0.6080316770046957,0.009455603106611199,-0.02191021889089495,False,False
U56,0.03,1.0,M,63,0.95,L4_DD,0.5378480823668353,0.01425094145753708,-0.021996116584064033,False,False
U56,0.08,1.0,W,63,0.95,L4_DD,0.4353371861577978,0.011797576910875962,-0.03629260755870809,False,False
B136,0.0,1.0,M,63,0.95,L5_CAGR,0.415786579727996,0.0060477595392604,-0.023833376500287533,False,False
B136,0.03,1.0,W,63,0.95,L5_CAGR,0.02766507607023705,0.00041465869155665747,-0.03094759032139425,False,False
B136,0.08,1.0,W,63,0.95,L4_DD,0.26657217807521627,0.007311612697261938,-0.04177156437318451,False,False
