file,y,window,vocab,lam,dial,char,n,p,coef_base,coef_dial,t_base,t_dial,flip,d_abs,r2_base,r2_dial,oof_base,oof_dial,dial_coef,dial_t
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.0,k,breadth_is,105,4,0.26685611864234304,0.2656703262758793,5.942618682338811,5.890634303818154,False,0.001185792366463767,0.756408225938841,0.7572406697871588,0.7272149219293536,0.7248577877612135,-0.008916760803977852,-0.5826491351373393
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.0,k,corr_is,105,4,-0.034444449822096185,-0.031342250740863276,-0.8029588655759742,-0.7227152070004373,False,0.0031021990812329092,0.756408225938841,0.7572406697871588,0.7272149219293536,0.7248577877612135,-0.008916760803977852,-0.5826491351373393
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.0,k,disp_is,105,4,0.16458859191212188,0.17308717189869194,3.0060862054147535,3.0453253985680315,False,0.008498579986570054,0.756408225938841,0.7572406697871588,0.7272149219293536,0.7248577877612135,-0.008916760803977852,-0.5826491351373393
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.0,k,evol_is,105,4,-0.17759334954814304,-0.1829217485979262,-3.0740013628326204,-3.1171997933423534,False,0.005328399049783161,0.756408225938841,0.7572406697871588,0.7272149219293536,0.7248577877612135,-0.008916760803977852,-0.5826491351373393
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.001,k,breadth_is,105,4,0.26684317881439873,0.2656584814485097,,,False,0.0011846973658890536,0.7564082243132452,0.7572406680040353,0.7272190916533737,0.7248625900127004,-0.00891429820684242,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.001,k,corr_is,105,4,-0.03443587814719534,-0.03133530172035914,,,False,0.003100576426836199,0.7564082243132452,0.7572406680040353,0.7272190916533737,0.7248625900127004,-0.00891429820684242,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.001,k,disp_is,105,4,0.16455385824215885,0.17304819070025168,,,False,0.008494332458092835,0.7564082243132452,0.7572406680040353,0.7272190916533737,0.7248625900127004,-0.00891429820684242,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.001,k,evol_is,105,4,-0.17756252666035732,-0.18288756339875922,,,False,0.0053250367384019,0.7564082243132452,0.7572406680040353,0.7272190916533737,0.7248625900127004,-0.00891429820684242,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.01,k,breadth_is,105,4,0.2667266530760087,0.26555176166504246,,,False,0.0011748914109662167,0.756408063847525,0.7572404920377157,0.7272562417280009,0.7249053258598421,-0.008892187127283513,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.01,k,corr_is,105,4,-0.034358687503149445,-0.03127265804303514,,,False,0.003086029460114305,0.756408063847525,0.7572404920377157,0.7272562417280009,0.7249053258598421,-0.008892187127283513,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.01,k,disp_is,105,4,0.1642419323087339,0.172698180562596,,,False,0.008456248253862098,0.756408063847525,0.7572404920377157,0.7272562417280009,0.7249053258598421,-0.008892187127283513,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.01,k,evol_is,105,4,-0.17728581582737465,-0.18258071957874966,,,False,0.0052949037513750075,0.756408063847525,0.7572404920377157,0.7272562417280009,0.7249053258598421,-0.008892187127283513,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.1,k,breadth_is,105,4,0.2655553162997622,0.2644738167988543,,,False,0.001081499500907912,0.756392471405917,0.7572234396013139,0.7275918232690505,0.7252868312359089,-0.008676115784401806,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.1,k,corr_is,105,4,-0.03358272864159557,-0.03063673183687754,,,False,0.0029459968047180277,0.756392471405917,0.7572234396013139,0.7275918232690505,0.7252868312359089,-0.008676115784401806,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.1,k,disp_is,105,4,0.1611880301684477,0.1692771602612,,,False,0.008089130092752278,0.756392471405917,0.7572234396013139,0.7275918232690505,0.7252868312359089,-0.008676115784401806,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,ewall_oos_sharpe,is,STRICT,0.1,k,evol_is,105,4,-0.17458573877348163,-0.17959150986962902,,,False,0.005005771096147388,0.756392471405917,0.7572234396013139,0.7275918232690505,0.7252868312359089,-0.008676115784401806,
