panel,gross,cost_bps,prem_yr,w1,w5,w10,up_share,mean_w1_yr,mean_w5_yr,mean_rest_yr
U56,0.75,0.0,0.004088805727540536,2.1681503124635273,3.96791406898514,4.179356427654182,-4.365575410563466,0.8766643800038899,0.32375306046576346,-0.012775431037688637
U56,0.75,10.0,0.0026163859512746052,3.3800721373454756,6.166977804618604,6.47381386428424,-7.130194639008685,0.8745311329396036,0.3219803304920519,-0.014232007621612391
U56,0.75,25.0,0.00040775628687570587,21.6090230759457,39.24388435477677,40.98557129311837,-48.7138242465931,0.8713312623431739,0.3193212355314845,-0.016416872497498024
U56,0.75,50.0,-0.003273293153789124,-2.675374370001395,-4.82078769640449,-4.990592490680891,6.683405799009108,0.8659981446824584,0.31488941059720565,-0.02005831395730742
U56,1.0,0.0,0.0046519136561050485,1.87938326718249,3.332672671443299,3.349141326713437,-3.019594816837402,0.8645587255820865,0.3093708947385092,-0.0114238688802981
U56,1.0,10.0,0.0038613745682488957,2.259883175610585,3.9981465518218626,4.009596934053872,-3.7515480773625454,0.8629297027943864,0.3080745260011187,-0.012187722372732877
U56,1.0,25.0,0.0026755659364646727,3.2522261577287206,5.733701069311016,5.732063805734354,-5.660480682159412,0.8604861686128368,0.30612997289503285,-0.013333502611385033
U56,1.0,50.0,0.0006992182168242964,12.38577908377261,21.707794026250625,21.58569769980471,-23.230350467450407,0.8564136116435872,0.30288905105155667,-0.015243136342471974
B136,0.75,0.0,-0.011006524621379384,-1.1798112514449053,-2.4087250654271015,-2.7823525441209784,4.567713679402305,1.2835565515929737,0.5288071966546699,-0.03949846777985489
B136,0.75,10.0,-0.01424625689894921,-0.9045729065374909,-1.8381315735079886,-2.1159033206652853,3.646886918685032,1.2737864131131416,0.5223207534818687,-0.04256683519833912
B136,0.75,25.0,-0.01910585531530395,-0.6667334403128689,-1.3450692729228886,-1.5400099885576706,2.8511803999293877,1.2591312053933934,0.5125910887226669,-0.04716938632606549
B136,0.75,50.0,-0.027205186009228523,-0.45915523963478644,-0.914741258811934,-1.0373898660061651,2.1567148007040458,1.2347058591938136,0.49637498079066367,-0.0548403048722761
B136,1.0,0.0,-0.01128511437130148,-1.2988329212544962,-2.665632190051045,-3.056499586314968,4.924362658254028,1.4488102763477582,0.6000205223290109,-0.04355047697110496
B136,1.0,10.0,-0.015040833516890026,-0.9677142711635485,-1.9790832137529741,-2.2614660378189,3.8276371057109393,1.4387035484330954,0.5937394077336814,-0.04717290305508587
B136,1.0,25.0,-0.020674412235272846,-0.6966029238935117,-1.4169547504969473,-1.6105132255914871,2.929666719404509,1.4235434565611016,0.584317735840687,-0.05260654218105724
B136,1.0,50.0,-0.030063710099244217,-0.4705418563934577,-0.9482345668697724,-1.067728539129362,2.180911102363972,1.3982766367744448,0.5686149493523628,-0.061662607391009504
