panel,arm,gross,cadence,K,char,flavour,level,seed,achieved,n_from_B,ach_mrho,ach_cvol,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,dCAGR_vs_EWall,dSharpe_vs_EWall,dIS_Sharpe_vs_EWall,dOOS_Sharpe_vs_EWall,keep4a,fail4b,keep4b
mrho~POOL~L0.114289~0~k20,EWall,0.5,W,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.08871471923322805,0.7710443969716348,-0.27090146827704675,0.732234316612004,0.8119750211716454,0.9643534435990339,0.10249001571642347,-0.14360883628654197,0.08029322721329146,0.6735248684440951,-0.2709014682770473,1.3271716831460523,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~0~k20,MA-RS,0.5,W,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.04542255468397616,0.3754155751089961,-0.3306273469579615,0.13404901230465688,0.5572923741575921,0.17646241985826314,0.014221452079830277,-0.3306273469579615,0.06516991621761292,0.4736448232727127,-0.2850921863503373,7.915019142175341,-0.04329216454925189,-0.39562882186263876,-0.7878910237407707,-0.19988004517138241,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~0~k20,EWall,0.5,M,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.08580135640066078,0.744735979110628,-0.28795512032651793,0.7139328360460077,0.7792393916742067,0.9357694124934691,0.099414164291596,-0.14932365926403346,0.0774784316343502,0.6489296176668085,-0.2879551203265188,0.6758306436283973,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~0~k20,MA-RS,0.5,M,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.05391707257655565,0.4328034189558797,-0.2961307835863366,0.31513356456772396,0.5278428924053158,0.5272458167569924,0.05850160819687589,-0.2485912501716825,0.05109559340138792,0.39300711117136444,-0.29613078358633693,3.283003511784839,-0.03188428382410513,-0.31193256015474835,-0.4085235957364767,-0.255922506495444,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~0~k20,EWall,0.75,W,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.1301778753900158,0.7722862193593409,-0.3815426142553391,0.73314622894576,0.8134925106380889,0.9649912669400882,0.15275887214926676,-0.21057583873346986,0.11645338741893463,0.6750941530838268,-0.38154261425533953,1.972924293698357,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD",False
mrho~POOL~L0.114289~0~k20,MA-RS,0.75,W,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.061320369225298155,0.3802134479860598,-0.45639632375386563,0.13659375495851567,0.5638165572142341,0.177787960848244,0.015884062503516372,-0.45639632375386563,0.09039117341736369,0.4801564437559767,-0.4062869806200836,11.788979598111837,-0.06885750616471764,-0.3920727713732811,-0.7872033060918442,-0.1949377093278501,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~0~k20,EWall,0.75,M,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.1255777118438366,0.7460812958640374,-0.40325360115574704,0.7137749683252481,0.781735387248383,0.9350041777891016,0.1476355361927042,-0.21766632466871239,0.11216712284513286,0.6513818018830504,-0.40325360115574704,1.0007620527072207,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD",False
mrho~POOL~L0.114289~0~k20,MA-RS,0.75,M,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.07470933829115678,0.4390486210235998,-0.4186416210122166,0.3095980042318827,0.5429159301677896,0.5233325640645514,0.08222510261697447,-0.3530135286937588,0.07009370735842446,0.4040564910136094,-0.41864162101221625,4.8758702961316445,-0.05086837355267981,-0.30703267484043756,-0.4116716137245502,-0.24732531086944098,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~0~k20,EWall,1.0,W,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.16917743300727262,0.7733240262543419,-0.47775632497208387,0.7339099471949545,0.8147648363679746,0.9654805336433478,0.20191891447014654,-0.27427950883575136,0.14940342035758603,0.6764416546113446,-0.47775632497208365,2.653850564057341,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD",False
mrho~POOL~L0.114289~0~k20,MA-RS,1.0,W,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.07229866641736615,0.38499538506400416,-0.5608117015705597,0.13905714281773796,0.5703246788670667,0.17900647423283417,0.013812584209066836,-0.5608117015705597,0.11009280821787071,0.4866737422245784,-0.5130558510430385,15.626063022432003,-0.09687876658990646,-0.3883286411903378,-0.7864740594105137,-0.18976791238676627,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~0~k20,EWall,1.0,M,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.16286188706703753,0.7473247239602347,-0.5023185089336355,0.7134808745686455,0.7841843158573115,0.9340643359106355,0.19444610519999284,-0.28202558015890167,0.14377411211838154,0.6538286894081186,-0.5023185089336357,1.3394409233632691,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD",False
mrho~POOL~L0.114289~0~k20,MA-RS,1.0,M,20,mrho,POOL,0.114289,0,0.11295177327437488,2,0.11295177327437488,0.59988088786778,0.09100334535482157,0.44526101101558924,-0.5252102884128167,0.3039808414900551,0.5579784893490374,0.5193515934281339,0.10186487067596683,-0.4456709678991704,0.08434883015158623,0.41514323698755107,-0.5252102884128169,6.4485527901865325,-0.07185854171221595,-0.3020637129446455,-0.4147127424825017,-0.2386854524205675,False,"H1,H2,OOS,DD,CAGR",False
mrho~POOL~L0.114289~1~k20,EWall,0.5,W,20,mrho,POOL,0.114289,1,0.08593810935312447,2,0.08593810935312447,0.5983694388228324,0.07827413721157495,0.7456722960734167,-0.23887104167856033,0.4301607385299364,1.0149308035621503,0.3462457644758818,0.030723139252167853,-0.23757110467080178,0.10873101034329857,0.9712669086040829,-0.23887104167856021,1.316404640829203,0.0,0.0,0.0,0.0,False,"H1,DD,CAGR",False
