panel,book,lam,cost,selector,f,sleeve,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,V2_CAGR,V2_Sharpe,V2_MaxDD,beats_SPY,beats_V2,OOS_4b,OOS_4a
u56,EWALL,0.06,10.0,S1_IS4b,0.3,TLT,0.09951254540953136,1.0319474633128138,-0.1950895670849605,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.06,10.0,S2_minSleeveDD,0.05,CASH,0.1303227667990685,1.1293716204671322,-0.214923214766778,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.06,10.0,S3_maxSleeveCAGR,0.05,SPY1,0.13573748126403018,1.114821667272181,-0.22660659903963465,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.06,10.0,S4_ISsharpe_fpos,0.5,BOND2,0.07265676365246532,0.8910284288608277,-0.19514240739210276,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.06,15.0,S0_ISsharpe,0.5,BOND2,0.0702665295099032,0.8637979975660267,-0.19653656895087712,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,False,False,False,False
u56,EWALL,0.06,15.0,S1_IS4b,0.3,TLT,0.09778514947697947,1.0155783161725787,-0.19641321842318482,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.06,15.0,S2_minSleeveDD,0.05,CASH,0.12986163283113616,1.1257944087613567,-0.21499436666655047,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.06,15.0,S3_maxSleeveCAGR,0.05,SPY1,0.13518678229473435,1.1108009835624513,-0.2266934634823633,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.06,15.0,S4_ISsharpe_fpos,0.5,BOND2,0.0702665295099032,0.8637979975660267,-0.19653656895087712,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,False,False,False,False
u56,EWALL,0.06,25.0,S0_ISsharpe,0.5,BOND2,0.06550112782743711,0.8092862332599222,-0.19931802776857221,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,False,False,False,False
u56,EWALL,0.06,25.0,S1_IS4b,0.25,TLT,0.10144451078712824,1.0222973391560009,-0.1936454357496884,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.06,25.0,S2_minSleeveDD,0.05,CASH,0.12893991683116712,1.1186393330827256,-0.2151366557001415,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.06,25.0,S3_maxSleeveCAGR,0.05,SPY1,0.13408616494963566,1.1027585348028,-0.22686717024719227,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.06,25.0,S4_ISsharpe_fpos,0.5,BOND2,0.06550112782743711,0.8092862332599222,-0.19931802776857221,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,False,False,False,False
u56,EWALL,0.06,50.0,S0_ISsharpe,0.35,TLT,0.07763709305612809,0.8413555632372041,-0.21268479846138877,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,False,False,False,False
u56,EWALL,0.06,50.0,S1_IS4b,0.2,TLT,0.10195622686632566,0.9966433999412954,-0.19323591826491437,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.06,50.0,S2_minSleeveDD,0.05,CASH,0.12663884310911278,1.1007479540158098,-0.21549229216064625,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.06,50.0,S3_maxSleeveCAGR,0.05,SPY1,0.13133916946090562,1.0826463003240843,-0.22730130814256344,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.06,50.0,S4_ISsharpe_fpos,0.35,TLT,0.07763709305612809,0.8413555632372041,-0.21268479846138877,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,False,False,False,False
u56,EWALL,0.1,0.0,S0_ISsharpe,0.5,BOND2,0.07757611606556458,0.9467501928738471,-0.192347202203492,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.1,0.0,S1_IS4b,0.35,TLT,0.09691496497800167,1.0310015547016091,-0.19761880568150048,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.1,0.0,S2_minSleeveDD,0.05,CASH,0.13142269052658717,1.1378354216396749,-0.21478089620007168,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.1,0.0,S3_maxSleeveCAGR,0.05,SPY1,0.13701600020085047,1.124094565693468,-0.2264328480313783,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.1,0.0,S4_ISsharpe_fpos,0.5,BOND2,0.07757611606556458,0.9467501928738471,-0.192347202203492,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.1,5.0,S0_ISsharpe,0.5,BOND2,0.07517542027866475,0.9195658455515469,-0.19374595303939246,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.1,5.0,S1_IS4b,0.3,TLT,0.10139502624624419,1.0496725946923235,-0.1937638530159871,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.1,5.0,S2_minSleeveDD,0.05,CASH,0.13096073786411022,1.1342560441134715,-0.21485205794469897,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.1,5.0,S3_maxSleeveCAGR,0.05,SPY1,0.13646435917416677,1.1200724631706656,-0.22651972722278557,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.1,5.0,S4_ISsharpe_fpos,0.5,BOND2,0.07517542027866475,0.9195658455515469,-0.19374595303939246,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.1,10.0,S0_ISsharpe,0.5,BOND2,0.07277977105306155,0.8923570969589918,-0.19514240745099687,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.1,10.0,S1_IS4b,0.3,TLT,0.09966453869938086,1.0333137910082977,-0.1950895671514623,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.1,10.0,S2_minSleeveDD,0.05,CASH,0.1304989696774026,1.1306764418347854,-0.21492321476677856,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.1,10.0,S3_maxSleeveCAGR,0.05,SPY1,0.13591297898446464,1.1160499889997015,-0.22660659903963642,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.1,10.0,S4_ISsharpe_fpos,0.5,BOND2,0.07277977105306155,0.8923570969589918,-0.19514240745099687,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.1,15.0,S0_ISsharpe,0.5,BOND2,0.07038915838240811,0.8651271130349062,-0.19653656900963845,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,False,False,False,False
u56,EWALL,0.1,15.0,S1_IS4b,0.3,TLT,0.0979366202739973,1.0169429668557164,-0.19641321848954596,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.1,15.0,S2_minSleeveDD,0.05,CASH,0.1300373858944337,1.1270966172734598,-0.21499436666655158,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.1,15.0,S3_maxSleeveCAGR,0.05,SPY1,0.13536185951157242,1.1120271473661925,-0.22669346348236408,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.1,15.0,S4_ISsharpe_fpos,0.5,BOND2,0.07038915838240811,0.8651271130349062,-0.19653656900963845,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,False,False,False,False
u56,EWALL,0.1,25.0,S0_ISsharpe,0.5,BOND2,0.06562300277406186,0.8106161150983473,-0.19931802782706587,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,False,False,False,False
u56,EWALL,0.1,25.0,S1_IS4b,0.25,TLT,0.10160150369739629,1.02366599400838,-0.19364543581996285,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.1,25.0,S2_minSleeveDD,0.05,CASH,0.12911477125173598,1.1199363111841611,-0.2151366557001423,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.1,25.0,S3_maxSleeveCAGR,0.05,SPY1,0.13426040223579871,1.1039803784594107,-0.2268671702471936,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.1,25.0,S4_ISsharpe_fpos,0.5,BOND2,0.06562300277406186,0.8106161150983473,-0.19931802782706587,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,False,False,False,False
u56,EWALL,0.1,50.0,S0_ISsharpe,0.35,TLT,0.0777779877770437,0.8426909303269661,-0.21268479850145117,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,False,False,False,False
u56,EWALL,0.1,50.0,S1_IS4b,0.2,TLT,0.10211729727000929,0.9980037595164752,-0.1932359183386737,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.1,50.0,S2_minSleeveDD,0.05,CASH,0.12681145667367089,1.1020318289751276,-0.2154922921606468,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.1,50.0,S3_maxSleeveCAGR,0.05,SPY1,0.1315113131888892,1.0838573187946663,-0.22730130814256466,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.1,50.0,S4_ISsharpe_fpos,0.35,TLT,0.0777779877770437,0.8426909303269661,-0.21268479850145117,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,False,False,False,False
u56,EWALL,0.15,0.0,S0_ISsharpe,0.5,BOND2,0.07762014116443083,0.9472282791329228,-0.192347202203492,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.15,0.0,S1_IS4b,0.35,TLT,0.09696726770429187,1.0314953036719159,-0.19761880568150902,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.15,0.0,S2_minSleeveDD,0.05,CASH,0.13148669549354475,1.1383248683427927,-0.21478089620007212,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.15,0.0,S3_maxSleeveCAGR,0.05,SPY1,0.13707981899176414,1.1245552121277793,-0.2264328480313781,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.15,0.0,S4_ISsharpe_fpos,0.5,BOND2,0.07762014116443083,0.9472282791329228,-0.192347202203492,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.15,5.0,S0_ISsharpe,0.5,BOND2,0.07521924032713967,0.9200431625406117,-0.19374595303939135,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.15,5.0,S1_IS4b,0.3,TLT,0.10144951532459134,1.0501726107726201,-0.19376385301598908,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.15,5.0,S2_minSleeveDD,0.05,CASH,0.13102447884131174,1.1347437801710891,-0.21485205794469941,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.15,5.0,S3_maxSleeveCAGR,0.05,SPY1,0.13652789423577727,1.1205313841412028,-0.22651972722278535,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.15,5.0,S4_ISsharpe_fpos,0.5,BOND2,0.07521924032713967,0.9200431625406117,-0.19374595303939135,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.15,10.0,S0_ISsharpe,0.5,BOND2,0.07282338673176003,0.8928336285204315,-0.1951424074509963,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.15,10.0,S1_IS4b,0.3,TLT,0.09971870968398377,1.0338117890984664,-0.1950895671514642,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.15,10.0,S2_minSleeveDD,0.05,CASH,0.130562446863431,1.1311624659425976,-0.2149232147667791,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.15,10.0,S3_maxSleeveCAGR,0.05,SPY1,0.13597623056948271,1.1165071831123963,-0.22660659903963598,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.15,10.0,S4_ISsharpe_fpos,0.5,BOND2,0.07282338673176003,0.8928336285204315,-0.1951424074509963,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.15,15.0,S0_ISsharpe,0.5,BOND2,0.07043257037004969,0.8656028430032958,-0.19653656900963723,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,False,False,False,False
u56,EWALL,0.15,15.0,S1_IS4b,0.3,TLT,0.09799047401694327,1.01743894116279,-0.19641321848954563,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.15,15.0,S2_minSleeveDD,0.05,CASH,0.13010059948776131,1.127580928132145,-0.2149943666665517,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.15,15.0,S3_maxSleeveCAGR,0.05,SPY1,0.1354248278725405,1.112482613233175,-0.2266934634823642,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
u56,EWALL,0.15,15.0,S4_ISsharpe_fpos,0.5,BOND2,0.07043257037004969,0.8656028430032958,-0.19653656900963723,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,False,False,False,False
u56,EWALL,0.15,25.0,S0_ISsharpe,0.5,BOND2,0.06566600940817469,0.8110901933789858,-0.1993180278270661,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,False,False,False,False
u56,EWALL,0.15,25.0,S1_IS4b,0.25,TLT,0.10165708658723083,1.024162266781727,-0.19364543581996452,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.15,25.0,S2_minSleeveDD,0.05,CASH,0.1291774582546219,1.1204171916665908,-0.21513665570014306,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.15,25.0,S3_maxSleeveCAGR,0.05,SPY1,0.13432280490560644,1.104432383696192,-0.2268671702471936,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,True,False,False,False
u56,EWALL,0.15,25.0,S4_ISsharpe_fpos,0.5,BOND2,0.06566600940817469,0.8110901933789858,-0.1993180278270661,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09188615777181997,1.2419798947110137,-0.12092634875468766,False,False,False,False
u56,EWALL,0.15,50.0,S0_ISsharpe,0.35,TLT,0.0778271923837972,0.8431648120189336,-0.21268479850145838,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,False,False,False,False
u56,EWALL,0.15,50.0,S1_IS4b,0.2,TLT,0.10217374111873068,0.9984925016665931,-0.19323591833867926,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.15,50.0,S2_minSleeveDD,0.05,CASH,0.12687283066578736,1.1025041111286618,-0.21549229216064725,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.15,50.0,S3_maxSleeveCAGR,0.05,SPY1,0.13157230603834114,1.0843006486036202,-0.22730130814256433,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,True,False,False,False
u56,EWALL,0.15,50.0,S4_ISsharpe_fpos,0.35,TLT,0.0778271923837972,0.8431648120189336,-0.21268479850145838,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.08701349791686863,1.1804580613683542,-0.12155433986760933,False,False,False,False
u56,EWALL,0.25,0.0,S0_ISsharpe,0.5,BOND2,0.0776357912907748,0.9474031022263492,-0.192347202203489,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.25,0.0,S1_IS4b,0.35,TLT,0.09698677936089228,1.031691527431259,-0.19761880568150414,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.25,0.0,S2_minSleeveDD,0.05,CASH,0.13151191050352518,1.1385411408734158,-0.2147808962000719,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.25,0.0,S3_maxSleeveCAGR,0.05,SPY1,0.1371049277578218,1.1247580385422309,-0.22643284803137764,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.25,0.0,S4_ISsharpe_fpos,0.5,BOND2,0.0776357912907748,0.9474031022263492,-0.192347202203489,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09677994358088604,1.3033814514046251,-0.12029816459609177,True,False,False,False
u56,EWALL,0.25,5.0,S0_ISsharpe,0.5,BOND2,0.07523476323392009,0.9202169372475998,-0.1937459530393889,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.25,5.0,S1_IS4b,0.3,TLT,0.10146986274850867,1.050373528802986,-0.1937638530159842,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.25,5.0,S2_minSleeveDD,0.05,CASH,0.13104950950574734,1.1349587224242113,-0.21485205794469908,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.25,5.0,S3_maxSleeveCAGR,0.05,SPY1,0.1365528123286468,1.1207329115030837,-0.22651972722278568,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.25,5.0,S4_ISsharpe_fpos,0.5,BOND2,0.07523476323392009,0.9202169372475998,-0.1937459530393889,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09579949209392957,1.291111718681875,-0.12042381687213732,True,False,False,False
u56,EWALL,0.25,10.0,S0_ISsharpe,0.5,BOND2,0.07283878289970436,0.8930063491884171,-0.19514240745099376,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.25,10.0,S1_IS4b,0.3,TLT,0.0997387870898141,1.0340102550584265,-0.1950895671514592,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.25,10.0,S2_minSleeveDD,0.05,CASH,0.1305872933218566,1.1313760767428673,-0.21492321476677922,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.25,10.0,S3_maxSleeveCAGR,0.05,SPY1,0.13600095816076818,1.1167074102183274,-0.2266065990396361,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.25,10.0,S4_ISsharpe_fpos,0.5,BOND2,0.07283878289970436,0.8930063491884171,-0.19514240745099376,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.09481988847882805,1.2788365375971447,-0.12054946142590783,True,False,False,False
u56,EWALL,0.25,15.0,S0_ISsharpe,0.5,BOND2,0.07044784027846784,0.8657745041286916,-0.196536569009634,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,False,False,False,False
u56,EWALL,0.25,15.0,S1_IS4b,0.3,TLT,0.09801028219359953,1.0176349532507245,-0.19641321848954274,0.15315660628921846,0.8757783801289708,-0.33717235283398284,0.0938411320260113,1.2665560671071945,-0.12067509825751499,True,False,False,False
