dial,selector,old_end,share_at_old,new_end,share_at_new,moved_past_old,moved_past_old_given_was_at_old,landed_interior,ext_mode,ext_mode_share,n,verdict
GROSS,SHARPE,1.0,0.9433962264150944,1.5,0.8113207547169812,0.9245283018867925,0.98,0.11320754716981132,1.5,0.8113207547169812,53,TRUNCATION ARTEFACT (runs to the new wall)
GROSS,4B,1.0,0.37735849056603776,1.5,0.05660377358490566,0.24528301886792453,0.65,0.18867924528301888,0.8,0.20754716981132076,53,endpoint held (old verdict stands)
BAND,SHARPE,0.08,0.8113207547169812,0.15,0.2641509433962264,0.6981132075471698,0.7209302325581395,0.4339622641509434,0.12,0.3018867924528302,53,INTERIOR OPTIMUM FOUND
BAND,4B,0.08,0.6981132075471698,0.15,0.16981132075471697,0.6037735849056604,0.7027027027027027,0.4339622641509434,0.12,0.3018867924528302,53,INTERIOR OPTIMUM FOUND
SLEEVE,SHARPE,0.3,1.0,0.5,0.22641509433962265,0.8867924528301887,0.8867924528301887,0.660377358490566,0.45,0.39622641509433965,53,INTERIOR OPTIMUM FOUND
SLEEVE,4B,0.3,0.018867924528301886,0.5,0.018867924528301886,0.018867924528301886,1.0,0.0,0.0,0.49056603773584906,53,endpoint held (old verdict stands)
