panel,cost_bps,chooser,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4b_oos,keep4a
U56,0,C_SHARPE,VOLTGT 1.00,0.15920399212752034,1.2492903441081227,-0.1904574573534994,True,False
U56,0,C_CAGR,EW 1.00,0.1841000964820374,1.1332559762838004,-0.2916296363522668,False,False
U56,0,C_CALMAR,VOLTGT 1.00,0.15920399212752034,1.2492903441081227,-0.1904574573534994,True,False
U56,0,C_DDCREDIT_UNMATCHED,BAND 1.00,0.12936485510587525,1.3003274591187373,-0.15879014033027272,True,False
U56,0,C_DDCREDIT_MATCHED,TOPN 1.00,0.1818274081192499,1.1861881889365204,-0.25048424496757205,False,False
U56,0,C_MEMO,EW 0.75,0.13770880930159124,1.133745010292614,-0.22511387545250483,False,False
U56,0,C_LIVE_BAND,BAND 0.75,0.09650855698784033,1.3011538835614869,-0.12029827224397549,False,True
U56,10,C_SHARPE,VOLTGT 1.00,0.15681276627708796,1.2327168326042066,-0.19292357075706257,True,False
U56,10,C_CAGR,EW 1.00,0.1827624921481097,1.1262031369108452,-0.29178981691922556,False,False
U56,10,C_CALMAR,VOLTGT 1.00,0.15681276627708796,1.2327168326042066,-0.19292357075706257,True,False
U56,10,C_DDCREDIT_UNMATCHED,BAND 1.00,0.12669164118494414,1.2759272265148862,-0.1591100739598581,True,False
U56,10,C_DDCREDIT_MATCHED,TOPN 1.00,0.1646147810503833,1.0887022786266802,-0.25196660986332875,False,False
U56,10,C_MEMO,EW 0.75,0.1367347568612569,1.126607350357278,-0.2252587495057874,False,False
U56,10,C_LIVE_BAND,BAND 0.75,0.09455179369762767,1.276620821629499,-0.12054956914840886,False,True
U56,25,C_SHARPE,VOLTGT 1.00,0.15323468804021712,1.20782497945829,-0.1966091265731178,True,False
U56,25,C_CAGR,EW 1.00,0.18075885667309755,1.1156223124026123,-0.29203003561444796,False,False
U56,25,C_CALMAR,VOLTGT 1.00,0.15323468804021712,1.20782497945829,-0.1966091265731178,True,False
U56,25,C_DDCREDIT_UNMATCHED,BAND 1.00,0.12269329076695823,1.2392881437078005,-0.15958987574399786,True,False
U56,25,C_DDCREDIT_MATCHED,TOPN 1.00,0.13925374900974696,0.9421076804473884,-0.2541865013544209,False,False
U56,25,C_MEMO,EW 0.75,0.13527520727732156,1.1158992007774058,-0.22547602176461323,False,False
U56,25,C_LIVE_BAND,BAND 0.75,0.09162298082962983,1.2397820432399693,-0.12092645658916645,False,True
U56,50,C_SHARPE,VOLTGT 1.00,0.14729451341234134,1.1662599122534463,-0.20271558690858293,False,False
U56,50,C_CAGR,EW 1.00,0.17742684031438394,1.0979835862605107,-0.2924302610546865,False,False
U56,50,C_CALMAR,EW 1.00,0.17742684031438394,1.0979835862605107,-0.2924302610546865,False,False
U56,50,C_DDCREDIT_UNMATCHED,BAND 1.00,0.11605984848948858,1.1781302412849795,-0.16038928230730964,True,False
U56,50,C_DDCREDIT_MATCHED,VOLTGT 1.00,0.14729451341234134,1.1662599122534463,-0.20271558690858293,False,False
