panel,b_in,b_out,gross,time_in,mean_N_in,days_all_out,flips,max_name_w,mean_gross,mean_shy,turnover_yr,max_row_sum
U56,0.01,0.01,0.75,0.7113060756425021,38.506067415730335,0,3538,0.02,1.0,0.3452008047294119,5.219205980471964,1.0000000000000004
U56,0.01,0.03,0.75,0.7452151481466712,40.34696629213483,0,2258,0.02,1.0,0.3306393302193577,4.025156959373174,1.0000000000000004
U56,0.01,0.06,0.75,0.78977939489049,42.76426966292135,0,1442,0.02,1.0,0.3172484420315219,3.021438607762881,1.0000000000000004
U56,0.01,0.1,0.75,0.8405483950284485,45.511685393258425,0,856,0.02,1.0,0.30159978396603704,2.151978423769842,1.0000000000000004
U56,0.03,0.01,0.75,0.669739586731416,36.249213483146065,0,2443,0.02,0.9999999999999996,0.36344334645493515,4.439212022868336,1.0000000000000004
U56,0.03,0.03,0.75,0.7102683174631209,38.450337078651685,0,1745,0.02,0.9999999999999998,0.3436092589733788,3.5063829420832278,1.0000000000000004
U56,0.03,0.06,0.75,0.7627833341784758,41.3,0,1223,0.02,1.0,0.32860011421231494,2.739327710570766,1.0000000000000004
U56,0.03,0.1,0.75,0.8213951418386654,44.474606741573034,0,780,0.02,1.0,0.30945827183929625,2.0488520812079223,1.0000000000000004
U56,0.06,0.01,0.75,0.5794682807229965,31.36134831460674,0,1676,0.02,1.0,0.4030089887640448,3.659400437841251,1.0000000000000004
U56,0.06,0.03,0.75,0.623429575099228,33.74808988764045,0,1339,0.02,0.9999999999999998,0.3715977528089886,3.095109928265514,1.0000000000000004
U56,0.06,0.06,0.75,0.6792066632962391,36.77280898876405,0,1043,0.02,0.9999999999999998,0.34173258426966274,2.588848906895818,1.0000000000000004
U56,0.06,0.1,0.75,0.7658662603132032,41.467191011235954,0,707,0.02,1.0,0.3086696629213483,1.9843336430390852,1.0000000000000004
U56,0.1,0.01,0.75,0.4784317823649527,25.88044943820225,0,1201,0.02,1.0,0.4905573033707864,2.9200237011826418,1.0000000000000004
U56,0.1,0.03,0.75,0.5149378441542541,27.849662921348315,0,1037,0.02,1.0,0.45515505617977514,2.650409227300453,1.0000000000000004
U56,0.1,0.06,0.75,0.579991892196505,31.362921348314607,0,859,0.02,1.0,0.39891685393258414,2.3624588780215667,1.0000000000000004
U56,0.1,0.1,0.75,0.6896226381306181,37.30134831460674,0,627,0.02,1.0,0.33446067415730324,1.913457736288351,1.0000000000000004
U56,0.01,0.01,1.0,0.7113060756425021,38.506067415730335,0,3538,0.02,0.9999999999999996,0.25025506934893477,5.931682880296214,1.0000000000000009
U56,0.01,0.03,1.0,0.7452151481466712,40.34696629213483,0,2258,0.02,0.9999999999999996,0.21520481419626158,4.636427117741236,1.0000000000000009
U56,0.01,0.06,1.0,0.78977939489049,42.76426966292135,0,1442,0.02,0.9999999999999998,0.17212153684162787,3.5354678799912764,1.0000000000000009
