panel,sha,book,cadence,cost_bps,pass4a,pass4b,fail4b
U56,c006b439,TOP20,Q,25.0,False,False,L4_DD
U56,c006b439,TOP20,Q,50.0,False,False,L4_DD
U56,50585c86,EWELIG,W,0.0,False,True,-
U56,50585c86,EWELIG,W,5.0,False,True,-
U56,50585c86,EWELIG,W,10.0,False,True,-
U56,50585c86,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,50585c86,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,50585c86,BAND03,W,0.0,True,False,L5_CAGR
U56,50585c86,BAND03,W,5.0,True,False,L5_CAGR
U56,50585c86,BAND03,W,10.0,False,False,L5_CAGR
U56,50585c86,BAND03,W,25.0,False,False,L5_CAGR
U56,50585c86,BAND03,W,50.0,False,False,L5_CAGR
U56,50585c86,TOP20,W,0.0,False,True,-
U56,50585c86,TOP20,W,5.0,False,True,-
U56,50585c86,TOP20,W,10.0,False,True,-
U56,50585c86,TOP20,W,25.0,False,False,L1_H1
U56,50585c86,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,50585c86,EWELIG,M,0.0,False,True,-
U56,50585c86,EWELIG,M,5.0,False,True,-
U56,50585c86,EWELIG,M,10.0,False,True,-
U56,50585c86,EWELIG,M,25.0,False,True,-
U56,50585c86,EWELIG,M,50.0,False,True,-
U56,50585c86,BAND03,M,0.0,False,False,L5_CAGR
U56,50585c86,BAND03,M,5.0,False,False,L5_CAGR
U56,50585c86,BAND03,M,10.0,False,False,L5_CAGR
U56,50585c86,BAND03,M,25.0,False,False,L5_CAGR
U56,50585c86,BAND03,M,50.0,False,False,L5_CAGR
U56,50585c86,TOP20,M,0.0,False,True,-
U56,50585c86,TOP20,M,5.0,False,True,-
U56,50585c86,TOP20,M,10.0,False,True,-
U56,50585c86,TOP20,M,25.0,False,True,-
U56,50585c86,TOP20,M,50.0,False,True,-
U56,50585c86,EWELIG,Q,0.0,False,False,L4_DD
U56,50585c86,EWELIG,Q,5.0,False,False,L4_DD
U56,50585c86,EWELIG,Q,10.0,False,False,L4_DD
U56,50585c86,EWELIG,Q,25.0,False,False,L4_DD
U56,50585c86,EWELIG,Q,50.0,False,False,L4_DD
U56,50585c86,BAND03,Q,0.0,False,False,L5_CAGR
U56,50585c86,BAND03,Q,5.0,False,False,L5_CAGR
U56,50585c86,BAND03,Q,10.0,False,False,L5_CAGR
U56,50585c86,BAND03,Q,25.0,False,False,L5_CAGR
U56,50585c86,BAND03,Q,50.0,False,False,L5_CAGR
U56,50585c86,TOP20,Q,0.0,False,False,L4_DD
U56,50585c86,TOP20,Q,5.0,False,False,L4_DD
U56,50585c86,TOP20,Q,10.0,False,False,L4_DD
U56,50585c86,TOP20,Q,25.0,False,False,L4_DD
U56,50585c86,TOP20,Q,50.0,False,False,L4_DD
U56,f138ee9a,EWELIG,W,0.0,False,True,-
U56,f138ee9a,EWELIG,W,5.0,False,True,-
U56,f138ee9a,EWELIG,W,10.0,False,True,-
U56,f138ee9a,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,f138ee9a,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,f138ee9a,BAND03,W,0.0,True,False,L5_CAGR
U56,f138ee9a,BAND03,W,5.0,True,False,L5_CAGR
U56,f138ee9a,BAND03,W,10.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,W,25.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,W,50.0,False,False,L5_CAGR
U56,f138ee9a,TOP20,W,0.0,False,True,-
U56,f138ee9a,TOP20,W,5.0,False,True,-
U56,f138ee9a,TOP20,W,10.0,False,True,-
U56,f138ee9a,TOP20,W,25.0,False,False,L1_H1
U56,f138ee9a,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,f138ee9a,EWELIG,M,0.0,False,True,-
U56,f138ee9a,EWELIG,M,5.0,False,True,-
U56,f138ee9a,EWELIG,M,10.0,False,True,-
U56,f138ee9a,EWELIG,M,25.0,False,True,-
U56,f138ee9a,EWELIG,M,50.0,False,True,-
U56,f138ee9a,BAND03,M,0.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,M,5.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,M,10.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,M,25.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,M,50.0,False,False,L5_CAGR
U56,f138ee9a,TOP20,M,0.0,False,True,-
U56,f138ee9a,TOP20,M,5.0,False,True,-
U56,f138ee9a,TOP20,M,10.0,False,True,-
U56,f138ee9a,TOP20,M,25.0,False,True,-
U56,f138ee9a,TOP20,M,50.0,False,True,-
U56,f138ee9a,EWELIG,Q,0.0,False,False,L4_DD
U56,f138ee9a,EWELIG,Q,5.0,False,False,L4_DD
U56,f138ee9a,EWELIG,Q,10.0,False,False,L4_DD
U56,f138ee9a,EWELIG,Q,25.0,False,False,L4_DD
U56,f138ee9a,EWELIG,Q,50.0,False,False,L4_DD
U56,f138ee9a,BAND03,Q,0.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,Q,5.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,Q,10.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,Q,25.0,False,False,L5_CAGR
U56,f138ee9a,BAND03,Q,50.0,False,False,L5_CAGR
U56,f138ee9a,TOP20,Q,0.0,False,False,L4_DD
U56,f138ee9a,TOP20,Q,5.0,False,False,L4_DD
U56,f138ee9a,TOP20,Q,10.0,False,False,L4_DD
U56,f138ee9a,TOP20,Q,25.0,False,False,L4_DD
U56,f138ee9a,TOP20,Q,50.0,False,False,L4_DD
U56,9ee888f4,EWELIG,W,0.0,False,True,-
U56,9ee888f4,EWELIG,W,5.0,False,True,-
U56,9ee888f4,EWELIG,W,10.0,False,True,-
U56,9ee888f4,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,9ee888f4,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,9ee888f4,BAND03,W,0.0,True,False,L5_CAGR
U56,9ee888f4,BAND03,W,5.0,True,False,L5_CAGR
U56,9ee888f4,BAND03,W,10.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,W,25.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,W,50.0,False,False,L5_CAGR
U56,9ee888f4,TOP20,W,0.0,False,True,-
U56,9ee888f4,TOP20,W,5.0,False,True,-
U56,9ee888f4,TOP20,W,10.0,False,True,-
U56,9ee888f4,TOP20,W,25.0,False,True,-
U56,9ee888f4,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,9ee888f4,EWELIG,M,0.0,False,True,-
U56,9ee888f4,EWELIG,M,5.0,False,True,-
U56,9ee888f4,EWELIG,M,10.0,False,True,-
U56,9ee888f4,EWELIG,M,25.0,False,True,-
U56,9ee888f4,EWELIG,M,50.0,False,True,-
U56,9ee888f4,BAND03,M,0.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,M,5.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,M,10.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,M,25.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,M,50.0,False,False,L5_CAGR
U56,9ee888f4,TOP20,M,0.0,False,True,-
U56,9ee888f4,TOP20,M,5.0,False,True,-
U56,9ee888f4,TOP20,M,10.0,False,True,-
U56,9ee888f4,TOP20,M,25.0,False,True,-
U56,9ee888f4,TOP20,M,50.0,False,True,-
U56,9ee888f4,EWELIG,Q,0.0,False,False,L4_DD
U56,9ee888f4,EWELIG,Q,5.0,False,False,L4_DD
U56,9ee888f4,EWELIG,Q,10.0,False,False,L4_DD
U56,9ee888f4,EWELIG,Q,25.0,False,False,L4_DD
U56,9ee888f4,EWELIG,Q,50.0,False,False,L4_DD
U56,9ee888f4,BAND03,Q,0.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,Q,5.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,Q,10.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,Q,25.0,False,False,L5_CAGR
U56,9ee888f4,BAND03,Q,50.0,False,False,L5_CAGR
U56,9ee888f4,TOP20,Q,0.0,False,False,L4_DD
U56,9ee888f4,TOP20,Q,5.0,False,False,L4_DD
U56,9ee888f4,TOP20,Q,10.0,False,False,L4_DD
U56,9ee888f4,TOP20,Q,25.0,False,False,L4_DD
U56,9ee888f4,TOP20,Q,50.0,False,False,L4_DD
U56,7a93b075,EWELIG,W,0.0,False,True,-
U56,7a93b075,EWELIG,W,5.0,False,True,-
U56,7a93b075,EWELIG,W,10.0,False,True,-
U56,7a93b075,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,7a93b075,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,7a93b075,BAND03,W,0.0,True,False,L5_CAGR
U56,7a93b075,BAND03,W,5.0,True,False,L5_CAGR
U56,7a93b075,BAND03,W,10.0,False,False,L5_CAGR
U56,7a93b075,BAND03,W,25.0,False,False,L5_CAGR
U56,7a93b075,BAND03,W,50.0,False,False,L5_CAGR
U56,7a93b075,TOP20,W,0.0,False,True,-
U56,7a93b075,TOP20,W,5.0,False,True,-
U56,7a93b075,TOP20,W,10.0,False,True,-
U56,7a93b075,TOP20,W,25.0,False,True,-
U56,7a93b075,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,7a93b075,EWELIG,M,0.0,False,True,-
U56,7a93b075,EWELIG,M,5.0,False,True,-
U56,7a93b075,EWELIG,M,10.0,False,True,-
U56,7a93b075,EWELIG,M,25.0,False,True,-
U56,7a93b075,EWELIG,M,50.0,False,True,-
U56,7a93b075,BAND03,M,0.0,False,False,L5_CAGR
U56,7a93b075,BAND03,M,5.0,False,False,L5_CAGR
U56,7a93b075,BAND03,M,10.0,False,False,L5_CAGR
U56,7a93b075,BAND03,M,25.0,False,False,L5_CAGR
U56,7a93b075,BAND03,M,50.0,False,False,L5_CAGR
U56,7a93b075,TOP20,M,0.0,False,True,-
U56,7a93b075,TOP20,M,5.0,False,True,-
U56,7a93b075,TOP20,M,10.0,False,True,-
U56,7a93b075,TOP20,M,25.0,False,True,-
U56,7a93b075,TOP20,M,50.0,False,True,-
U56,7a93b075,EWELIG,Q,0.0,False,False,L4_DD
U56,7a93b075,EWELIG,Q,5.0,False,False,L4_DD
U56,7a93b075,EWELIG,Q,10.0,False,False,L4_DD
U56,7a93b075,EWELIG,Q,25.0,False,False,L4_DD
U56,7a93b075,EWELIG,Q,50.0,False,False,L4_DD
U56,7a93b075,BAND03,Q,0.0,False,False,L5_CAGR
U56,7a93b075,BAND03,Q,5.0,False,False,L5_CAGR
U56,7a93b075,BAND03,Q,10.0,False,False,L5_CAGR
U56,7a93b075,BAND03,Q,25.0,False,False,L5_CAGR
U56,7a93b075,BAND03,Q,50.0,False,False,L5_CAGR
U56,7a93b075,TOP20,Q,0.0,False,False,L4_DD
U56,7a93b075,TOP20,Q,5.0,False,False,L4_DD
U56,7a93b075,TOP20,Q,10.0,False,False,L4_DD
U56,7a93b075,TOP20,Q,25.0,False,False,L4_DD
U56,7a93b075,TOP20,Q,50.0,False,False,L4_DD
U56,60e8c36a,EWELIG,W,0.0,False,True,-
U56,60e8c36a,EWELIG,W,5.0,False,True,-
U56,60e8c36a,EWELIG,W,10.0,False,True,-
U56,60e8c36a,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,60e8c36a,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,60e8c36a,BAND03,W,0.0,True,False,L5_CAGR
U56,60e8c36a,BAND03,W,5.0,True,False,L5_CAGR
U56,60e8c36a,BAND03,W,10.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,W,25.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,W,50.0,False,False,L5_CAGR
U56,60e8c36a,TOP20,W,0.0,False,True,-
U56,60e8c36a,TOP20,W,5.0,False,True,-
U56,60e8c36a,TOP20,W,10.0,False,True,-
U56,60e8c36a,TOP20,W,25.0,False,True,-
U56,60e8c36a,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,60e8c36a,EWELIG,M,0.0,False,True,-
U56,60e8c36a,EWELIG,M,5.0,False,True,-
U56,60e8c36a,EWELIG,M,10.0,False,True,-
U56,60e8c36a,EWELIG,M,25.0,False,True,-
U56,60e8c36a,EWELIG,M,50.0,False,True,-
U56,60e8c36a,BAND03,M,0.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,M,5.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,M,10.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,M,25.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,M,50.0,False,False,L5_CAGR
U56,60e8c36a,TOP20,M,0.0,False,True,-
U56,60e8c36a,TOP20,M,5.0,False,True,-
U56,60e8c36a,TOP20,M,10.0,False,True,-
U56,60e8c36a,TOP20,M,25.0,False,True,-
U56,60e8c36a,TOP20,M,50.0,False,True,-
U56,60e8c36a,EWELIG,Q,0.0,False,False,L4_DD
U56,60e8c36a,EWELIG,Q,5.0,False,False,L4_DD
U56,60e8c36a,EWELIG,Q,10.0,False,False,L4_DD
U56,60e8c36a,EWELIG,Q,25.0,False,False,L4_DD
U56,60e8c36a,EWELIG,Q,50.0,False,False,L4_DD
U56,60e8c36a,BAND03,Q,0.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,Q,5.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,Q,10.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,Q,25.0,False,False,L5_CAGR
U56,60e8c36a,BAND03,Q,50.0,False,False,L5_CAGR
U56,60e8c36a,TOP20,Q,0.0,False,False,L4_DD
U56,60e8c36a,TOP20,Q,5.0,False,False,L4_DD
U56,60e8c36a,TOP20,Q,10.0,False,False,L4_DD
U56,60e8c36a,TOP20,Q,25.0,False,False,L4_DD
U56,60e8c36a,TOP20,Q,50.0,False,False,L4_DD
U56,56e08b10,EWELIG,W,0.0,False,True,-
U56,56e08b10,EWELIG,W,5.0,False,True,-
U56,56e08b10,EWELIG,W,10.0,False,True,-
U56,56e08b10,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,56e08b10,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,56e08b10,BAND03,W,0.0,True,False,L5_CAGR
U56,56e08b10,BAND03,W,5.0,True,False,L5_CAGR
U56,56e08b10,BAND03,W,10.0,False,False,L5_CAGR
U56,56e08b10,BAND03,W,25.0,False,False,L5_CAGR
U56,56e08b10,BAND03,W,50.0,False,False,L5_CAGR
U56,56e08b10,TOP20,W,0.0,False,True,-
U56,56e08b10,TOP20,W,5.0,False,True,-
U56,56e08b10,TOP20,W,10.0,False,True,-
U56,56e08b10,TOP20,W,25.0,False,True,-
U56,56e08b10,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,56e08b10,EWELIG,M,0.0,False,True,-
U56,56e08b10,EWELIG,M,5.0,False,True,-
U56,56e08b10,EWELIG,M,10.0,False,True,-
U56,56e08b10,EWELIG,M,25.0,False,True,-
U56,56e08b10,EWELIG,M,50.0,False,True,-
U56,56e08b10,BAND03,M,0.0,False,False,L5_CAGR
U56,56e08b10,BAND03,M,5.0,False,False,L5_CAGR
U56,56e08b10,BAND03,M,10.0,False,False,L5_CAGR
U56,56e08b10,BAND03,M,25.0,False,False,L5_CAGR
U56,56e08b10,BAND03,M,50.0,False,False,L5_CAGR
U56,56e08b10,TOP20,M,0.0,False,True,-
U56,56e08b10,TOP20,M,5.0,False,True,-
U56,56e08b10,TOP20,M,10.0,False,True,-
U56,56e08b10,TOP20,M,25.0,False,True,-
U56,56e08b10,TOP20,M,50.0,False,True,-
U56,56e08b10,EWELIG,Q,0.0,False,False,L4_DD
U56,56e08b10,EWELIG,Q,5.0,False,False,L4_DD
U56,56e08b10,EWELIG,Q,10.0,False,False,L4_DD
U56,56e08b10,EWELIG,Q,25.0,False,False,L4_DD
U56,56e08b10,EWELIG,Q,50.0,False,False,L4_DD
U56,56e08b10,BAND03,Q,0.0,False,False,L5_CAGR
U56,56e08b10,BAND03,Q,5.0,False,False,L5_CAGR
U56,56e08b10,BAND03,Q,10.0,False,False,L5_CAGR
U56,56e08b10,BAND03,Q,25.0,False,False,L5_CAGR
U56,56e08b10,BAND03,Q,50.0,False,False,L5_CAGR
U56,56e08b10,TOP20,Q,0.0,False,False,L4_DD
U56,56e08b10,TOP20,Q,5.0,False,False,L4_DD
U56,56e08b10,TOP20,Q,10.0,False,False,L4_DD
U56,56e08b10,TOP20,Q,25.0,False,False,L4_DD
U56,56e08b10,TOP20,Q,50.0,False,False,L4_DD
U56,b2528b96,EWELIG,W,0.0,False,True,-
U56,b2528b96,EWELIG,W,5.0,False,True,-
U56,b2528b96,EWELIG,W,10.0,False,True,-
U56,b2528b96,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,b2528b96,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,b2528b96,BAND03,W,0.0,True,False,L5_CAGR
U56,b2528b96,BAND03,W,5.0,True,False,L5_CAGR
U56,b2528b96,BAND03,W,10.0,False,False,L5_CAGR
U56,b2528b96,BAND03,W,25.0,False,False,L5_CAGR
U56,b2528b96,BAND03,W,50.0,False,False,L5_CAGR
U56,b2528b96,TOP20,W,0.0,False,True,-
U56,b2528b96,TOP20,W,5.0,False,True,-
U56,b2528b96,TOP20,W,10.0,False,True,-
U56,b2528b96,TOP20,W,25.0,False,True,-
U56,b2528b96,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,b2528b96,EWELIG,M,0.0,False,True,-
U56,b2528b96,EWELIG,M,5.0,False,True,-
U56,b2528b96,EWELIG,M,10.0,False,True,-
U56,b2528b96,EWELIG,M,25.0,False,True,-
U56,b2528b96,EWELIG,M,50.0,False,True,-
U56,b2528b96,BAND03,M,0.0,False,False,L5_CAGR
U56,b2528b96,BAND03,M,5.0,False,False,L5_CAGR
U56,b2528b96,BAND03,M,10.0,False,False,L5_CAGR
U56,b2528b96,BAND03,M,25.0,False,False,L5_CAGR
U56,b2528b96,BAND03,M,50.0,False,False,L5_CAGR
U56,b2528b96,TOP20,M,0.0,False,True,-
U56,b2528b96,TOP20,M,5.0,False,True,-
U56,b2528b96,TOP20,M,10.0,False,True,-
U56,b2528b96,TOP20,M,25.0,False,True,-
U56,b2528b96,TOP20,M,50.0,False,True,-
U56,b2528b96,EWELIG,Q,0.0,False,False,L4_DD
U56,b2528b96,EWELIG,Q,5.0,False,False,L4_DD
U56,b2528b96,EWELIG,Q,10.0,False,False,L4_DD
U56,b2528b96,EWELIG,Q,25.0,False,False,L4_DD
U56,b2528b96,EWELIG,Q,50.0,False,False,L4_DD
U56,b2528b96,BAND03,Q,0.0,False,False,L5_CAGR
U56,b2528b96,BAND03,Q,5.0,False,False,L5_CAGR
U56,b2528b96,BAND03,Q,10.0,False,False,L5_CAGR
U56,b2528b96,BAND03,Q,25.0,False,False,L5_CAGR
U56,b2528b96,BAND03,Q,50.0,False,False,L5_CAGR
U56,b2528b96,TOP20,Q,0.0,False,False,L4_DD
U56,b2528b96,TOP20,Q,5.0,False,False,L4_DD
U56,b2528b96,TOP20,Q,10.0,False,False,L4_DD
U56,b2528b96,TOP20,Q,25.0,False,False,L4_DD
U56,b2528b96,TOP20,Q,50.0,False,False,L4_DD
U56,868b5c36,EWELIG,W,0.0,False,True,-
U56,868b5c36,EWELIG,W,5.0,False,True,-
U56,868b5c36,EWELIG,W,10.0,False,True,-
U56,868b5c36,EWELIG,W,25.0,False,False,"L1_H1,L5_CAGR"
U56,868b5c36,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,868b5c36,BAND03,W,0.0,True,False,L5_CAGR
U56,868b5c36,BAND03,W,5.0,True,False,L5_CAGR
U56,868b5c36,BAND03,W,10.0,False,False,L5_CAGR
U56,868b5c36,BAND03,W,25.0,False,False,L5_CAGR
U56,868b5c36,BAND03,W,50.0,False,False,L5_CAGR
U56,868b5c36,TOP20,W,0.0,False,True,-
U56,868b5c36,TOP20,W,5.0,False,True,-
U56,868b5c36,TOP20,W,10.0,False,True,-
U56,868b5c36,TOP20,W,25.0,False,True,-
U56,868b5c36,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
U56,868b5c36,EWELIG,M,0.0,False,True,-
U56,868b5c36,EWELIG,M,5.0,False,True,-
U56,868b5c36,EWELIG,M,10.0,False,True,-
U56,868b5c36,EWELIG,M,25.0,False,True,-
U56,868b5c36,EWELIG,M,50.0,False,True,-
U56,868b5c36,BAND03,M,0.0,False,False,L5_CAGR
U56,868b5c36,BAND03,M,5.0,False,False,L5_CAGR
U56,868b5c36,BAND03,M,10.0,False,False,L5_CAGR
U56,868b5c36,BAND03,M,25.0,False,False,L5_CAGR
U56,868b5c36,BAND03,M,50.0,False,False,L5_CAGR
U56,868b5c36,TOP20,M,0.0,False,True,-
U56,868b5c36,TOP20,M,5.0,False,True,-
U56,868b5c36,TOP20,M,10.0,False,True,-
U56,868b5c36,TOP20,M,25.0,False,True,-
U56,868b5c36,TOP20,M,50.0,False,True,-
U56,868b5c36,EWELIG,Q,0.0,False,False,L4_DD
U56,868b5c36,EWELIG,Q,5.0,False,False,L4_DD
U56,868b5c36,EWELIG,Q,10.0,False,False,L4_DD
U56,868b5c36,EWELIG,Q,25.0,False,False,L4_DD
U56,868b5c36,EWELIG,Q,50.0,False,False,L4_DD
U56,868b5c36,BAND03,Q,0.0,False,False,L5_CAGR
U56,868b5c36,BAND03,Q,5.0,False,False,L5_CAGR
U56,868b5c36,BAND03,Q,10.0,False,False,L5_CAGR
U56,868b5c36,BAND03,Q,25.0,False,False,L5_CAGR
U56,868b5c36,BAND03,Q,50.0,False,False,L5_CAGR
U56,868b5c36,TOP20,Q,0.0,False,False,L4_DD
U56,868b5c36,TOP20,Q,5.0,False,False,L4_DD
U56,868b5c36,TOP20,Q,10.0,False,False,L4_DD
U56,868b5c36,TOP20,Q,25.0,False,False,L4_DD
U56,868b5c36,TOP20,Q,50.0,False,False,L4_DD
B136,0ede2282,EWELIG,W,0.0,False,True,-
B136,0ede2282,EWELIG,W,5.0,False,True,-
B136,0ede2282,EWELIG,W,10.0,False,False,L5_CAGR
B136,0ede2282,EWELIG,W,25.0,False,False,"L2_H2,L5_CAGR"
B136,0ede2282,EWELIG,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,0ede2282,BAND03,W,0.0,True,False,L5_CAGR
B136,0ede2282,BAND03,W,5.0,True,False,L5_CAGR
B136,0ede2282,BAND03,W,10.0,False,False,L5_CAGR
B136,0ede2282,BAND03,W,25.0,False,False,L5_CAGR
B136,0ede2282,BAND03,W,50.0,False,False,L5_CAGR
B136,0ede2282,TOP20,W,0.0,False,True,-
B136,0ede2282,TOP20,W,5.0,False,True,-
B136,0ede2282,TOP20,W,10.0,False,False,L2_H2
B136,0ede2282,TOP20,W,25.0,False,False,"L2_H2,L3_OOS,L5_CAGR"
B136,0ede2282,TOP20,W,50.0,False,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,0ede2282,EWELIG,M,0.0,False,False,L4_DD
B136,0ede2282,EWELIG,M,5.0,False,False,L4_DD
B136,0ede2282,EWELIG,M,10.0,False,False,L4_DD
B136,0ede2282,EWELIG,M,25.0,False,False,L4_DD
B136,0ede2282,EWELIG,M,50.0,False,False,"L4_DD,L5_CAGR"
B136,0ede2282,BAND03,M,0.0,False,False,L5_CAGR
B136,0ede2282,BAND03,M,5.0,False,False,L5_CAGR
B136,0ede2282,BAND03,M,10.0,False,False,L5_CAGR
B136,0ede2282,BAND03,M,25.0,False,False,L5_CAGR
B136,0ede2282,BAND03,M,50.0,False,False,L5_CAGR
B136,0ede2282,TOP20,M,0.0,False,False,L4_DD
B136,0ede2282,TOP20,M,5.0,False,False,L4_DD
B136,0ede2282,TOP20,M,10.0,False,False,L4_DD
B136,0ede2282,TOP20,M,25.0,False,False,L4_DD
B136,0ede2282,TOP20,M,50.0,False,False,"L2_H2,L3_OOS,L4_DD"
B136,0ede2282,EWELIG,Q,0.0,False,False,L4_DD
B136,0ede2282,EWELIG,Q,5.0,False,False,L4_DD
B136,0ede2282,EWELIG,Q,10.0,False,False,L4_DD
B136,0ede2282,EWELIG,Q,25.0,False,False,L4_DD
B136,0ede2282,EWELIG,Q,50.0,False,False,"L2_H2,L4_DD,L5_CAGR"
B136,0ede2282,BAND03,Q,0.0,False,False,"L2_H2,L4_DD,L5_CAGR"
