window,panel,family,control,armA,armB,dSharpe,dCAGR,dMaxDD,corr,l1_mean,l1_max,floor,label,matched,match_gap,A_Sharpe,B_Sharpe,A_CAGR,B_CAGR,A_MaxDD,B_MaxDD,other_arm,other_dSharpe,other_l1_max
IS,U56,TREND,RAW,EWall,MA-RS,0.06028562929196779,0.023026316730379248,-0.0169319410308979,0.8603967316042097,0.22171376981034985,0.6599999999999995,0.029628757795625793,VISIBLE,,0.0,1.1263026427498684,1.0660170134579006,0.12780900796240835,0.1047826912320291,-0.1256780325738155,-0.10874609154291759,,,
IS,U56,TREND,GROSS,EWall,MA-RS,0.06028562929196779,0.023026316730379248,-0.0169319410308979,0.8603967316042097,0.22171376981034985,0.6599999999999995,0.029628757795625793,VISIBLE,0.75,0.0,1.1263026427498684,1.0660170134579006,0.12780900796240835,0.1047826912320291,-0.1256780325738155,-0.10874609154291759,,,
IS,U56,TREND,VOL,EWall,MA-RS,0.0595845826488437,0.006472607878538206,-0.001532062673399004,0.8603806464485807,0.2413345191911788,0.6234052616594912,0.029628757795625793,VISIBLE,0.0979946686728849,1.5325835017732103e-08,1.1256014659018196,1.066016883252976,0.11124407946661852,0.10477147158808031,-0.11026682918511077,-0.10873476651171177,,,
IS,U56,TREND,BETA,EWall,MA-RS,0.05883311951006065,-0.010427118549524161,0.014436752936362374,0.8603608811730205,0.2613862011880748,0.5858970993903148,0.029628757795625793,VISIBLE,0.46730892413310055,2.165981146107221e-07,1.1248497449924135,1.0660166254823529,0.09432214151199836,0.10474926006152252,-0.09427559322656887,-0.10871234616293124,,,
IS,U56,TREND,CONST,MA-RS,EWall@g(MA-RS),-0.06028562929196779,-0.023026316730379248,0.0169319410308979,0.8603967316042098,0.22171376981034985,0.6599999999999995,0.029628757795625793,VISIBLE,0.75,0.0,1.0660170134579006,1.1263026427498684,0.1047826912320291,0.12780900796240835,-0.10874609154291759,-0.1256780325738155,EWall,0.0,0.0
IS,U56,VOLCAP,RAW,EWall,VOLCAP-DG,0.046093755786696944,0.01786211762153811,-0.0061538736532250615,0.9851107115891199,0.012653068358046134,0.13500000000000006,0.03783553815798779,VISIBLE,,0.0,1.1263026427498684,1.0802088869631714,0.12780900796240835,0.10994689034087024,-0.1256780325738155,-0.11952415892059043,,,
IS,U56,VOLCAP,GROSS,EWall,VOLCAP-DG,0.045914665113034214,0.01354895300710024,-0.0021636735364047865,0.9851009217575102,0.024323024844155064,0.13850405185705716,0.03783553815798779,VISIBLE,0.7249710581638781,2.220446049250313e-16,1.1261235520762056,1.0802088869631714,0.12349584334797048,0.10994689034087024,-0.12168783245699522,-0.11952415892059043,,,
IS,U56,VOLCAP,VOL,EWall,VOLCAP-DG,0.045558177561086044,0.005137666596748414,0.005662277580226527,0.9850812464867931,0.04709318915066882,0.1453302188417933,0.03783553815798779,VISIBLE,0.10133462068249618,1.1591753973361207e-08,1.12576676004648,1.080208582485394,0.11507539871627404,0.10993773211952562,-0.11385227484368754,-0.11951455242391407,,,
IS,U56,VOLCAP,BETA,EWall,VOLCAP-DG,0.04548917770144478,0.0035335424379212554,0.007161205547045468,0.9850774031150197,0.05143598901014887,0.14662684636123627,0.03783553815798779,VISIBLE,0.5611621037491143,1.2511760094646718e-07,1.1256975540796814,1.0802083763782366,0.11346507521127025,0.109931532773349,-0.11234684405494566,-0.11950804960199113,,,
IS,U56,VOLCAP,CONST,VOLCAP-DG,EWall@g(VOLCAP-DG),-0.045914665113034214,-0.01354895300710024,0.0021636735364047865,0.98510092175751,0.024323024844155064,0.13850405185705716,0.03783553815798779,VISIBLE,0.7249710581638781,2.220446049250313e-16,1.0802088869631714,1.1261235520762056,0.10994689034087024,0.12349584334797048,-0.11952415892059043,-0.12168783245699522,EWall,0.0,0.0
