arm,source,row,flag_col,mult,floor,panel,ladder,chooser,committed_flag,committed_margin,states_q,rebuilt_margin,spread,admissible,agreement,transfer_resolved,own_hw_q0.5,own_resolved_HW_q0.5,own_resolved_AG_q0.5,flip_HW_q0.5,flip_AG_q0.5,dir_HW_q0.5,own_hw_q0.68,own_resolved_HW_q0.68,own_resolved_AG_q0.68,flip_HW_q0.68,flip_AG_q0.68,dir_HW_q0.68,own_hw_q0.8,own_resolved_HW_q0.8,own_resolved_AG_q0.8,flip_HW_q0.8,flip_AG_q0.8,dir_HW_q0.8,own_hw_q0.9,own_resolved_HW_q0.9,own_resolved_AG_q0.9,flip_HW_q0.9,flip_AG_q0.9,dir_HW_q0.9,own_hw_q0.95,own_resolved_HW_q0.95,own_resolved_AG_q0.95,flip_HW_q0.95,flip_AG_q0.95,dir_HW_q0.95
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,0,above_877_seed_floor,1.0,0.0145,B136,L_BOOK,C_ISSHARPE,False,0.00011867880061866565,False,0.00011867880061866565,0.2519592134305937,True,0.53,False,0.08525361698725249,False,True,False,True,AGREE,0.12061358745826409,False,False,False,False,AGREE,0.15858123520494066,False,False,False,False,AGREE,0.20522287084074367,False,False,False,False,AGREE,0.2559063287310118,False,False,False,False,AGREE
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,1,above_877_seed_floor,1.0,0.0145,B136,L_CAD,C_ISSHARPE,True,0.02047292148834412,False,0.02047292148834412,0.09358033920496456,True,0.581,True,0.07347571534786945,False,True,True,False,TRANSFER_LAX,0.1112368751460814,False,False,True,True,TRANSFER_LAX,0.1458365544740532,False,False,True,True,TRANSFER_LAX,0.18310794773847716,False,False,True,True,TRANSFER_LAX,0.21606231154866107,False,False,True,True,TRANSFER_LAX
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,2,above_877_seed_floor,1.0,0.0145,B136,L_G,C_ISSHARPE,False,0.000332938823043083,False,0.000332938823043083,0.003384122485352581,True,0.953,False,0.00014091509258612467,True,True,True,True,TRANSFER_STRICT,0.0002027377461552727,True,True,True,True,TRANSFER_STRICT,0.0002611709846834121,True,True,True,True,TRANSFER_STRICT,0.0003366680464440411,False,True,False,True,AGREE,0.0004122732189163894,False,True,False,True,AGREE
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,3,above_877_seed_floor,1.0,0.0145,B136,L_H,C_ISSHARPE,True,0.05588777649946697,False,0.05588777649946697,0.2876993937080623,True,0.662,True,0.0900405582522054,False,True,True,False,TRANSFER_LAX,0.13037455911988968,False,False,True,True,TRANSFER_LAX,0.1747414105306769,False,False,True,True,TRANSFER_LAX,0.22376537907736127,False,False,True,True,TRANSFER_LAX,0.267028872350399,False,False,True,True,TRANSFER_LAX
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,4,above_877_seed_floor,1.0,0.0145,B136,L_MV,C_ISSHARPE,True,0.040530194464210245,False,0.040530194464210245,0.11728309430777784,True,0.715,True,0.04877708993766629,False,True,True,False,TRANSFER_LAX,0.07319263764920927,False,True,True,False,TRANSFER_LAX,0.09537231561019263,False,False,True,True,TRANSFER_LAX,0.1281663175598452,False,False,True,True,TRANSFER_LAX,0.15425286349803355,False,False,True,True,TRANSFER_LAX
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,5,above_877_seed_floor,1.0,0.0145,B136,L_N,C_ISSHARPE,False,0.009369302261435175,False,0.009369302261435175,0.1870058979110616,True,0.495,False,0.0744634281929345,False,False,False,False,AGREE,0.10772290969411812,False,False,False,False,AGREE,0.14115499239153392,False,False,False,False,AGREE,0.174928269303719,False,False,False,False,AGREE,0.2112687929010591,False,False,False,False,AGREE
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,6,above_877_seed_floor,1.0,0.0145,B136,L_NH,C_ISSHARPE,True,0.12377591935226939,False,0.12377591935226939,0.5010222697479193,True,0.931,True,0.05314967083756246,True,True,False,False,AGREE,0.08121593638768308,True,True,False,False,AGREE,0.1081386334696843,True,True,False,False,AGREE,0.1412438540508274,False,True,True,False,TRANSFER_LAX,0.16554688558400124,False,False,True,True,TRANSFER_LAX
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,7,above_877_seed_floor,1.0,0.0145,U56,L_BOOK,C_ISSHARPE,True,0.024231014450573296,False,0.024231014450573296,0.17096612913810194,True,0.586,True,0.08096320542577219,False,True,True,False,TRANSFER_LAX,0.11807824225045246,False,False,True,True,TRANSFER_LAX,0.1549078597113796,False,False,True,True,TRANSFER_LAX,0.20277723221707394,False,False,True,True,TRANSFER_LAX,0.24575594938956197,False,False,True,True,TRANSFER_LAX
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,8,above_877_seed_floor,1.0,0.0145,U56,L_CAD,C_ISSHARPE,False,0.00784413458759503,False,0.00784413458759503,0.03626927728303664,True,0.528,False,0.06196185664193976,False,True,False,True,AGREE,0.09011767317248234,False,False,False,False,AGREE,0.11493283781905253,False,False,False,False,AGREE,0.14744907819501576,False,False,False,False,AGREE,0.17525055792189176,False,False,False,False,AGREE
CSV,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.margins.csv,9,above_877_seed_floor,1.0,0.0145,U56,L_G,C_ISSHARPE,False,0.00010870912050653381,False,0.00010870912050653381,0.0013944423901530723,True,0.711,False,0.00012600113266308943,False,True,False,True,AGREE,0.00018740001735673148,False,True,False,True,AGREE,0.00025079904951301745,False,False,False,False,AGREE,0.0003201534904749198,False,False,False,False,AGREE,0.00038204527225197527,False,False,False,False,AGREE
