rule,panel,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
LONGEST,U56,NOGATE,0.1381731378987332,1.1357379992068701,-0.2252589051154077
LONGEST,ETF36,NOGATE,0.08618642363505402,0.8728774944516766,-0.22277269760935325
LONGEST,B136,NOGATE,0.13933574083806333,1.1022031339130582,-0.2537106610635026
LONGEST,SMALL,NOGATE,0.10089643214031607,0.6366624355474834,-0.36166373582084055
LOWTURN,U56,NOGATE,0.1381731378987332,1.1357379992068701,-0.2252589051154077
LOWTURN,ETF36,NOGATE,0.08618642363505402,0.8728774944516766,-0.22277269760935325
LOWTURN,B136,NOGATE,0.13933574083806333,1.1022031339130582,-0.2537106610635026
LOWTURN,SMALL,NOGATE,0.10089643214031607,0.6366624355474834,-0.36166373582084055
LOWVOL,U56,V1,0.07730300522922962,0.747063834691694,-0.13827796154480798
LOWVOL,ETF36,V1,0.037760665729750675,0.44252829129522814,-0.17873321045055768
LOWVOL,B136,V1,0.05941502665859644,0.5762505378038233,-0.2119126361153264
LOWVOL,SMALL,V1,0.07765620835877263,0.5710706738784666,-0.3400752501494083
ISSHARPE,U56,MOM20,0.12895597201111686,1.0153593030724901,-0.18766700252953128
ISSHARPE,ETF36,ABS,0.07270841881976686,0.7927096720497554,-0.17523561148404676
ISSHARPE,B136,ABS,0.12102200481924563,1.0820958290023301,-0.20107867908230448
ISSHARPE,SMALL,NOGATE,0.10089643214031607,0.6366624355474834,-0.36166373582084055
NOTHING,U56,U56/CAND20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,ETF36,U56/CAND20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,B136,U56/CAND20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
NOTHING,SMALL,U56/CAND20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
RANDOM,U56,(mean of 13),0.12711647230011547,1.0632186989159467,-0.1753352622495193
RANDOM,ETF36,(mean of 13),0.06404499104396483,0.6918839757873114,-0.21026874180907412
RANDOM,B136,(mean of 13),0.11714755948770325,0.913948271683656,-0.20297156568194305
RANDOM,SMALL,(mean of 13),0.0657505083981961,0.45350357469063246,-0.35336734583797635
