panel,dial,dial_class,heldout,leg,cost,control_form,pick,control,oracle,is_sh_pick,is_sh_ctl,oos_sh_pick,oos_sh_ctl,oos_cagr_pick,oos_cagr_ctl,oos_dd_pick,oos_dd_ctl,d_sharpe,d_cagr,pick_is_control,p4b_pick,p4b_ctl,p4a_pick,p4a_ctl
u56,n,SELECTION,False,FULL,10.0,DEFAULT,40,20,30,1.238656133049672,1.1794130106463176,1.1848103260298395,1.169741359303009,0.13218701592194781,0.15140237984815053,-0.17760183680341357,-0.1954636590522867,0.015068966726830446,-0.01921536392620271,False,True,True,False,False
u56,n,SELECTION,False,FULL,10.0,MEDIAN,40,20,30,1.238656133049672,1.1794130106463176,1.1848103260298395,1.169741359303009,0.13218701592194781,0.15140237984815053,-0.17760183680341357,-0.1954636590522867,0.015068966726830446,-0.01921536392620271,False,True,True,False,False
u56,n,SELECTION,False,FULL,25.0,DEFAULT,60,20,60,1.1893936978167958,1.0511135535895986,1.1576455872365028,1.055189096103777,0.1256787246196569,0.13475552162333626,-0.18503835680425584,-0.19761157314806,0.1024564911327257,-0.00907679700367936,False,True,True,False,False
u56,n,SELECTION,False,FULL,25.0,MEDIAN,60,20,60,1.1893936978167958,1.0511135535895986,1.1576455872365028,1.055189096103777,0.1256787246196569,0.13475552162333626,-0.18503835680425584,-0.19761157314806,0.1024564911327257,-0.00907679700367936,False,True,True,False,False
u56,n,SELECTION,False,SET,10.0,DEFAULT,40,20,30,1.238656133049672,1.1794130106463176,1.1848103260298395,1.169741359303009,0.13218701592194781,0.15140237984815053,-0.17760183680341357,-0.1954636590522867,0.015068966726830446,-0.01921536392620271,False,True,True,False,False
u56,n,SELECTION,False,SET,10.0,MEDIAN,40,20,30,1.238656133049672,1.1794130106463176,1.1848103260298395,1.169741359303009,0.13218701592194781,0.15140237984815053,-0.17760183680341357,-0.1954636590522867,0.015068966726830446,-0.01921536392620271,False,True,True,False,False
u56,n,SELECTION,False,SET,25.0,DEFAULT,60,20,60,1.1893936978167958,1.0511135535895986,1.1576455872365028,1.055189096103777,0.1256787246196569,0.13475552162333626,-0.18503835680425584,-0.19761157314806,0.1024564911327257,-0.00907679700367936,False,True,True,False,False
u56,n,SELECTION,False,SET,25.0,MEDIAN,60,20,60,1.1893936978167958,1.0511135535895986,1.1576455872365028,1.055189096103777,0.1256787246196569,0.13475552162333626,-0.18503835680425584,-0.19761157314806,0.1024564911327257,-0.00907679700367936,False,True,True,False,False
u56,n,SELECTION,False,WGT,10.0,DEFAULT,5,20,5,1.1794130106463176,1.1794130106463176,1.169741359303009,1.169741359303009,0.15140237984815053,0.15140237984815053,-0.1954636590522867,-0.1954636590522867,0.0,0.0,False,True,True,False,False
u56,n,SELECTION,False,WGT,10.0,MEDIAN,5,20,5,1.1794130106463176,1.1794130106463176,1.169741359303009,1.169741359303009,0.15140237984815053,0.15140237984815053,-0.1954636590522867,-0.1954636590522867,0.0,0.0,False,True,True,False,False
