cell,admitted,CAGR,Sharpe,MaxDD
u56/TOP30,0.5833333333333334,0.11669332576444269,1.1513543316901176,-0.1656231735463718
u56/TOP10,0.5,0.14506940153187653,1.002442036495004,-0.17538168473612448
u56/TOP20,0.5,0.13454252206541217,1.1300185306067143,-0.18308341209578138
broad136/TOP20,0.5,0.11881476419319359,0.8731848959591805,-0.20052048331108296
u56/BAND,0.0,0.08717455701957921,1.2193188111610285,-0.12054946768671182
u56/EWALL,0.0,0.13010532035018318,1.1090294330300723,-0.22525890947548444
broad136/EWALL,0.0,0.12863586102169489,1.0534573315442874,-0.2537106610635025
broad136/BAND,0.0,0.07264904021504015,1.0437028835576407,-0.1224079386020801
broad136/MA200,0.0,0.07032766987733896,1.0344882189606208,-0.12616421510282405
u56/MA200,0.0,0.08264073133502436,1.1904981555379703,-0.12011679204930836
broad136/TOP10,0.0,0.13115864618445827,0.8224012253350048,-0.21444792932259593
broad136/TOP30,0.0,0.11106756295436848,0.8905243784680195,-0.20296607416739598
small439/EWALL,0.0,0.09519475062855776,0.6249519519402089,-0.36105245110265505
small439/BAND,0.0,0.03559943164669854,0.5459194079022711,-0.14684660432646346
small439/MA200,0.0,0.03314809432624255,0.5123437013137296,-0.14253236827702964
small439/TOP10,0.0,0.07464823293966094,0.46222176463295966,-0.2914429964403321
small439/TOP20,0.0,0.063728256521427,0.45053692329943035,-0.27432604586460985
small439/TOP30,0.0,0.052088257994655995,0.40281537384612565,-0.24704498832655253
