panel,c,gross,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,0.0,0.75,0.0,0.12764762737099988,1.197073370142042,-0.18159744383636012,0.7029153311542472,1.269922894171566,1.1470032446140124,1.1709875263558145,1.1583870383546915,0.13759552696923638,1.2198156243517064,-0.18159744383636,False,True,True,True,True,True,True
U56,0.0,0.75,10.0,0.11905193382889645,1.1238271625736698,-0.18325517848656914,0.6496511302550821,1.1936844848916675,1.0756302726551854,1.0931228907675048,1.0062670774266214,0.1288450727283419,1.1496777535942855,-0.18325517848656936,False,True,True,True,True,True,True
U56,0.0,0.75,25.0,0.10627650952880963,1.013710579189291,-0.185737713860461,0.572185946084444,1.0789999740898903,0.9683750528196918,0.9760330894793537,0.8126189658769385,0.11584073128043149,1.044251168245965,-0.18573771386046134,False,False,True,True,True,True,False
U56,0.0,0.75,50.0,0.08529541539111851,0.8298544837951458,-0.19653932239295602,0.43398651400955224,0.8873712560223574,0.7893914772158861,0.7805016671075621,0.557783659532394,0.0944865697302868,0.868243843813238,-0.19653932239295635,False,False,False,False,False,True,False
U56,0.02,0.75,0.0,0.12981391156995592,1.2212336642714392,-0.17293570179935402,0.7506484214611191,1.2812910198423288,1.1800795950506322,1.1835446879289433,1.2665779800191455,0.1403052614735052,1.2520968197486249,-0.17293570179935458,False,True,True,True,True,True,True
U56,0.02,0.75,10.0,0.12379626617436901,1.1696929226540442,-0.17430929652955252,0.7102103481519157,1.228168323154392,1.1295080290841972,1.1289042477378204,1.1682696105509218,0.13420052701567142,1.2026874691709013,-0.17430929652955296,False,True,True,True,True,True,True
U56,0.02,0.75,25.0,0.1148272728441746,1.0922447244710203,-0.1763671748226594,0.651069412205733,1.1482946420326372,1.0535486980357087,1.046777580680829,1.0058153012912385,0.12510200808763727,1.1284538959075896,-0.17636717482265896,False,True,True,True,True,True,True
U56,0.02,0.75,50.0,0.10003097216244772,0.9629316628537123,-0.18378932862606256,0.5442697511887132,1.0148158070712505,0.9267995488606059,0.9096144083211248,0.7794017826611352,0.11009275629698245,1.0045301205864572,-0.18378932862606312,False,False,True,True,True,True,False
U56,0.03,0.75,0.0,0.13091115306515166,1.236081945622843,-0.17274816551070726,0.7578150116855368,1.2807509256361373,1.2090273914491203,1.180358816360604,1.2430758214498494,0.14353853330986377,1.2803390722324455,-0.17274816551070737,False,True,True,True,True,True,True
U56,0.03,0.75,10.0,0.12594978357199493,1.1933695908106956,-0.17392304314971851,0.7241696171540267,1.2364672466858724,1.167296002072809,1.1346044674593434,1.1398035382729579,0.13852464950781207,1.2397071765466103,-0.17392304314971785,False,True,True,True,True,True,True
U56,0.03,0.75,25.0,0.1185465394594245,1.1291912901285504,-0.1756836938565104,0.6747725805233089,1.169889847070909,1.104616438942883,1.065836403590113,1.0010733757351957,0.13104300062203,1.178665567851114,-0.1756836938565105,False,True,True,True,True,True,True
U56,0.03,0.75,50.0,0.1063106078235736,1.0220208374642827,-0.17861367175230702,0.5951986025515456,1.0586218343412692,1.000008065087603,0.9509640652165173,0.8048439043976536,0.11867736655768168,1.0767540132346374,-0.17861367175230713,False,False,True,True,True,True,False
U56,0.05,0.75,0.0,0.13485904242679614,1.2191383658443817,-0.1804081627014028,0.7475218438425321,1.256041874447558,1.1987041631425404,1.1566251452308416,1.1636571588285376,0.14874845806938786,1.2683186468131151,-0.18040816270140292,False,True,True,True,True,True,True
