default,pool,panel,book,cost,arm,pool_empty,n_pool,n_arms,moved_off_control,pool_mean_dSharpe,IS_argmax_margin,TO,TO_ratio,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,d_OOS_Sharpe,d_OOS_CAGR,d_OOS_MaxDD,v1_OOS_Sharpe,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beat_v2,beat_spy,pass4a_v2,pass4a_v1,pass4b,fail4b,pass4b_oos,fail4b_oos
K_MaxDD,P_S1,broad,S3-50,0.0,ebud-0.10,False,13,17,True,-0.023663912116602237,0.0043177736698722935,9.17234041971576,0.8355115219315596,0.10021304136035725,1.1208548245243257,-0.118665005366005,1.1364956216115583,0.10731893599453723,-0.1298976318351519,-0.01564079708723254,-0.007105894634179988,0.011232626469146911,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,True,True,False,CAGR,False,CAGR
K_Random,P_S1,broad,S3-50,0.0,g200-rw,False,13,17,True,-0.023663912116602237,,11.815666442214903,1.0762929634132088,0.11633606777704175,1.1285548593382064,-0.14022779596673163,1.1364956216115583,0.10731893599453723,-0.1298976318351519,-0.007940762273351831,0.009017131782504517,-0.010330164131579722,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
D_NONE,P_ALL,broad,S3-50,10.0,control,False,17,17,False,-0.03541489435469969,,10.97811362135483,1.0,0.095696604620775,1.0237534263327723,-0.1307771720535421,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,"H1,CAGR"
K_Sharpe,P_ALL,broad,S3-50,10.0,ebud-0.10,False,17,17,True,-0.03541489435469969,0.0636275633985488,9.17234041971576,0.8355115219315596,0.09031723070181474,1.0191681384213345,-0.11938461936188915,1.0237534263327723,0.095696604620775,-0.1307771720535421,-0.004585287911437863,-0.005379373918960262,0.011392552691652957,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_CAGR,P_ALL,broad,S3-50,10.0,band3-rw,False,17,17,True,-0.03541489435469969,0.008525216478445508,10.860859869109154,0.989319316934597,0.10820086833949616,1.0472659965549593,-0.11819308813854568,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.023512570222187,0.012504263718721154,0.012584083914996436,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,True,True,True,-,True,-
K_Calmar,P_ALL,broad,S3-50,10.0,ebud-0.10,False,17,17,True,-0.03541489435469969,0.049781826375402405,9.17234041971576,0.8355115219315596,0.09031723070181474,1.0191681384213345,-0.11938461936188915,1.0237534263327723,0.095696604620775,-0.1307771720535421,-0.004585287911437863,-0.005379373918960262,0.011392552691652957,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_MaxDD,P_ALL,broad,S3-50,10.0,ebud-0.10,False,17,17,True,-0.03541489435469969,0.004246485206670703,9.17234041971576,0.8355115219315596,0.09031723070181474,1.0191681384213345,-0.11938461936188915,1.0237534263327723,0.095696604620775,-0.1307771720535421,-0.004585287911437863,-0.005379373918960262,0.011392552691652957,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Random,P_ALL,broad,S3-50,10.0,ddctl-8/.5/high,False,17,17,True,-0.03541489435469969,,10.542034521865189,0.9602774106253217,0.0855839821919877,0.9882278541085898,-0.11544564167835414,1.0237534263327723,0.095696604620775,-0.1307771720535421,-0.03552557222418251,-0.010112622428787299,0.015331530375187974,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,"H1,CAGR"
D_NONE,P_S1,broad,S3-50,10.0,control,False,3,17,False,-0.02194486091688952,,10.97811362135483,1.0,0.095696604620775,1.0237534263327723,-0.1307771720535421,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,"H1,CAGR"
K_Sharpe,P_S1,broad,S3-50,10.0,band3-rw,False,3,17,True,-0.02194486091688952,0.04375920697144031,10.860859869109154,0.989319316934597,0.10820086833949616,1.0472659965549593,-0.11819308813854568,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.023512570222187,0.012504263718721154,0.012584083914996436,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,True,True,True,-,True,-
K_CAGR,P_S1,broad,S3-50,10.0,band3-rw,False,3,17,True,-0.02194486091688952,0.008525216478445508,10.860859869109154,0.989319316934597,0.10820086833949616,1.0472659965549593,-0.11819308813854568,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.023512570222187,0.012504263718721154,0.012584083914996436,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,True,True,True,-,True,-
K_Calmar,P_S1,broad,S3-50,10.0,band3-rw,False,3,17,True,-0.02194486091688952,0.007500595841126501,10.860859869109154,0.989319316934597,0.10820086833949616,1.0472659965549593,-0.11819308813854568,1.0237534263327723,0.095696604620775,-0.1307771720535421,0.023512570222187,0.012504263718721154,0.012584083914996436,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,True,True,True,-,True,-
K_MaxDD,P_S1,broad,S3-50,10.0,g200-rw,False,3,17,True,-0.02194486091688952,0.0029728458482671805,11.815666442214903,1.0762929634132088,0.10335977518379735,1.0142413586337058,-0.14155247807430804,1.0237534263327723,0.095696604620775,-0.1307771720535421,-0.00951206769906654,0.007663170563022348,-0.010775306020765929,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,False,"H1,CAGR"
K_Random,P_S1,broad,S3-50,10.0,g200-rw,False,3,17,True,-0.02194486091688952,,11.815666442214903,1.0762929634132088,0.10335977518379735,1.0142413586337058,-0.14155247807430804,1.0237534263327723,0.095696604620775,-0.1307771720535421,-0.00951206769906654,0.007663170563022348,-0.010775306020765929,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,False,"H1,CAGR"
D_NONE,P_ALL,broad,S3-50,25.0,control,False,17,17,False,-0.04868919186383136,,10.97811362135483,1.0,0.07848621966350211,0.8542248171120582,-0.13209529111332152,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,CAGR",False,"H1,OOS,CAGR"
K_Sharpe,P_ALL,broad,S3-50,25.0,ebud-0.10,False,17,17,True,-0.04868919186383136,0.05054000294871419,9.17234041971576,0.8355115219315596,0.07563668552375513,0.8662836361483274,-0.12046323193927155,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.012058819036269153,-0.0028495341397469787,0.011632059174049969,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,CAGR",False,"H1,OOS,CAGR"
K_CAGR,P_ALL,broad,S3-50,25.0,band3-rw,False,17,17,True,-0.04868919186383136,0.009943799717895052,10.860859869109154,0.989319316934597,0.09049807044507907,0.8910046145933636,-0.11970126503092626,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.03677979748130533,0.01201185078157696,0.01239402608239526,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Calmar,P_ALL,broad,S3-50,25.0,ebud-0.10,False,17,17,True,-0.04868919186383136,0.10232785729247595,9.17234041971576,0.8355115219315596,0.07563668552375513,0.8662836361483274,-0.12046323193927155,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.012058819036269153,-0.0028495341397469787,0.011632059174049969,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,CAGR",False,"H1,OOS,CAGR"
K_MaxDD,P_ALL,broad,S3-50,25.0,ebud-0.10,False,17,17,True,-0.04868919186383136,0.00646429681823113,9.17234041971576,0.8355115219315596,0.07563668552375513,0.8662836361483274,-0.12046323193927155,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.012058819036269153,-0.0028495341397469787,0.011632059174049969,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,CAGR",False,"H1,OOS,CAGR"
K_Random,P_ALL,broad,S3-50,25.0,ebud-0.10,False,17,17,True,-0.04868919186383136,,9.17234041971576,0.8355115219315596,0.07563668552375513,0.8662836361483274,-0.12046323193927155,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.012058819036269153,-0.0028495341397469787,0.011632059174049969,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,CAGR",False,"H1,OOS,CAGR"
D_NONE,P_S1,broad,S3-50,25.0,control,False,1,17,False,0.03677979748130533,,10.97811362135483,1.0,0.07848621966350211,0.8542248171120582,-0.13209529111332152,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,CAGR",False,"H1,OOS,CAGR"
K_Sharpe,P_S1,broad,S3-50,25.0,band3-rw,False,1,17,True,0.03677979748130533,,10.860859869109154,0.989319316934597,0.09049807044507907,0.8910046145933636,-0.11970126503092626,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.03677979748130533,0.01201185078157696,0.01239402608239526,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_CAGR,P_S1,broad,S3-50,25.0,band3-rw,False,1,17,True,0.03677979748130533,,10.860859869109154,0.989319316934597,0.09049807044507907,0.8910046145933636,-0.11970126503092626,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.03677979748130533,0.01201185078157696,0.01239402608239526,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Calmar,P_S1,broad,S3-50,25.0,band3-rw,False,1,17,True,0.03677979748130533,,10.860859869109154,0.989319316934597,0.09049807044507907,0.8910046145933636,-0.11970126503092626,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.03677979748130533,0.01201185078157696,0.01239402608239526,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_MaxDD,P_S1,broad,S3-50,25.0,band3-rw,False,1,17,True,0.03677979748130533,,10.860859869109154,0.989319316934597,0.09049807044507907,0.8910046145933636,-0.11970126503092626,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.03677979748130533,0.01201185078157696,0.01239402608239526,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Random,P_S1,broad,S3-50,25.0,band3-rw,False,1,17,True,0.03677979748130533,,10.860859869109154,0.989319316934597,0.09049807044507907,0.8910046145933636,-0.11970126503092626,0.8542248171120582,0.07848621966350211,-0.13209529111332152,0.03677979748130533,0.01201185078157696,0.01239402608239526,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
D_NONE,P_ALL,broad,S4-50,0.0,control,False,17,17,False,-0.02735046143317099,,11.058385000398642,1.0,0.11248791804683234,1.1649232119526003,-0.13875634814541737,1.1649232119526003,0.11248791804683234,-0.13875634814541737,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_Sharpe,P_ALL,broad,S4-50,0.0,ebud-0.10,False,17,17,True,-0.02735046143317099,0.022459360278301643,9.31880526712963,0.8426913393586584,0.10398831540754538,1.1360720858320812,-0.12717222033927877,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.0288511261205191,-0.008499602639286952,0.0115841278061386,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_CAGR,P_ALL,broad,S4-50,0.0,band3-rw,False,17,17,True,-0.02735046143317099,0.0047789739907435624,10.966738199484032,0.9917124606430952,0.12455441271959922,1.191150376722358,-0.1245530183393031,1.1649232119526003,0.11248791804683234,-0.13875634814541737,0.026227164769757616,0.012066494672766881,0.014203329806114273,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_Calmar,P_ALL,broad,S4-50,0.0,ebud-0.10,False,17,17,True,-0.02735046143317099,0.00821630277069807,9.31880526712963,0.8426913393586584,0.10398831540754538,1.1360720858320812,-0.12717222033927877,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.0288511261205191,-0.008499602639286952,0.0115841278061386,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_MaxDD,P_ALL,broad,S4-50,0.0,ebud-0.10,False,17,17,True,-0.02735046143317099,0.004236614079038747,9.31880526712963,0.8426913393586584,0.10398831540754538,1.1360720858320812,-0.12717222033927877,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.0288511261205191,-0.008499602639286952,0.0115841278061386,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Random,P_ALL,broad,S4-50,0.0,stop25,False,17,17,True,-0.02735046143317099,,11.164439245881775,1.0095903918591467,0.10933936371196196,1.1476848520646479,-0.15592538385606092,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.017238359887952415,-0.0031485543348703793,-0.017169035710643543,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
D_NONE,P_S1,broad,S4-50,0.0,control,False,13,17,False,-0.022875202773965153,,11.058385000398642,1.0,0.11248791804683234,1.1649232119526003,-0.13875634814541737,1.1649232119526003,0.11248791804683234,-0.13875634814541737,0.0,0.0,0.0,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_Sharpe,P_S1,broad,S4-50,0.0,ebud-0.10,False,13,17,True,-0.022875202773965153,0.022459360278301643,9.31880526712963,0.8426913393586584,0.10398831540754538,1.1360720858320812,-0.12717222033927877,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.0288511261205191,-0.008499602639286952,0.0115841278061386,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_CAGR,P_S1,broad,S4-50,0.0,band3-rw,False,13,17,True,-0.022875202773965153,0.0047789739907435624,10.966738199484032,0.9917124606430952,0.12455441271959922,1.191150376722358,-0.1245530183393031,1.1649232119526003,0.11248791804683234,-0.13875634814541737,0.026227164769757616,0.012066494672766881,0.014203329806114273,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,True,True,-,True,-
K_Calmar,P_S1,broad,S4-50,0.0,ebud-0.10,False,13,17,True,-0.022875202773965153,0.00821630277069807,9.31880526712963,0.8426913393586584,0.10398831540754538,1.1360720858320812,-0.12717222033927877,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.0288511261205191,-0.008499602639286952,0.0115841278061386,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_MaxDD,P_S1,broad,S4-50,0.0,ebud-0.10,False,13,17,True,-0.022875202773965153,0.004236614079038747,9.31880526712963,0.8426913393586584,0.10398831540754538,1.1360720858320812,-0.12717222033927877,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.0288511261205191,-0.008499602639286952,0.0115841278061386,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Random,P_S1,broad,S4-50,0.0,ddctl-8/.5/recover,False,13,17,True,-0.022875202773965153,,10.81643006639988,0.9781202287684829,0.10080624334205202,1.0980066583274275,-0.1227336922479827,1.1649232119526003,0.11248791804683234,-0.13875634814541737,-0.06691655362517279,-0.01168167470478032,0.01602265589743468,0.8568806821147589,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
D_NONE,P_ALL,broad,S4-50,10.0,control,False,17,17,False,-0.03228078696275527,,11.058385000398642,1.0,0.10072458274391471,1.0534953683965758,-0.13967788513675217,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Sharpe,P_ALL,broad,S4-50,10.0,ebud-0.10,False,17,17,True,-0.03228078696275527,0.03264731219789074,9.31880526712963,0.8426913393586584,0.09392102421307191,1.0351623541666788,-0.12793832196444266,1.0534953683965758,0.10072458274391471,-0.13967788513675217,-0.01833301422989697,-0.0068035585308428015,0.011739563172309508,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_CAGR,P_ALL,broad,S4-50,10.0,band3-rw,False,17,17,True,-0.03228078696275527,0.0057428242823602815,10.966738199484032,0.9917124606430952,0.11252435831202545,1.0867712028930636,-0.1255798329098462,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.033275834496487855,0.011799775568110737,0.014098052226905966,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_Calmar,P_ALL,broad,S4-50,10.0,ebud-0.10,False,17,17,True,-0.03228078696275527,0.04257805532807346,9.31880526712963,0.8426913393586584,0.09392102421307191,1.0351623541666788,-0.12793832196444266,1.0534953683965758,0.10072458274391471,-0.13967788513675217,-0.01833301422989697,-0.0068035585308428015,0.011739563172309508,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_MaxDD,P_ALL,broad,S4-50,10.0,ebud-0.10,False,17,17,True,-0.03228078696275527,0.006192756589804005,9.31880526712963,0.8426913393586584,0.09392102421307191,1.0351623541666788,-0.12793832196444266,1.0534953683965758,0.10072458274391471,-0.13967788513675217,-0.01833301422989697,-0.0068035585308428015,0.011739563172309508,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Random,P_ALL,broad,S4-50,10.0,band3-rw,False,17,17,True,-0.03228078696275527,,10.966738199484032,0.9917124606430952,0.11252435831202545,1.0867712028930636,-0.1255798329098462,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.033275834496487855,0.011799775568110737,0.014098052226905966,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
D_NONE,P_S1,broad,S4-50,10.0,control,False,2,17,False,0.019012988719141255,,11.058385000398642,1.0,0.10072458274391471,1.0534953683965758,-0.13967788513675217,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.0,0.0,0.0,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,CAGR
K_Sharpe,P_S1,broad,S4-50,10.0,band3-rw,False,2,17,True,0.019012988719141255,0.02173312912184744,10.966738199484032,0.9917124606430952,0.11252435831202545,1.0867712028930636,-0.1255798329098462,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.033275834496487855,0.011799775568110737,0.014098052226905966,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_CAGR,P_S1,broad,S4-50,10.0,band3-rw,False,2,17,True,0.019012988719141255,0.0057428242823602815,10.966738199484032,0.9917124606430952,0.11252435831202545,1.0867712028930636,-0.1255798329098462,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.033275834496487855,0.011799775568110737,0.014098052226905966,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_Calmar,P_S1,broad,S4-50,10.0,g200-rw,False,2,17,True,0.019012988719141255,0.04756392148043087,11.935675350823205,1.079332592452961,0.10867894430707237,1.0582455113383706,-0.14810014439433294,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.004750142941794877,0.007954361563157653,-0.008422259257580778,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_MaxDD,P_S1,broad,S4-50,10.0,g200-rw,False,2,17,True,0.019012988719141255,0.007451304522183011,11.935675350823205,1.079332592452961,0.10867894430707237,1.0582455113383706,-0.14810014439433294,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.004750142941794877,0.007954361563157653,-0.008422259257580778,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
K_Random,P_S1,broad,S4-50,10.0,g200-rw,False,2,17,True,0.019012988719141255,,11.935675350823205,1.079332592452961,0.10867894430707237,1.0582455113383706,-0.14810014439433294,1.0534953683965758,0.10072458274391471,-0.13967788513675217,0.004750142941794877,0.007954361563157653,-0.008422259257580778,0.5762505378038233,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,True,-,True,-
D_NONE,P_ALL,broad,S4-50,25.0,control,False,17,17,False,-0.04013906670331269,,11.058385000398642,1.0,0.08330720609020026,0.8859752914713374,-0.14105884537881563,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Sharpe,P_ALL,broad,S4-50,25.0,ebud-0.10,False,17,17,True,-0.04013906670331269,0.030738082095890684,9.31880526712963,0.8426913393586584,0.07898843003013867,0.8834747627161749,-0.12908653728842767,0.8859752914713374,0.08330720609020026,-0.14105884537881563,-0.00250052875516249,-0.004318776060061591,0.011972308090387962,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_CAGR,P_ALL,broad,S4-50,25.0,band3-rw,False,17,17,True,-0.04013906670331269,0.007146690864811456,10.966738199484032,0.9917124606430952,0.09471464598078883,0.9298199309025018,-0.1271184881025611,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.043844639431164456,0.011407439890588567,0.013940357276254534,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,CAGR,False,"H1,CAGR"
K_Calmar,P_ALL,broad,S4-50,25.0,ebud-0.10,False,17,17,True,-0.04013906670331269,0.08851095827166722,9.31880526712963,0.8426913393586584,0.07898843003013867,0.8834747627161749,-0.12908653728842767,0.8859752914713374,0.08330720609020026,-0.14105884537881563,-0.00250052875516249,-0.004318776060061591,0.011972308090387962,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_MaxDD,P_ALL,broad,S4-50,25.0,ebud-0.10,False,17,17,True,-0.04013906670331269,0.007065492919186456,9.31880526712963,0.8426913393586584,0.07898843003013867,0.8834747627161749,-0.12908653728842767,0.8859752914713374,0.08330720609020026,-0.14105884537881563,-0.00250052875516249,-0.004318776060061591,0.011972308090387962,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Random,P_ALL,broad,S4-50,25.0,g200-dg,False,17,17,True,-0.04013906670331269,,10.72639751247513,0.9699786643428,0.07647755385191246,0.8397530173708055,-0.13728196453447972,0.8859752914713374,0.08330720609020026,-0.14105884537881563,-0.04622227410053181,-0.006829652238287798,0.003776880844335917,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,True,False,"H2,OOS,CAGR",False,"H1,OOS,CAGR"
D_NONE,P_S1,broad,S4-50,25.0,control,True,1,17,False,0.0,,11.058385000398642,1.0,0.08330720609020026,0.8859752914713374,-0.14105884537881563,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Sharpe,P_S1,broad,S4-50,25.0,control,True,1,17,False,0.0,,11.058385000398642,1.0,0.08330720609020026,0.8859752914713374,-0.14105884537881563,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_CAGR,P_S1,broad,S4-50,25.0,control,True,1,17,False,0.0,,11.058385000398642,1.0,0.08330720609020026,0.8859752914713374,-0.14105884537881563,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Calmar,P_S1,broad,S4-50,25.0,control,True,1,17,False,0.0,,11.058385000398642,1.0,0.08330720609020026,0.8859752914713374,-0.14105884537881563,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_MaxDD,P_S1,broad,S4-50,25.0,control,True,1,17,False,0.0,,11.058385000398642,1.0,0.08330720609020026,0.8859752914713374,-0.14105884537881563,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
K_Random,P_S1,broad,S4-50,25.0,control,True,1,17,False,0.0,,11.058385000398642,1.0,0.08330720609020026,0.8859752914713374,-0.14105884537881563,0.8859752914713374,0.08330720609020026,-0.14105884537881563,0.0,0.0,0.0,0.15539928865606328,1.0740236940215924,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,True,False,"H2,CAGR",False,"H1,CAGR"
