panel,ladder,chooser,cost_bps,claimset,pick,moved_vs_10,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,live_OOS_Sharpe,live_OOS_CAGR,live_OOS_MaxDD
U56,L_N,C_ISSHARPE,0.0,CORE,40,False,2.313864592272747,0.13720484721660275,1.1464192576217327,-0.22953397433965161,1.2924102923743572,1.0443403097698514,0.13055021584093307,1.1967297708235245,-0.12496392583938376,0.1427124298358884,1.117483980991828,-0.2295339743396514,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.3007859478672303,0.09650748519217389,-0.12029819641900064
U56,L_N,C_ISSHARPE,10.0,CORE,40,False,2.313864592272747,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,0.09454831802271646,-0.1205494932343707
U56,L_N,C_ISSHARPE,25.0,CORE,40,False,2.313864592272747,0.13064455373375128,1.0972540620574684,-0.23030357821583403,1.2403372643870967,0.996986057802467,0.12433922987784651,1.1453599235953167,-0.12708830251972125,0.13586172311650913,1.0696250831886709,-0.23030357821583425,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2393563817643645,0.09161591517062972,-0.1209263805415891
U56,L_N,C_ISSHARPE,50.0,CORE,40,False,2.313864592272747,0.12412067638353985,1.0480277233516653,-0.23107257689721916,1.188152027374771,0.9496002778571421,0.11816104539546957,1.0938936953589182,-0.1292078978658412,0.12905056825405636,1.0217246541422877,-0.23107257689721905,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.1778068205751144,0.08674545766095254,-0.12155437161885874
U56,L_N,C_ISDD,0.0,CORE,40,False,2.313864592272747,0.13720484721660275,1.1464192576217327,-0.22953397433965161,1.2924102923743572,1.0443403097698514,0.13055021584093307,1.1967297708235245,-0.12496392583938376,0.1427124298358884,1.117483980991828,-0.2295339743396514,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.3007859478672303,0.09650748519217389,-0.12029819641900064
U56,L_N,C_ISDD,10.0,CORE,40,False,2.313864592272747,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,0.09454831802271646,-0.1205494932343707
U56,L_N,C_ISDD,25.0,CORE,40,False,2.313864592272747,0.13064455373375128,1.0972540620574684,-0.23030357821583403,1.2403372643870967,0.996986057802467,0.12433922987784651,1.1453599235953167,-0.12708830251972125,0.13586172311650913,1.0696250831886709,-0.23030357821583425,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2393563817643645,0.09161591517062972,-0.1209263805415891
U56,L_N,C_ISDD,50.0,CORE,40,False,2.313864592272747,0.12412067638353985,1.0480277233516653,-0.23107257689721916,1.188152027374771,0.9496002778571421,0.11816104539546957,1.0938936953589182,-0.1292078978658412,0.12905056825405636,1.0217246541422877,-0.23107257689721905,True,True,True,False,True,True,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.1778068205751144,0.08674545766095254,-0.12155437161885874
U56,L_N,C_ISCAGR,0.0,CORE,5,False,3.1273037437962694,0.18196465057252098,1.002996992272682,-0.2584190256631338,1.2159646109969264,0.8427435916251286,0.19117954219189093,1.134238140485577,-0.24150527912576547,0.17443232754569205,0.9168346338038821,-0.2584190256631339,True,True,True,False,True,False,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.3007859478672303,0.09650748519217389,-0.12029819641900064
U56,L_N,C_ISCAGR,10.0,CORE,5,False,3.1273037437962694,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.1706185380438232,0.9002767132439443,-0.2585359630563616,True,True,True,False,True,False,False,False,True,False,True,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,0.09454831802271646,-0.1205494932343707
