panel,book,k,draw,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,pass4a_v2,pass4b,slack_DD,slack_CAGR
B136,CAND-20 NOM,20,253,0.09992719851924692,1.417707603811855,-0.13857913397467347,1.7269897437552095,1.1640467403033827,1.3063014902766252,False,False,0.06371658586968457,-0.006671137982769346
B136,CAND-40 MATCH,20,253,0.16284354709925108,1.381885825626535,-0.16551581689437,1.7272863301906154,1.0816633521955006,1.1940514107713411,False,True,0.036779902949988036,0.05624521059723482
SMALL484,CAND-10 NOM,40,905,0.08119081210766033,0.6047572558346767,-0.4295146176510145,1.073038582285223,0.221866987632094,0.32725914865110833,False,False,-0.227211076997293,-0.017718176227166704
SMALL484,CAND-5 MATCH,20,922,0.0592163072580012,0.37901739547019775,-0.677820074579819,0.7910299505540084,0.024814880338372917,-0.13693856724482706,False,False,-0.4755165339260975,-0.03969268107682583
