n,selector,panel,q,k,Ebar_IS,breadth_IS,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_S,spy_OOS_S,anchor_OOS_S,beats_anchor,beats_v2,beats_spy
5,EBAR-MAX,MIX q=0.00 k=100 d0,0.0,100.0,69.76,0.6976000000000001,0.8952912102812121,0.1565819674936555,0.806695937673181,-0.22112603361760874,1.1403815423349781,0.8820239235972316,0.557577851455459,True,False,False
5,EBAR-MIN,MIX q=1.00 k=40 d0,1.0,40.0,8.910769230769231,0.22276923076923077,0.33257690728840283,0.14477603813596285,0.7547564728914542,-0.3331245963955247,0.7808524144316686,0.8820239235972316,0.557577851455459,True,False,False
5,BREADTH-MAX,MIX q=0.00 k=60 d0,0.0,60.0,43.60923076923077,0.7268205128205127,0.7710804067493772,0.11413057047321629,0.6773218551240345,-0.21036921299688338,1.1043444586743947,0.8820239235972316,0.557577851455459,True,False,False
5,BREADTH-MIN,MIX q=1.00 k=40 d0,1.0,40.0,8.910769230769231,0.22276923076923077,0.33257690728840283,0.14477603813596285,0.7547564728914542,-0.3331245963955247,0.7808524144316686,0.8820239235972316,0.557577851455459,True,False,False
5,IS-SHARPE-MAX,MIX q=0.50 k=80 d1,0.5,80.0,39.42769230769231,0.4928461538461539,1.331147137097466,0.1393652812774937,0.7502972833507886,-0.25959930644327334,0.8060023567037485,0.8820239235972316,0.557577851455459,True,False,False
10,EBAR-MAX,MIX q=0.00 k=100 d0,0.0,100.0,69.76,0.6976000000000001,1.0710973315021575,0.12382648547286301,0.7725222204701081,-0.2242688340731358,1.1403815423349781,0.8820239235972316,0.6323589612545949,True,False,False
10,EBAR-MIN,MIX q=1.00 k=40 d0,1.0,40.0,8.910769230769231,0.22276923076923077,0.2427750077724656,0.07450539371143794,0.5393234409493254,-0.32084910498961783,0.7808524144316686,0.8820239235972316,0.6323589612545949,False,False,False
10,BREADTH-MAX,MIX q=0.00 k=60 d0,0.0,60.0,43.60923076923077,0.7268205128205127,0.8902835074993091,0.12748665640771195,0.8687114613696629,-0.20819007406123513,1.1043444586743947,0.8820239235972316,0.6323589612545949,True,False,False
10,BREADTH-MIN,MIX q=1.00 k=40 d0,1.0,40.0,8.910769230769231,0.22276923076923077,0.2427750077724656,0.07450539371143794,0.5393234409493254,-0.32084910498961783,0.7808524144316686,0.8820239235972316,0.6323589612545949,False,False,False
10,IS-SHARPE-MAX,MIX q=0.25 k=40 d1,0.25,40.0,25.424615384615386,0.6356153846153846,1.262982847826561,0.08975735299053467,0.7030906832439441,-0.2097242747582535,0.8936513235696172,0.8820239235972316,0.6323589612545949,True,False,False
15,EBAR-MAX,MIX q=0.00 k=100 d0,0.0,100.0,69.76,0.6976000000000001,1.0901111894535882,0.13981981245191077,0.9317883038807867,-0.21151030479894806,1.1403815423349781,0.8820239235972316,0.674218451484209,True,False,True
15,EBAR-MIN,MIX q=1.00 k=40 d0,1.0,40.0,8.910769230769231,0.22276923076923077,0.2973695110041246,0.042975792243929334,0.3985984402106087,-0.25732442347611495,0.7808524144316686,0.8820239235972316,0.674218451484209,False,False,False
15,BREADTH-MAX,MIX q=0.00 k=60 d0,0.0,60.0,43.60923076923077,0.7268205128205127,0.8460723274586739,0.11957558430436399,0.8866510080618385,-0.2125617409480176,1.1043444586743947,0.8820239235972316,0.674218451484209,True,False,True
