panel,basis,pick_cadence,pick_target,window,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,flatW_OOS_CAGR,flatW_OOS_Sharpe,flatW_OOS_MaxDD,flatM_OOS_CAGR,flatM_OOS_Sharpe,flatM_OOS_MaxDD,flat_IS_pick,flatpick_OOS_Sharpe,flatpick_OOS_CAGR,flatpick_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,live_OOS_CAGR,live_OOS_Sharpe,live_OOS_MaxDD,d_OOS_S_vs_own_cadence_flat,d_OOS_S_vs_flatW,d_OOS_S_vs_flat_ISpick,d_OOS_CAGR_pp_vs_flatW,full_keep4a,full_keep4b,oos_sharpe_leg,KEEP4b_all_legs
U56,B_CONST,W,0.08,21,1.1826672550829613,0.13584801748553366,1.2112961752669396,-0.1440656725373013,0.15124239469981537,1.1946624691617433,-0.1638148264272492,0.1371532114156535,1.0898721169367411,-0.19247182349818082,W,1.1946624691617433,0.15124239469981537,-0.1638148264272492,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.09466489117832899,1.2780694840193234,-0.12054947716248854,0.01663370610519621,0.01663370610519621,0.01663370610519621,-1.5394377214281718,False,True,True,True
U56,B_SELF,W,0.08,21,1.1718040531032539,0.14028519088258484,1.213965430027556,-0.15014331522880198,0.15124239469981537,1.1946624691617433,-0.1638148264272492,0.1371532114156535,1.0898721169367411,-0.19247182349818082,W,1.1946624691617433,0.15124239469981537,-0.1638148264272492,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.09466489117832899,1.2780694840193234,-0.12054947716248854,0.019302960865812624,0.019302960865812624,0.019302960865812624,-1.0957203817230532,False,True,True,True
B136,B_CONST,W,0.06,21,1.1828725238851465,0.09908113642149763,1.0056434060353325,-0.11331102635143497,0.1411337130037582,1.0454439699700835,-0.15970390874891405,0.16295503744351114,1.1204022806186438,-0.2275750719803088,W,1.0454439699700835,0.1411337130037582,-0.15970390874891405,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019,-0.039800563934750954,-0.039800563934750954,-0.039800563934750954,-4.205257658226058,False,False,True,False
B136,B_SELF,W,0.06,21,1.1785069005866078,0.11036756150903249,1.0074887830381727,-0.12855992610375322,0.1411337130037582,1.0454439699700835,-0.15970390874891405,0.16295503744351114,1.1204022806186438,-0.2275750719803088,W,1.0454439699700835,0.1411337130037582,-0.15970390874891405,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019,-0.0379551869319108,-0.0379551869319108,-0.0379551869319108,-3.0766151494725724,False,True,True,True
SMALL,B_CONST,M,0.06,21,0.8925459045141801,0.009648278350265604,0.14120970103215053,-0.2233370503891965,0.06404742177739209,0.46534120664844825,-0.33350849240419755,0.036339296883608485,0.2995269849136726,-0.28678054226350114,M,0.2995269849136726,0.036339296883608485,-0.28678054226350114,0.15331706161492242,0.8768941923019906,-0.3371726770846233,0.044697858575210914,0.6517830906127121,-0.12176044561639543,-0.15831728388152205,-0.3241315056162977,-0.15831728388152205,-5.439914342712648,False,False,False,False
SMALL,B_SELF,M,0.06,21,0.8459518146058725,0.014962592428723331,0.17841731579430772,-0.25414742522452083,0.06404742177739209,0.46534120664844825,-0.33350849240419755,0.036339296883608485,0.2995269849136726,-0.28678054226350114,M,0.2995269849136726,0.036339296883608485,-0.28678054226350114,0.15331706161492242,0.8768941923019906,-0.3371726770846233,0.044697858575210914,0.6517830906127121,-0.12176044561639543,-0.12110966911936485,-0.2869238908541405,-0.12110966911936485,-4.908482934866876,False,False,False,False
