pool,N,panel,frac,T,ladder,nrung,Lbar,cost,kind,floor_med,floor_p95,floor_mean,pos_share,D2_mean,D2_sd,D2_se,noise_scale,b_med,C_med,nrep
GRID,18,U56,0.25,1111,NATIVE,4,537.5,10.0,NULL_0,0.015538616558036046,0.1926249210101548,0.06165120667609172,0.51,0.0005456718018682648,0.02286371617821011,0.00102249647185479,0.15120752685699912,-0.5001922386667583,27.25646596642861,500
GRID,18,U56,0.25,1111,NATIVE,4,537.5,10.0,NULL_0R,0.3231217190185165,0.4774339518878889,0.31665772195788316,0.962,0.1110278683454353,0.06802580775854983,0.0030422066074490004,0.2608175756319919,-0.12554316521338005,16.2715147228109,500
GRID,18,U56,0.25,1111,NATIVE,4,537.5,25.0,NULL_0,0.015936077911020634,0.19201883991652896,0.06161012690150501,0.508,0.0005600521547387873,0.02278265325281681,0.0010188712276221017,0.15093923695585854,-0.5001541359799713,27.15485671270782,500
GRID,18,U56,0.25,1111,NATIVE,4,537.5,25.0,NULL_0R,0.28983717348082616,0.4432556794149559,0.2814340127794426,0.942,0.08977449579709514,0.06328123096447402,0.0028300226827285696,0.2515576096334079,-0.1453797409412208,15.607421063124196,500
GRID,18,U56,0.25,1111,SCALED,7,291.0,10.0,NULL_0,0.0,0.26265918231344243,0.0784398353633982,0.464,-0.005273770903483968,0.04604240256847683,0.002059078839810502,0.2145749346230282,-0.5075349421004188,29.135565307237044,500
GRID,18,U56,0.25,1111,SCALED,7,291.0,10.0,NULL_0R,0.32467334165030565,0.49816850825671793,0.30166966574569587,0.892,0.10246993718006496,0.09830439387823894,0.004396306143973129,0.31353531520107736,-0.19854988930010403,14.613346175226315,500
GRID,18,U56,0.25,1111,SCALED,7,291.0,25.0,NULL_0,0.0,0.2617559417283918,0.0783434779332004,0.466,-0.005267360043886817,0.0458899671037464,0.0020522617185841216,0.21421943680195407,-0.5071805954385507,29.0545887081865,500
GRID,18,U56,0.25,1111,SCALED,7,291.0,25.0,NULL_0R,0.29543189465410413,0.47371620136677395,0.2691482860207409,0.866,0.0817302789771697,0.09391619423548225,0.004200059889972244,0.3064574917268009,-0.22491530182102515,14.994483521911512,500
GRID,18,U56,0.5,2222,NATIVE,6,891.6666666666666,10.0,NULL_0,0.0,0.14049818443350715,0.04315767615702411,0.478,-0.001643999810618794,0.013742346598771424,0.0006145764233043186,0.11722775524069129,-0.5128693592945599,29.289044143821407,500
GRID,18,U56,0.5,2222,NATIVE,6,891.6666666666666,10.0,NULL_0R,0.31127732007231035,0.40634143557891106,0.30898295330942777,0.99,0.10009859442820493,0.039678967107639504,0.0017744973545932028,0.1991958009287332,-0.11079570806943682,16.456914437138902,500
GRID,18,U56,0.5,2222,NATIVE,6,891.6666666666666,25.0,NULL_0,0.0,0.1408466513376894,0.04325664835592728,0.476,-0.0016424951241541426,0.013784503010332138,0.0006164617153430629,0.11740742314833479,-0.5118088511014498,29.41821386613609,500
GRID,18,U56,0.5,2222,NATIVE,6,891.6666666666666,25.0,NULL_0R,0.28548634127141925,0.37996431710938305,0.28147142892604116,0.988,0.08404279543612127,0.03746477884205497,0.0016754758450566155,0.19355820530800283,-0.1213187387720883,16.84767094831333,500
GRID,18,U56,0.5,2222,SCALED,7,582.1428571428571,10.0,NULL_0,0.0088371936525804,0.18167262338799248,0.05741833578674997,0.504,-0.0015135954218933273,0.02245041292033425,0.001004012988256139,0.14983461856438335,-0.5012781477581083,28.27924228535371,500
GRID,18,U56,0.5,2222,SCALED,7,582.1428571428571,10.0,NULL_0R,0.3159669019791095,0.42739835299682283,0.31116127827305273,0.978,0.10338473842038844,0.04949712192661764,0.002213578586370248,0.22247948652992178,-0.14196821054892028,15.691052284083575,500
GRID,18,U56,0.5,2222,SCALED,7,582.1428571428571,25.0,NULL_0,0.011733532628776504,0.18203803613420172,0.05751392990778357,0.504,-0.0015157602299220672,0.02252086458104441,0.0010071636823056522,0.15006953248759192,-0.501720029645895,28.36902892910767,500
GRID,18,U56,0.5,2222,SCALED,7,582.1428571428571,25.0,NULL_0R,0.2898058460276094,0.4010762303072625,0.2841357923898539,0.966,0.08746354680019601,0.04726820870445046,0.00211389855675597,0.21741253115782094,-0.15761063449948962,15.417457652070082,500
GRID,18,U56,0.75,3334,NATIVE,7,1164.2857142857142,10.0,NULL_0,0.0,0.1234896232280191,0.03751277507489338,0.47,-0.0011520834956275782,0.010352958062929943,0.0004629983599383179,0.10174948679443029,-0.5035770010699717,27.494655598888983,500
GRID,18,U56,0.75,3334,NATIVE,7,1164.2857142857142,10.0,NULL_0R,0.3199433381369139,0.3965108028368857,0.31899344769791876,0.998,0.1042634403100856,0.03088706628217177,0.0013813115966495556,0.1757471657870242,-0.09296515318028942,18.545557110302724,500
GRID,18,U56,0.75,3334,NATIVE,7,1164.2857142857142,25.0,NULL_0,0.0,0.12404848134607871,0.03756862481711376,0.47,-0.0011594436268641147,0.010389387845353064,0.0004646275493363904,0.10192834662326797,-0.503187508461576,27.57772367788842,500
GRID,18,U56,0.75,3334,NATIVE,7,1164.2857142857142,25.0,NULL_0R,0.29326552298240705,0.3697145094518711,0.2916836553620041,0.998,0.08770664578210528,0.02884688235446076,0.0012900717976702689,0.16984369977853392,-0.10618509860356348,18.330419936850113,500
GRID,18,U56,0.75,3334,SCALED,7,873.2857142857143,10.0,NULL_0,0.0,0.13951570117188702,0.04445393273942334,0.476,-0.0008932860359787456,0.013325037871366742,0.0005959138096627027,0.115434127845134,-0.5132005775826622,27.910946168902857,500
