panel,form,cadence,lo,hi,width,n_pts,interval,empty_reason,scale_lo,scale_hi,scale_width,scale_pts,sharpe_pts,slope_CAGR,r2_CAGR,slope_MaxDD,r2_MaxDD,slope_Sharpe,r2_Sharpe,Sharpe_min,Sharpe_max,OOSs_min,OOSs_max,CAGR_min,CAGR_max,DD_min,DD_max,Sharpe_span,OOSSharpe_span,CAGR_span,DD_span
B136,EWall,M,,,0.0,0,True,SCALE,,,0.0,0,17,0.18916291256770718,0.9999764751251148,-0.31817074706780296,0.9994942094746121,0.0006775388168443439,0.48763084370191123,1.1215124146271231,1.1223266769275662,1.1053168262930422,1.1163575568626805,0.03685875455315979,0.1881435093051551,-0.32505978101062993,-0.07044651400843416,0.0008142623004430138,0.01104073056963828,0.15128475475199532,0.2546132670021958
B136,EWall,W,,,0.0,0,True,SCALE,,,0.0,0,17,0.18991446799864442,0.9999954343151573,-0.3179356851681583,0.9990851371647126,0.0016485409238107018,0.9073384042002096,1.1207196529214019,1.1220357068757996,1.100579361004539,1.1044977254766069,0.03738573595007266,0.18923588424462268,-0.32721478414341365,-0.07275527434342433,0.0013160539543977112,0.003918364472067948,0.15185014829455,0.2544595097999893
B136,MA-DG,M,0.95,1.0,0.050000000000000044,2,True,-,0.95,1.0,0.050000000000000044,2,17,0.11333781895507697,0.999985085018194,-0.1584347471686221,0.9997571980696567,0.007049631612890232,0.9997192465096134,1.1293178475837025,1.1349571144819424,1.1503399888364048,1.1531636597071855,0.022238244269354723,0.11289915153560437,-0.1607984238091622,-0.034027193809750056,0.005639266898239903,0.0028236708707807257,0.09066090726624965,0.12677122999941215
B136,MA-DG,W,,,0.0,0,True,SCALE,,,0.0,0,17,0.10402153541764679,0.9999988934914357,-0.16476787291031383,0.9998973910295209,-0.00038859148349193955,0.7645219473641096,1.093473290787332,1.0938266338136988,1.1244512139417702,1.1280459187095175,0.020655360297241687,0.10385555132586988,-0.166304214859192,-0.03448861743146048,0.0003533430263669146,0.00359470476774737,0.08320019102862819,0.13181559742773152
B136,MA-RS,M,0.65,0.65,0.0,1,True,-,0.65,0.65,0.0,1,17,0.1674771002305909,0.9999767083373066,-0.27770406756445515,0.9995239063863899,0.005645942052101753,0.9992328566651203,1.091206286028372,1.0957211497000419,1.0995272687214588,1.1009519369180192,0.0326750369410862,0.16663015095319111,-0.2835466439372757,-0.061316592297998684,0.0045148636716698665,0.001424668196560397,0.13395511401210491,0.222230051639277
B136,MA-RS,W,0.7,0.75,0.050000000000000044,2,True,-,0.7,0.75,0.050000000000000044,2,17,0.15551802873480458,0.9999996637989869,-0.25688794683758387,0.9995468449220524,0.0018685418489505995,0.9950501897050107,1.0555166949052592,1.0570090346871248,1.0637965351353782,1.0657631394063263,0.030894988129479106,0.15526226766891726,-0.2620169380936376,-0.05647959872147812,0.0014923397818655815,0.00196660427094808,0.12436727953943816,0.20553733937215946
B136,MA20,M,0.5,0.55,0.050000000000000044,2,True,-,0.5,0.55,0.050000000000000044,2,17,0.23548816319491686,0.9999620370613636,-0.31890823943988383,0.9991118423975087,0.019146490201955937,0.9994962613522406,1.0925365811238714,1.107857803771906,0.979180540575439,0.9952359911729948,0.04554253846770839,0.23385584100067036,-0.328457662877478,-0.07313889296560205,0.015321222648034594,0.016055450597555754,0.18831330253296197,0.25531876991187596
B136,MA20,W,0.55,0.6,0.04999999999999993,2,True,-,0.55,0.6,0.04999999999999993,2,17,0.1966656185341904,0.9999911642194564,-0.30205620512615333,0.9992040925369007,0.010678145073627862,0.9986839459577752,0.9841046869652039,0.9926302290225052,0.9267855208511571,0.9357320049543908,0.03948647943511663,0.1966935502154985,-0.3102397258848345,-0.06850617474365372,0.008525542057301272,0.008946484103233732,0.15720707078038187,0.24173355114118078
B136,TOP10,M,0.45,0.5,0.04999999999999999,2,True,-,0.45,0.5,0.04999999999999999,2,17,0.268172032063068,0.9999887266688957,-0.3544729425960506,0.9989000195942946,0.021719966322137137,0.9982276926196251,1.053844461745468,1.0712335487694638,0.9411605051228432,0.9631529021375942,0.05238546764225149,0.2667732848712099,-0.3665461389179522,-0.08267290404476635,0.017389087023995664,0.021992397014750975,0.2143878172289584,0.28387323487318583
B136,TOP10,W,,,0.0,0,True,SHARPE,0.5,0.55,0.050000000000000044,2,0,0.229914620906455,0.9999717931504893,-0.32536696550611904,0.9990273130976738,0.016775923509882374,0.9992780157323103,0.9639567471929102,0.9773603185915353,0.828083519550074,0.8461788500019516,0.046483935235115625,0.23021144773593027,-0.3351844727620451,-0.07476899547740368,0.013403571398625025,0.01809533045187761,0.18372751250081465,0.26041547728464143
B136,TOP20,M,0.5,0.55,0.050000000000000044,2,True,-,0.5,0.55,0.050000000000000044,2,17,0.2375900192731613,0.9999610662814693,-0.31890823943988367,0.9991118423975087,0.018562675322199285,0.9994316287805262,1.0992479236534305,1.114101288318575,0.9835938569030848,0.9993808868597609,0.04592845993733197,0.2359211784556423,-0.32845766287747813,-0.07313889296560161,0.01485336466514453,0.015787029956676135,0.18999271851831034,0.2553187699118765
B136,TOP20,W,0.55,0.6,0.04999999999999993,2,True,-,0.55,0.6,0.04999999999999993,2,17,0.1963666181205262,0.999990600314853,-0.3020562051261531,0.9992040925369007,0.011409254922073227,0.9987578184876568,0.9794232026765834,0.9885341244256451,0.923147354382051,0.9324782934144692,0.039441427180873845,0.19640875048611495,-0.3102397258848344,-0.06850617474365384,0.009110921749061696,0.009330939032418217,0.1569673233052411,0.24173355114118056
SMALL439,EWall,M,,,0.0,0,True,SHARPE,,,0.0,0,0,0.12309264118538092,0.9991390978986726,-0.44483291858009083,0.999645162003823,-0.007212222849516238,0.9969952546264884,0.658581793986655,0.6643336888942795,0.6205397357484597,0.6304459265258501,0.027602408474070916,0.12596736622106142,-0.45295196823820694,-0.09763939187766013,0.005751894907624511,0.009906190777390411,0.0983649577469905,0.3553125763605468
SMALL439,EWall,W,,,0.0,0,True,SHARPE,,,0.0,0,0,0.1281226206826914,0.9990306437011908,-0.44186571840870015,0.9982509609569349,-0.003620448071757287,0.9922823833948993,0.6770308933152683,0.6799254267583048,0.6351153641844326,0.639448254919741,0.028861096904845507,0.13122175544841364,-0.46032779538269797,-0.10692910563153246,0.0028945334430364733,0.004332890735308403,0.10236065854356813,0.3533986897511655
SMALL439,MA-DG,M,,,0.0,0,True,SHARPE,,,0.0,0,0,0.057795704639388996,0.9999315360835352,-0.21233190070029492,0.999623912047818,0.01012832965598741,0.9999387232317262,0.6302360722146215,0.6383429221898952,0.5831391715493193,0.5897947704657964,0.01197970711864138,0.05821038195034589,-0.21622861436930207,-0.04633452263601556,0.008106849975273667,0.006655598916477157,0.04623067483170451,0.1698940917332865
SMALL439,MA-DG,W,,,0.0,0,True,SHARPE,,,0.0,0,0,0.04597962188055947,0.9997482785168786,-0.18360317151796285,0.9996987856895015,-5.992746439689375e-06,0.008321407409183745,0.5394763043847288,0.5395271282097845,0.5496237883503259,0.5520819993974905,0.009837478992679172,0.046612190908353,-0.18661426102772694,-0.03971065638702398,5.082382505572358e-05,0.0024582110471645935,0.03677471191567383,0.14690360464070296
SMALL439,MA-RS,M,,,0.0,0,True,SHARPE,,,0.0,0,0,0.1095488852163057,0.9993803783267059,-0.4825624038320142,0.9981758028174977,3.1537629174785e-05,0.12559373120834205,0.6306558426780519,0.6307371727753454,0.6304782536569784,0.6387517666359614,0.024201057032305684,0.11177106334233944,-0.5021271609327665,-0.11591035878454481,8.133009729349716e-05,0.008273512978983044,0.08757000631003375,0.38621680214822174
SMALL439,MA-RS,W,,,0.0,0,True,SHARPE,,,0.0,0,0,0.07940431099959146,0.9980212280456546,-0.45653422994688075,0.997057422719083,0.002570008561009627,0.9999653204497552,0.5019639447226245,0.5040228799735411,0.5351983780207353,0.5359875937640479,0.01889864859869017,0.0823500941758164,-0.48128090621995157,-0.11556682362899384,0.002058935250916605,0.0007892157433125879,0.06345144557712623,0.3657140825909577
SMALL439,MA20,M,,,0.0,0,True,SHARPE,,,0.0,0,0,0.17713705038141678,0.9992972852028453,-0.43509510471440704,0.9996823980777253,0.01935110123988681,0.9999583005393368,0.7161546744084663,0.7316764545156548,0.6838933731851158,0.6984245477871243,0.03914013514833403,0.1806538023442128,-0.44057960334496804,-0.09288390769748234,0.01552178010718852,0.014531174602008479,0.14151366719587877,0.3476956956474857
SMALL439,MA20,W,,,0.0,0,True,SHARPE,,,0.0,0,0,0.1780409552706581,0.9989783847938047,-0.37944195417191534,0.9985194229329695,0.00579953842915013,0.9963830202729049,0.743218322306324,0.7478542567698196,0.7795595409750657,0.7853214115050658,0.03999349351961534,0.18215626479979186,-0.3937412857675825,-0.08997462585219618,0.004635934463495639,0.005761870530000102,0.14216277128017651,0.3037666599153863
SMALL439,TOP10,M,,,0.0,0,True,SHARPE,,,0.0,0,0,0.19879913182782974,0.9985937218944825,-0.47727390479423,0.9978412527800156,0.03303430959913078,0.9990024161095651,0.6908123325739569,0.7172886358178412,0.663804556651768,0.6972949674545671,0.04551041729801253,0.2041871143750873,-0.501341368439321,-0.11870927509070528,0.02647630324388428,0.03349041080279913,0.15867669707707477,0.3826320933486157
SMALL439,TOP10,W,,,0.0,0,True,SHARPE,,,0.0,0,0,0.18756664722569763,0.9973041710491366,-0.4297758817756078,0.9980454917126251,0.0066373425479664865,0.9983792013955811,0.6963751829118042,0.701685327430065,0.7022823850566622,0.7107005959480507,0.04516465321244589,0.19481160383638008,-0.4482560535997311,-0.10398735895811939,0.005310144518260729,0.0084182108913885,0.14964695062393418,0.3442686946416117
SMALL439,TOP20,M,,,0.0,0,True,SHARPE,,,0.0,0,0,0.17713705038141678,0.9992972852028453,-0.43509510471440704,0.9996823980777253,0.01935110123988681,0.9999583005393368,0.7161546744084663,0.7316764545156548,0.6838933731851158,0.6984245477871243,0.03914013514833403,0.1806538023442128,-0.44057960334496804,-0.09288390769748234,0.01552178010718852,0.014531174602008479,0.14151366719587877,0.3476956956474857
SMALL439,TOP20,W,,,0.0,0,True,SHARPE,,,0.0,0,0,0.1796379860114972,0.9990106921290238,-0.37944195417191534,0.9985194229329695,0.005634449430045939,0.9961020442944187,0.7482600361632067,0.7527641128411016,0.7869463907260643,0.7925175268717498,0.04027045975657284,0.18370906745857174,-0.3937412857675825,-0.08997462585219618,0.004504076677894875,0.005571136145685496,0.1434386077019989,0.3037666599153863
U56,EWall,M,0.65,0.65,0.0,1,True,-,0.65,0.65,0.0,1,17,0.17892382996624334,0.9999810893367697,-0.28412946344241646,0.9995402914697433,0.00039662655615374715,0.4104417326848885,1.1334761176728279,1.1340009363441617,1.1508790479642887,1.1606694618921283,0.03495106906604528,0.1780488584232891,-0.29001380031909985,-0.06264060018252049,0.0005248186713338043,0.009790413927839525,0.14309778935724382,0.22737320013657936
U56,EWall,W,0.65,0.65,0.0,1,True,-,0.65,0.65,0.0,1,17,0.17804700059039832,0.9999945112794568,-0.2846738665876798,0.9993172251320095,0.0029365703295161174,0.9776808755769636,1.1221419519651625,1.124475038236714,1.1353159277294047,1.1358721975846995,0.03504098773361819,0.17741215580008407,-0.29178994535323965,-0.06398024774462574,0.0023330862715513767,0.0005562698552947776,0.14237116806646588,0.22780969760861391
U56,MA-DG,M,0.9,1.0,0.09999999999999998,3,True,-,0.9,1.0,0.09999999999999998,3,17,0.12016975332635184,0.9999755149396244,-0.15248396686422033,0.999739237284398,0.007275998988747811,0.9995258508118056,1.2068292034455275,1.212648234324992,1.2701985199683927,1.2750097262810058,0.023463450669545916,0.11959071818373168,-0.15485521432038163,-0.032841483358022394,0.0058190308794645595,0.004811206312613114,0.09612726751418577,0.12201373096235923
U56,MA-DG,W,1.0,1.0,0.0,1,True,-,1.0,1.0,0.0,1,17,0.1099718698349984,0.9999943361383221,-0.15696375663198853,0.9999033904766303,1.5564771132432732e-05,0.005078702378574773,1.1710440056947045,1.171207158759062,1.2622558358186058,1.263737107299477,0.02170817175354056,0.10966978345528178,-0.15838544119726217,-0.03281306540431428,0.00016315306435754628,0.0014812714808711824,0.08796161170174122,0.1255723757929479
