panel,book,cost,m,CAGR,Sharpe,MaxDD,gross,gross_sd,gross_cv,m_CAGR,m_GROSS,pass4b_floor,fail_floor,pass4b_gross,fail_gross,pass4b_neither,floor_only,gross_only
u56,V1u,10.0,0.1,0.006593180127431264,0.66470097990577,-0.016685401834196756,0.07504864785537081,0.001036638627284528,0.013812888798240242,-0.10000313477853495,-0.4249513521446292,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.15,0.009867500912561722,0.6646322910719592,-0.024940823774213805,0.11256767811208894,0.0015187608977219637,0.013491980319694095,-0.0967288139934045,-0.38743232188791105,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.2,0.013126631819509793,0.6645605347970038,-0.03313851749411012,0.15008323451036373,0.001977656162583469,0.013177062508250417,-0.09346968308645642,-0.34991676548963624,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.25,0.016370306592450534,0.6644854376304316,-0.041278859157721226,0.1875953584713811,0.0024140834786208374,0.012868567209188823,-0.09022600831351568,-0.3124046415286189,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.3,0.01959825431022355,0.664406768035576,-0.04936210778721406,0.22510409140200077,0.0028288741672582223,0.012566960243322697,-0.08699806059574267,-0.27489590859799923,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.35,0.022810187262968462,0.6643239874824777,-0.057388585150596416,0.26260947469645923,0.0032229386296784113,0.012272743142278811,-0.08378612764299775,-0.23739052530354077,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.4,0.02600579430277894,0.6642362348520954,-0.06535872751514649,0.3001115497380706,0.003597273479294751,0.011986454644729121,-0.08059052060318728,-0.19988845026192942,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.45,0.029184852624322355,0.6641450542822477,-0.07327280966369376,0.3376103579009263,0.003952968889320873,0.011708671836664722,-0.07741146228164386,-0.1623896420990737,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.5,0.03234706458810921,0.6640498410291096,-0.08113113669637984,0.37510594055159435,0.004291216008601082,0.011440010793459673,-0.07424925031785701,-0.12489405944840565,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.55,0.03549213505045978,0.6639502120862991,-0.0889340002961353,0.4125983390508182,0.004613314245295337,0.01118112655496447,-0.07110417985550643,-0.08740166094918178,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.6,0.03861978715501291,0.6638462964742631,-0.09668184472277386,0.4500875947552154,0.004920678155837392,0.01093271223907771,-0.06797652775095331,-0.049912405244784575,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.65,0.04172965645319349,0.663736942865615,-0.10437495862980406,0.48757374901897754,0.005214843607459793,0.010695497077011049,-0.06486665845277273,-0.012426250981022458,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,GROSS",False,False,False
u56,V1u,10.0,0.7,0.0448214737618422,0.6636225966892841,-0.11201362851763708,0.52505684319557,0.0054974728099222185,0.010470243138750128,-0.061774841144124015,0.02505684319557,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS",False,False,False
u56,V1u,10.0,0.75,0.04789487703519213,0.6635024064049584,-0.11959822306034851,0.5625369186394351,0.005770357741584011,0.010257740515129801,-0.05870143787077409,0.06253691863943511,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS",False,False,False
u56,V1u,10.0,0.8,0.05094945120670036,0.6633752334606826,-0.1271290257176041,0.6000140167076956,0.006035421435012934,0.010058800739571997,-0.05564686369926586,0.10001401670769561,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS",False,False,False
u56,V1u,10.0,0.85,0.05398495859940167,0.6632420598634687,-0.13460625649807734,0.6374881787618606,0.006294716549099682,0.009874248274415657,-0.05261135630656455,0.1374881787618606,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS",False,False,False
u56,V1u,10.0,0.9,0.05700115069644829,0.6631035657158068,-0.142030255430594,0.6749594461695354,0.006550420651694715,0.009704909959952452,-0.04959516420951793,0.1749594461695354,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS",False,False,False
