panel,gross,device,strength,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_CAGR,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,0.75,NONE,-1.0,0.0,0.12014999456189335,1.3078729412435246,-0.14765004422980466,0.8137484495086921,1.3431232040383605,1.284150948562567,0.10626275308642685,1.2287390131430878,1.1884268750034246,0.13168913356431755,1.3693466954314062,-0.14765004422980466,False,True,True,True,True,True,True
U56,0.75,NONE,-1.0,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214654,0.7848531308785462,1.302764164743885,1.2457435666979828,0.10237759674066704,1.187187051834311,1.1058366340986947,0.12773946456006335,1.3318413815124672,-0.14809080759214643,False,True,True,True,True,True,True
U56,0.75,NONE,-1.0,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,0.09657432667716592,1.124749529084998,0.983502359682811,0.12183969460699817,1.275468963789105,-0.14875179387181792,False,True,True,True,True,True,True
U56,0.75,NONE,-1.0,50.0,0.10067860481310942,1.111339888951081,-0.14985301432639242,0.6718490466519611,1.1407447040222283,1.0915969990562207,0.08696709885997245,1.0204653620097097,0.7785733423801011,0.11207234887057682,1.181260845927782,-0.14985301432639275,False,False,True,True,True,True,False
U56,0.75,DRIFT,0.001,0.0,0.12028314425285114,1.310019800911742,-0.14651792572432476,0.8209449025313484,1.342621536248434,1.2885312263432134,0.10601453116335202,1.2268230101909219,1.1797436774840664,0.13214287702430583,1.3745400765547091,-0.14651792572432465,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.001,10.0,0.11659809911666441,1.273126376803556,-0.14693833611281804,0.7935172140995347,1.30477370661486,1.2522661822982495,0.10236271320317081,1.1877184766606355,1.0989875955261648,0.12843034819878518,1.3392360350750105,-0.1469383361128178,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.001,25.0,0.11109219382920799,1.2176783311773174,-0.14756881424751456,0.7528161989759911,1.2478843797252037,1.1977676509054647,0.09690653039048702,1.1289561280712188,0.9849559704276672,0.12288331464392455,1.286171422778501,-0.14756881424751456,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.001,50.0,0.10197316327887163,1.1250305946061645,-0.1486192446275506,0.6861370042246072,1.152815136147387,1.1067164553046493,0.08787005590330588,1.0308012448869044,0.7928417002922976,0.11369599577937373,1.1974876341534433,-0.14861924462755072,False,False,True,True,True,True,False
U56,0.75,DRIFT,0.0025,0.0,0.12023753421896788,1.3010016715742982,-0.14838984211204875,0.8102814350875638,1.3324058447025418,1.2802239794473673,0.10582925393837961,1.216026753044054,1.1476984848158183,0.13221473782309112,1.3668516127349413,-0.1483898421120491,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.0025,10.0,0.11670029323942632,1.2658356396095074,-0.14878511079353718,0.7843546482373925,1.2963626266768185,1.2456358468593072,0.10232625537403339,1.1787952134096729,1.075493265338127,0.12864914312312847,1.3331729444454652,-0.1487851107935374,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.0025,25.0,0.1114143600853923,1.212985126323284,-0.1493779127547965,0.7458556491432485,1.2421876673506749,1.1936584356670292,0.09709154908659556,1.122849157376926,0.9682622512252033,0.12332079221911085,1.282552616378815,-0.1493779127547964,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.0025,50.0,0.1026573599442826,1.1246783105833964,-0.15036564652763207,0.6827181760922877,1.1516560620611358,1.1068194267549678,0.08841956361168402,1.0293997286468728,0.8042524529701875,0.11449339568934369,1.1979543940830715,-0.15036564652763218,False,False,True,True,True,True,False
U56,0.75,DRIFT,0.005,0.0,0.1224801596621441,1.3038914528579162,-0.14559227134065578,0.8412545428016978,1.308440591961585,1.3048004337101102,0.1063724430275168,1.1932274044801252,1.0999946958982365,0.13588846300586233,1.3896050298062521,-0.1455922713406561,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.005,10.0,0.11903465032189775,1.270263135205338,-0.14602248341518043,0.8151802896232825,1.274209663282914,1.271568792153136,0.1029498771092816,1.1578100705416552,1.0300399199116441,0.13242414808222924,1.3573037069350669,-0.1460224834151801,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.005,25.0,0.11388526177190883,1.2197251309504777,-0.1466676700150974,0.7764851092281341,1.222762786109539,1.2216295327743631,0.09783491170805769,1.1045936175385216,0.93262560965381,0.1272465432304224,1.3087538420212776,-0.1466676700150974,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.005,50.0,0.10535304843093773,1.13528214244094,-0.14774263033874058,0.7130849653169632,1.1367962017599038,1.1381911585920608,0.08936009010197554,1.0157077430624368,0.7880464892695365,0.1186672828690627,1.2276129842587038,-0.14774263033874024,False,False,True,True,True,True,False
U56,0.75,DRIFT,0.01,0.0,0.13048309910770794,1.2760539065462992,-0.15721307618124347,0.8299761207985027,1.2710273797010117,1.284828858926557,0.11244045692618765,1.1554551962307467,1.0469626631433555,0.14552443154100736,1.3697025647344654,-0.15721307618124347,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.01,10.0,0.12697468826251024,1.2448505919226198,-0.15767137475616644,0.8053122417361578,1.2391871188272203,1.2540758944149624,0.1089324314027118,1.1224521471870805,0.984972467610525,0.1420163860913355,1.339857631850194,-0.15767137475616655,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.01,25.0,0.12173145818009612,1.197959090444415,-0.15835870214226144,0.7687070968208538,1.1913359614062473,1.2078632614924305,0.10369005994856684,1.0728663764725321,0.8961534341740183,0.13677347088445635,1.295001669246083,-0.15835870214226144,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.01,50.0,0.11304419626596607,1.1196109297466676,-0.15950392651564693,0.708723595308337,1.111381812378292,1.1306519221878406,0.09500497075360648,0.9900495847289669,0.7418025487451196,0.12808611731014752,1.2200354900392345,-0.15950392651564715,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.0175,0.0,0.1374961142987854,1.2414788403752108,-0.19031456510100653,0.7224676378595166,1.3422848529611908,1.166169352148248,0.12549380810232336,1.221072559033398,1.1208537950805542,0.1474520863919644,1.260117767730142,-0.19031456510100642,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.0175,10.0,0.13539392236771897,1.2242216525530556,-0.19110616782750178,0.7084748959538011,1.321506561697869,1.151711046332468,0.12301498118062137,1.1989571861977582,1.073010558326706,0.14566563513229713,1.2463296185310915,-0.19110616782750156,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.0175,25.0,0.13224731233448295,1.198296876646293,-0.19229260089624833,0.6877399947688945,1.2902793227694684,1.1299980250876898,0.11930619075529236,1.1657304813181633,1.00549428877496,0.14299071724456525,1.2256195021249616,-0.19229260089624844,False,True,True,True,True,True,True
U56,0.75,DRIFT,0.0175,50.0,0.1270207236135581,1.1549950327235228,-0.19426740168750312,0.6538447650516402,1.238092075608512,1.0937473138092808,0.11314999409029958,1.1102290665903944,0.903024578216016,0.13854518395228577,1.1910336950641076,-0.19426740168750312,False,True,True,True,True,True,True
U56,0.75,PARTIAL,0.75,0.0,0.12016696113491498,1.300191842193185,-0.15001724365345137,0.8010209907102926,1.335831578482504,1.276456425677532,0.10630667481630796,1.2236753382149592,1.1610248280818083,0.13168344518617414,1.3596795269248818,-0.15001724365345137,False,True,True,True,True,True,True
U56,0.75,PARTIAL,0.75,10.0,0.11678752971872686,1.2665833138854452,-0.15038299605975214,0.7766006315788742,1.3010477064045358,1.243672814247906,0.10294074164097289,1.1878320154351014,1.0927987029781694,0.12829306703589372,1.3276751520133776,-0.15038299605975203,False,True,True,True,True,True,True
U56,0.75,PARTIAL,0.75,25.0,0.11173674280298007,1.2161017732689345,-0.15146917815670813,0.7376863343602394,1.2487945940731284,1.1944347451973847,0.09791027547413367,1.1339982434186293,0.9976536258057949,0.12322579826575253,1.2796006743524646,-0.1514691781567078,False,True,True,True,True,True,True
U56,0.75,PARTIAL,0.75,50.0,0.10336749786593957,1.1318158754515375,-0.1536648362301135,0.6726815347080868,1.1615384550393018,1.1122339396168797,0.08957509155941734,1.0441327950045571,0.8329887970568257,0.11482892102917908,1.1993239147695478,-0.1536648362301135,False,False,True,True,True,True,False
U56,0.75,PARTIAL,0.5,0.0,0.12035930839097264,1.2869829948903322,-0.1619277665704909,0.7432901159578301,1.3243583046859007,1.262830079723357,0.10624764132514963,1.2147115826196542,1.1312949937340604,0.13208706698095973,1.3432855351136015,-0.16192776657049102,False,True,True,True,True,True,True
U56,0.75,PARTIAL,0.5,10.0,0.11749332043533767,1.2588365811434339,-0.1625582955983138,0.7227765276628332,1.2950908440867268,1.235467803886441,0.10339253166973883,1.184546241673154,1.076226546442222,0.1292122822803825,1.3165687026702881,-0.16255829559831392,False,True,True,True,True,True,True
U56,0.75,PARTIAL,0.5,25.0,0.11320760041757394,1.2165774509022047,-0.16350356278783518,0.6923861381814286,1.2511426278137454,1.1943900856998426,0.0991231918392177,1.1392564937113812,0.9983243853449281,0.12491331443463083,1.2764557700335972,-0.16350356278783507,False,True,True,True,True,True,True
U56,0.75,PARTIAL,0.5,50.0,0.10609995845715359,1.146057388842743,-0.16507760500244673,0.64272775495853,1.1777903693495937,1.125850884679473,0.09204301567896822,1.0636836970182495,0.8755991410363092,0.11778345368833598,1.20951493198711,-0.16507760500244661,False,False,True,True,True,True,False
