panel,cost,arm,k,share,n,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,fail_pub,pass_pub,fail_cor,pass_cor,moved,verdict_moved,mg_DD_pub,mg_DD_cor,mg_CAGR_pub,mg_CAGR_cor,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
u56,10.0,A_LIVE,-0.5,0.1,4,0.07391070521921184,0.7019809686428197,-0.14804682611756326,H2|CAGR,False,H2|CAGR,False,False,False,0.08797382086622471,0.05425658558282645,-0.01879360094774775,-0.03424431864224102,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,10.0,A_ZERO,0.0,0.1,4,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,False,DD,False,False,False,-0.0069717197869363645,-0.040688955070334626,0.10750702958623269,0.09205631189173942,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,10.0,A_ISK,1.0,0.1,4,0.2284243778347106,1.0210745123919134,-0.26423948550930587,DD,False,DD,False,False,False,-0.028218838525517903,-0.061936073808916164,0.13572007166775102,0.12026935397325773,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,10.0,A_ISKS,0.0,0.1,4,0.20021133575319228,0.981820595790861,-0.24299236677072433,DD,False,DD,False,False,False,-0.0069717197869363645,-0.040688955070334626,0.10750702958623269,0.09205631189173942,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_LIVE,-0.5,0.1,4,0.031801820471182296,0.33884954724842653,-0.17501750938801552,H1|H2|CAGR,False,H1|H2|CAGR,False,False,False,0.061003137595772444,0.027285902312374183,-0.06090248569577729,-0.07635320339027056,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_ZERO,0.0,0.1,4,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,False,H2|DD,False,False,False,-0.014782749056756722,-0.048499984340154983,0.07140408772885452,0.05595337003436125,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_ISK,1.0,0.1,4,0.18752942639254444,0.8714258309688133,-0.2756092165244888,H2|DD,False,H2|DD,False,False,False,-0.03958856954070081,-0.07330580482409907,0.09482512022558486,0.07937440253109158,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,A_ISKS,0.0,0.1,4,0.1641083938958141,0.8346146335465046,-0.2508033960405447,H2|DD,False,H2|DD,False,False,False,-0.014782749056756722,-0.048499984340154983,0.07140408772885452,0.05595337003436125,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
broad,10.0,A_LIVE,-0.5,0.15,14,0.07103393947681425,0.6953099368583532,-0.18088377055104954,H1|H2|CAGR,False,H1|H2|CAGR,False,False,False,0.05512790260070152,0.021411949293308502,-0.02166872605787637,-0.037119170313658134,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,10.0,A_ZERO,0.0,0.15,14,0.12675734109715964,0.8314381919772577,-0.21579823921837338,H1|H2,False,H1|H2|DD,False,True,False,0.020213433933377684,-0.013502519374015337,0.03405467556246902,0.018604231306687258,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
