panel,c,B,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,keep4b,keep4b_oos,keep4a_oos,legH1,legH2,legDD,legCAGR,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR,dd_margin_pp,cagr_margin_pp,d_sharpe_vs_anchor,d_cagr_pp_vs_anchor,d_maxdd_vs_anchor_pp,mean_gross,eff_n,max_w,min_w,band_w,book_beta,anchor_book_beta,turn_y,drag_bpyr,twin_Sharpe_med,twin_Sharpe_lo,twin_Sharpe_hi,twin_MaxDD_med,sharpe_pct_in_twins,maxdd_pct_in_twins,d_sharpe_vs_twin,se_vs_twin,t_vs_twin,d_maxdd_pp_vs_twin,t_maxdd_vs_twin,od_sharpe_vs_twin,ose_vs_twin,ot_vs_twin,mirror_MaxDD,mirror_Sharpe,d_maxdd_pp_vs_mirror,t_maxdd_vs_mirror,d_sharpe_vs_mirror,t_sharpe_vs_mirror,spy_Sharpe,spy_MaxDD,spy_CAGR,live_Sharpe,live_MaxDD,anchor_Sharpe,anchor_MaxDD,anchor_CAGR,anchor_dd_margin_pp
U56,0.0,20,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,True,False,True,True,True,True,True,True,True,True,1.1028113573180731,5.216957334254689,0.0,0.0,0.0,0.75,18.693961105424766,0.0361865191510204,0.0361865191510204,0.0,1.0161740340908945,1.0161740340908945,2.871270351412812,28.712703514128123,1.1536628182453899,1.1536628182453899,1.1536628182453899,-0.19127562163086176,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,-0.19127562163086176,1.1536628182453899,0.0,,0.0,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.0,63,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,True,False,True,True,True,True,True,True,True,True,1.1028113573180731,5.216957334254689,0.0,0.0,0.0,0.75,18.693961105424766,0.0361865191510204,0.0361865191510204,0.0,1.006874442552475,1.006874442552475,2.871270351412812,28.712703514128123,1.1536628182453899,1.1536628182453899,1.1536628182453899,-0.19127562163086176,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,-0.19127562163086176,1.1536628182453899,0.0,,0.0,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.0,126,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,True,False,True,True,True,True,True,True,True,True,1.1028113573180731,5.216957334254689,0.0,0.0,0.0,0.75,18.693961105424766,0.0361865191510204,0.0361865191510204,0.0,0.9954206083498759,0.9954206083498759,2.871270351412812,28.712703514128123,1.1536628182453899,1.1536628182453899,1.1536628182453899,-0.19127562163086176,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,-0.19127562163086176,1.1536628182453899,0.0,,0.0,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.0,252,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,True,False,True,True,True,True,True,True,True,True,1.1028113573180731,5.216957334254689,0.0,0.0,0.0,0.75,18.693961105424766,0.0361865191510204,0.0361865191510204,0.0,0.9816684890227544,0.9816684890227544,2.871270351412812,28.712703514128123,1.1536628182453899,1.1536628182453899,1.1536628182453899,-0.19127562163086176,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,-0.19127562163086176,1.1536628182453899,0.0,,0.0,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.25,20,0.14911625637226433,1.1477519692906009,-0.1834745796399364,1.1876803698098328,1.12293224153868,0.1637056679353417,1.188207406248949,-0.1834745796399373,False,True,True,False,True,True,True,True,True,True,True,True,1.8829155564106081,4.325806697156052,-0.005910848954788994,-0.8911506370986366,0.780104199092535,0.75,18.313416321712214,0.04476403527794831,0.02760900302409249,0.017155032253855822,0.9250372205956069,1.0161740340908945,4.213818634902906,42.13818634902906,1.1097107406435902,1.103211557518087,1.142248385944846,-0.19141341760384362,1.0,1.0,0.03768850384722677,0.02026569486850638,1.8597192986358473,0.9390280219539027,1.4122782092893544,0.03169298120931985,0.02869834583407421,1.1043487102901255,-0.1998833870214518,1.1340652521471204,1.64088073815154,1.6197664768939817,0.013686717143480465,0.4481527513962041,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.25,63,0.1494022008141851,1.1547618671364503,-0.18397496446443407,1.1955598059019323,1.1291525438192827,0.16409450480098275,1.1965999172463302,-0.18397496446443395,False,True,True,False,True,True,True,True,True,True,True,True,1.8328770739608424,4.354401141348128,0.0010990488910604945,-0.8625561929065606,0.7300657166427693,0.75,18.313416321712214,0.04476403527794831,0.02760900302409249,0.017155032253855822,0.9329869208064273,1.006874442552475,3.3376997939989383,33.37699793998938,1.1170025753431063,1.0957863302391386,1.1348672361040781,-0.1919486656991301,1.0,1.0,0.03642349978955828,0.0206613271692923,1.7628828724851886,0.903744656345995,1.3119646370132996,0.05572073761451457,0.02856768861888473,1.9504811312484085,-0.20030453981957963,1.1403752947180148,1.6329575355145565,1.570659508006043,0.01438657241843555,0.46456985018811925,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.25,126,0.14966001227989456,1.1567622263760609,-0.1820792278123209,1.2009560765185052,1.1282940647627984,0.16447874092094827,1.1991410770355941,-0.1820792278123211,False,True,True,False,True,True,True,True,True,True,True,True,2.02245073917216,4.380182287919075,0.0030994081306709997,-0.8367750463356138,0.9196393818540871,0.75,18.313416321712214,0.04476403527794831,0.02760900302409249,0.017155032253855822,0.9274868355094268,0.9954206083498759,3.1263116406755374,31.263116406755373,1.120138400841401,1.1026353242802942,1.1294595486659014,-0.19195996142900862,1.0,1.0,0.03547589876888946,0.019507962758689854,1.8185342676588134,0.8844505233499,1.12440544959946,0.04849101913418341,0.028792268825003867,1.684168046252496,-0.20164906829281193,1.1415949579595797,1.956984048049104,1.7607156611708963,0.015167268416481194,0.488238532694987,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.25,252,0.14934298504026922,1.1534413786816635,-0.1821104535658039,1.204875299537718,1.1191879148486474,0.1632990117776858,1.1896357439693162,-0.18211045356580358,False,True,True,False,True,True,True,True,True,True,True,True,2.0193281638238583,4.34847956395654,-0.00022143956372633333,-0.8684777702981483,0.9165168065057849,0.75,18.313416321712214,0.04476403527794831,0.02760900302409249,0.017155032253855822,0.9186460412720632,0.9816684890227544,3.0189783756072597,30.189783756072597,1.1095175264225,1.104087017022322,1.1317657331289983,-0.19383957413866532,1.0,1.0,0.042712968543910046,0.02245586570792748,1.902085143341025,1.1067173368986771,1.5499314490429248,0.051733910711254216,0.03159471352215821,1.6374230035341784,-0.2007997600157282,1.1459552160703892,1.8689306449924281,1.7411342352183083,0.007486162611274327,0.2269186821500693,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.5,20,0.13955936160701432,1.1296088119413883,-0.17598479265121958,1.1559549764202615,1.1140927004757804,0.15349209534932418,1.1787731193446782,-0.1759847926512189,False,True,True,False,True,True,True,True,True,True,True,True,2.6318942552822913,3.3701172206310512,-0.024054006304001563,-1.8468401136236379,1.529082897964218,0.75,17.259390771906883,0.05334155140487622,0.019031486897164586,0.034310064507711645,0.8339004071003221,1.0161740340908945,6.0628125697986714,60.62812569798672,1.0600640219601702,1.0141760583079413,1.1097238113674932,-0.1967364340623068,1.0,1.0,0.06836679636661414,0.04006145148134053,1.706548161353001,2.1892425481993327,1.7832096843926861,0.07556114045290441,0.05309614490627245,1.4231003133332583,-0.2084918167693457,1.1093736228053028,3.2507024118126115,1.6765205027721217,0.020235189136085463,0.33225326126152954,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
U56,0.5,63,0.14036340408832526,1.1459465098268418,-0.1769638881056047,1.1741217249645757,1.1288089819083769,0.15451812200515103,1.1980583565277012,-0.17696388810560493,False,True,True,False,True,True,True,True,True,True,True,True,2.5339847098437787,3.4505214687621453,-0.00771630841854809,-1.7664358654925438,1.4311733525257053,0.75,17.259390771906883,0.05334155140487622,0.019031486897164586,0.034310064507711645,0.8590993990603788,1.006874442552475,4.0951465849809985,40.951465849809985,1.05367309332799,1.024842753086662,1.1116490771239427,-0.19684443497818083,1.0,1.0,0.0892036616697538,0.03972588537720356,2.245479510972529,2.162523075639189,1.6475435078220604,0.0991001259070361,0.05651200926432759,1.7536117932651822,-0.20930044329971498,1.1226878359993486,3.2336555194110272,1.6348311533578286,0.023258673827493137,0.375781788340435,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909,1.1536628182453899,-0.19127562163086176,0.1580277627432507,1.1028113573180731
