family,band,lag,cost,n_CAGR,flips_CAGR,fpb_CAGR,ratio_CAGR,spread_CAGR,n_DD,flips_DD,fpb_DD,ratio_DD,spread_DD,n_CAGR_far,fpb_CAGR_far,fpb_ratio_DD_over_CAGR
MONTHLY,0.5,1,10.0,5,72,14.4,0.14221483723353584,1.2463909930973793,6,42,7.0,0.02383503872617274,8.336379770098123,36,0.0,0.4861111111111111
MONTHLY,0.5,1,25.0,7,25,3.5714285714285716,0.22084151526902482,1.1286792999474216,6,43,7.166666666666667,0.03488766498804073,9.122631312712432,35,0.0,2.006666666666667
MONTHLY,0.5,2,10.0,8,53,6.625,0.13418865473329616,1.0151724368317683,3,32,10.666666666666666,0.020730304037738335,16.266617839009356,35,0.0,1.6100628930817609
MONTHLY,0.5,2,25.0,8,42,5.25,0.22996908903932872,1.101418308997859,3,32,10.666666666666666,0.02008698551290621,16.19041701352867,33,0.0,2.0317460317460316
MONTHLY,1.0,1,10.0,13,97,7.461538461538462,0.4159107413737798,1.1512595321903074,11,79,7.181818181818182,0.047409886737418146,9.572796494140857,36,0.0,0.9625117150890347
MONTHLY,1.0,1,25.0,14,46,3.2857142857142856,0.31769734644159303,1.3021007115290861,10,64,6.4,0.039321932521283104,9.122631312712432,35,0.0,1.9478260869565218
MONTHLY,1.0,2,10.0,13,58,4.461538461538462,0.260597503621161,1.0211221638116275,10,95,9.5,0.07167790898838049,9.83537418424396,35,0.0,2.1293103448275863
MONTHLY,1.0,2,25.0,13,49,3.769230769230769,0.42768588489143283,1.0344559227354555,10,109,10.9,0.07598127654430897,10.338139848249089,33,0.0,2.891836734693878
MONTHLY,2.0,1,10.0,28,102,3.642857142857143,0.8226284982370632,1.1159478210436613,20,145,7.25,0.08708614914234555,9.167990937552101,36,0.0,1.9901960784313726
MONTHLY,2.0,1,25.0,28,54,1.9285714285714286,0.8761493606224664,1.1175912575563496,18,130,7.222222222222222,0.0766111684501353,9.122631312712432,35,0.0,3.7448559670781894
MONTHLY,2.0,2,10.0,28,58,2.0714285714285716,0.9412171292745072,1.0181557415622877,16,167,10.4375,0.09568660499467549,9.83537418424396,35,0.0,5.038793103448276
MONTHLY,2.0,2,25.0,26,49,1.8846153846153846,0.8801721726601632,1.0493540125428358,16,167,10.4375,0.09508748810966722,9.780836134680605,33,0.0,5.538265306122449
WEEKLY,0.5,1,10.0,7,7,1.0,0.3559446678241117,0.8335204226468163,3,3,1.0,0.03300094881066283,3.4234711399194984,29,0.0,1.0
WEEKLY,0.5,1,25.0,5,6,1.2,0.22541285585954987,0.9663390371124736,3,7,2.3333333333333335,0.06315745255067415,3.096194225185289,23,0.0,1.9444444444444446
WEEKLY,0.5,2,10.0,8,10,1.25,0.44329313518184954,0.7787246882142718,6,18,3.0,0.06549707135443515,5.475938547176185,28,0.0,2.4
WEEKLY,0.5,2,25.0,7,9,1.2857142857142858,0.39172708652251625,0.801103225563926,4,8,2.0,0.05450598250050663,5.349403230527994,22,0.0,1.5555555555555554
WEEKLY,1.0,1,10.0,14,8,0.5714285714285714,0.4808230188783173,0.8430214113361645,5,4,0.8,0.13322390172539025,3.4234711399194984,29,0.0,1.4000000000000001
WEEKLY,1.0,1,25.0,11,7,0.6363636363636364,0.6748137278661588,0.9663390371124736,6,8,1.3333333333333333,0.13472133322453797,3.3801442227992196,23,0.0,2.0952380952380953
WEEKLY,1.0,2,10.0,13,12,0.9230769230769231,0.5262915439536157,0.7236853632564211,8,22,2.75,0.07426351317089658,5.475938547176185,28,0.0,2.9791666666666665
WEEKLY,1.0,2,25.0,11,12,1.0909090909090908,0.6533856297291261,0.7616347567299008,8,18,2.25,0.10767315339616877,5.429820208085568,22,0.0,2.0625
WEEKLY,2.0,1,10.0,25,8,0.32,0.9189746829267703,0.8335204226468163,13,18,1.3846153846153846,0.30598733198307393,3.4234711399194984,29,0.0,4.326923076923077
WEEKLY,2.0,1,25.0,26,7,0.2692307692307692,1.132088989905987,0.9185586501813003,14,22,1.5714285714285714,0.3494367528238894,3.3333670704284115,23,0.0,5.836734693877551
WEEKLY,2.0,2,10.0,25,14,0.56,1.012980534143883,0.7236853632564211,16,29,1.8125,0.19831292821446433,5.4530824518134455,28,0.0,3.2366071428571423
WEEKLY,2.0,2,25.0,24,13,0.5416666666666666,0.9610378284043563,0.7813689911469134,16,27,1.6875,0.2063363904195798,5.192127219850828,22,0.0,3.1153846153846154
