panel,family,con,level,cad,isSharpe,oCAGR,oSharpe,oMaxDD,spy_oSharpe,ctrl_oSharpe,beats_SPY,beats_ctrl,oracle_oSharpe,regret,p4a,f4b
B136,MA-THRESH,DEGROSS,-0.25,Q,1.2156044088420448,0.13580129917386707,1.1384051662705015,-0.24163593668050243,0.8820239235972316,1.1283035038832874,True,True,1.1547736385168128,-0.016368472246311327,False,DD
B136,MA-THRESH,RESPREAD,0.2,Q,1.4584969655039113,0.21106474661139196,1.0664525071109843,-0.2952507655794452,0.8820239235972316,1.1283035038832874,True,False,1.1408653520847498,-0.07441284497376555,False,DD
B136,QUANTILE,DEGROSS,0.9,Q,1.1707637493305465,0.12496337696997828,1.1284481246686338,-0.22334553438842186,0.8820239235972316,1.1283035038832874,True,True,1.1478049302394622,-0.019356805570828417,False,DD
B136,QUANTILE,RESPREAD,0.9,Q,1.170016089073704,0.13852930233666005,1.1261503071799828,-0.24650540532220688,0.8820239235972316,1.1283035038832874,True,False,1.1467579843820892,-0.020607677202106434,False,DD
SMALL439,MA-THRESH,DEGROSS,-0.4,Q,0.7368408498827737,0.07975352536349556,0.5874263980687731,-0.3246766886644833,0.882010501050508,0.6467213771466885,False,False,0.8347821385717549,-0.2473557405029818,False,"H1,H2,OOS,DD,CAGR"
SMALL439,MA-THRESH,RESPREAD,0.3,M,0.8874006931164304,0.24022985785064388,1.1041600612175628,-0.3077804460589927,0.882010501050508,0.623487716376168,True,True,1.1041600612175628,0.0,False,DD
SMALL439,QUANTILE,DEGROSS,0.8,Q,0.7288904889119845,0.07585537286673993,0.62247468874787,-0.28164619150257,0.882010501050508,0.6467213771466885,False,False,0.6766109069201421,-0.0541362181722721,False,"H1,H2,OOS,DD,CAGR"
SMALL439,QUANTILE,RESPREAD,0.8,Q,0.7262496219569461,0.09186693152643799,0.6169033768661532,-0.35072630041994146,0.882010501050508,0.6467213771466885,False,False,0.6779847899901087,-0.06108141312395554,False,"H1,H2,OOS,DD,CAGR"
U56,MA-THRESH,DEGROSS,0.3,Q,1.2402236316509476,0.010463121750692306,0.5676700137783639,-0.033800585095968394,0.878646168321868,1.1680190827943557,False,False,1.2789003460084851,-0.7112303322301212,False,"H2,OOS,CAGR"
U56,MA-THRESH,RESPREAD,0.2,Q,1.408760308216809,0.21384920836366406,0.9389440910869066,-0.32510635940216404,0.878646168321868,1.1680190827943557,True,False,1.1991711889334367,-0.2602270978465301,False,DD
U56,QUANTILE,DEGROSS,0.5,M,1.2604971933059348,0.08015840107945915,1.2214317686186724,-0.10323058404987118,0.878646168321868,1.155797921830638,True,True,1.2415753609517877,-0.020143592333115246,False,CAGR
U56,QUANTILE,RESPREAD,0.5,M,1.2665506386785674,0.1602410873360829,1.2209814022101635,-0.19803550529723835,0.878646168321868,1.155797921830638,True,True,1.2461637465647533,-0.02518234435458977,False,-
