form,level,n,flip_any,flip_rate,flip_S,flip_C,flip_D,fire_rate,GAP,SD,RHO1,RHO5,DRHO1,RUN,TIMING,DDTIME
MA-DG,name,36,0,0.0,0,0,0,1.0,0.3660967044550372,0.19025944089923805,0.985633803795435,0.9267099166225246,0.00960441863869365,32.13915091276272,0.12808834400226948,-0.046869966590031925
VOL-DG,name,36,0,0.0,0,0,0,0.8394926310067672,0.15805057630716213,0.11315703967870466,0.9835151767069318,0.9168128833942983,0.0028145373918650415,28.69314489853897,0.09015979669926419,-0.0326718897577999
BAND-DG,name,36,0,0.0,0,0,0,1.0,0.36267623023568585,0.1893937829015796,0.9946524598675173,0.9722379757466505,0.01582210597159031,62.71301316734568,0.12325036106959307,-0.04602604430119941
BREADTH-DG,market,36,12,0.3333333333333333,0,6,6,0.23300158431232865,0.2316328590676583,0.3926396768527985,0.9582552724192729,0.7949229349720777,-1.7226849353958636e-07,33.03146436061264,0.07379081935991155,-0.05515315975655441
SPYTR-DG,market,36,9,0.25,0,0,9,0.23673464504513847,0.24000980568183758,0.39813128501874095,0.9551661233058907,0.7812898789025249,0.0,30.509362154434086,0.11114570032059448,-0.054605936446621
DD-DG,market,36,14,0.3888888888888889,0,1,13,0.2346185123317649,0.23660427209352378,0.3990182012234285,0.9515481656922127,0.7619842103498623,0.0,29.790904802020464,0.11368029862316457,-0.0655505735767531
MA-RS,name,36,0,0.0,0,0,0,0.0,1.6088320615676504e-05,0.0015940091999267958,0.558391791309569,0.022641443712118785,-0.2590605098798122,2.6610639992336322,0.04360104861230709,0.0026533464256745676
VOL-RS,name,36,0,0.0,0,0,0,0.0,3.630166560798632e-05,0.0011712124348220794,0.5505832467746784,0.009739214644457206,-0.30194882070239915,2.405389754810503,-0.03952488750326679,0.001916525969987053
BAND-RS,name,36,0,0.0,0,0,0,0.0,-2.22223070360054e-05,0.0016131824067692503,0.5649093648209507,0.02471933086225591,-0.24745482373475014,3.2064399006132214,0.017103475006835928,0.0031582624077030968
