panel,gross,device,tier,rate,dTurn,dCAGR,dSharpe,dMaxDD,mean_removed_size,removed_reduction_share,removed_whole_share,d_risk_gross,n_full_exits,pass4a,pass4b
U56,0.75,HOLD,MILD,,0.007709267125159069,-3.959953010168604e-06,-0.010146229674617535,0.0,0.007640060017838358,0.5042590654621519,0.6277203076645262,0.0034848927751892633,795,False,True
U56,0.75,HOLD,MID,0.11872049544826677,-0.005342526127555258,0.0006342673488086703,-0.018508973212048918,0.0,0.00790392009418473,0.5077327927065975,0.6718189165717761,0.009896654094436075,771,False,True
U56,0.75,HOLD,STRONG,0.09841075601252523,-0.05222918534153653,0.0051399136153789104,0.0008517836336381368,-0.0033099682536328334,0.00954432958399025,0.5046945729673464,0.6741686432100523,0.02372826874148848,716,False,True
U56,0.75,DRIFT,MILD,0.0061101029317311,-0.06032060797564831,0.0003685651236358112,0.004451062132539763,0.0011524714793285096,0.0004452314662594492,0.5002258539038719,0.021061128570840477,0.0016922730561160781,807,False,True
U56,0.75,DRIFT,MID,0.004801640319743689,-0.09804133901117607,0.0004707592463977228,-0.0028396750615087285,-0.0006943032013906336,0.0006669792368007126,0.5007564896518927,0.033880193448485287,0.008244387684837928,807,False,True
U56,0.75,DRIFT,STRONG,0.02277353723066717,-0.12317438000328473,0.0028051163288691505,0.0015878205343218266,0.0020683241769661187,0.0009885893881678063,0.5020861564138209,0.04347689189333359,0.021923025254500406,807,False,True
U56,0.75,BANDW,MILD,-0.007028401907071984,-0.18879840735999998,-0.001326951086341177,-0.04945593490666722,-0.007867393579020776,0.012173252741709512,0.5012853974014748,0.8052756828883499,0.005213436010306105,579,False,True
U56,0.75,BANDW,MID,0.003788506532329767,-0.3739221868455108,0.0014166066474472494,-0.051906663014734455,-0.023474560419713297,0.01249572993050515,0.5006031100615506,0.8011111818401851,0.0027643883222228105,382,False,True
U56,0.75,BANDW,STRONG,0.008562708647254755,-0.5024660978380311,0.004302470800910063,-0.059521550775293974,-0.02036298295631922,0.01273151922673892,0.4993986492120783,0.8175276572906516,0.006361880992244107,239,False,True
U56,0.75,ROTA,MILD,-0.004526557348256413,-0.14967796731700622,-0.0006775259028308778,-0.04004757331123843,-0.03463313385076139,0.004469694661351796,0.500780143694981,0.3288427010970294,0.0007538182416325645,749,False,True
