panel,fold,SET,DELTA,HFORM,call,named,V,widest,sp_DEG,sp_N,sp_GROSS
U56,2016,NG_D,0.3,H_ANY,TIE,,,H,0.06108436003333484,0.051148514884976626,
U56,2016,NG_D,1.0,H_RUNNERUP,TIE,,1.5402207245431756,H,0.051148514884976626,0.051148514884976626,
U56,2016,NG_D,1.0,H_NARROWEST,TIE,,2.3086486065238034,H,0.051148514884976626,0.051148514884976626,
U56,2016,NG_D,1.0,H_ANY,W,H,,H,0.051148514884976626,0.051148514884976626,
U56,2016,ALL4,0.0,H_RUNNERUP,TIE,,1.5402207245431756,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.0,H_NARROWEST,W,H,54.0702167454498,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.0,H_ANY,W,H,,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.01,H_RUNNERUP,TIE,,1.5402207245431756,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.01,H_NARROWEST,W,H,54.0702167454498,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.01,H_ANY,W,H,,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.03,H_RUNNERUP,TIE,,1.5402207245431756,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.03,H_NARROWEST,W,H,54.0702167454498,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.03,H_ANY,W,H,,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.1,H_RUNNERUP,TIE,,1.5402207245431756,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.1,H_NARROWEST,W,H,54.0702167454498,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.1,H_ANY,W,H,,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.3,H_RUNNERUP,TIE,,1.5402207245431756,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.3,H_NARROWEST,W,H,54.0702167454498,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,0.3,H_ANY,W,H,,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,1.0,H_RUNNERUP,TIE,,1.5402207245431756,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,1.0,H_NARROWEST,W,H,54.0702167454498,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4,1.0,H_ANY,W,H,,H,,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.0,H_RUNNERUP,TIE,,1.5402207245431756,H,0.0,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.0,H_ANY,W,H,,H,0.0,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.01,H_RUNNERUP,TIE,,1.5402207245431756,H,0.003005540873771917,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.01,H_NARROWEST,W,H,54.0702167454498,H,0.003005540873771917,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.01,H_ANY,W,H,,H,0.003005540873771917,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.03,H_RUNNERUP,TIE,,1.5402207245431756,H,0.008730544317889777,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.03,H_NARROWEST,W,H,54.0702167454498,H,0.008730544317889777,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.03,H_ANY,W,H,,H,0.008730544317889777,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.1,H_RUNNERUP,TIE,,1.5402207245431756,H,0.026686733555803865,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.1,H_NARROWEST,W,H,54.0702167454498,H,0.026686733555803865,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.1,H_ANY,W,H,,H,0.026686733555803865,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.3,H_RUNNERUP,TIE,,1.2896918722313608,H,0.06108436003333484,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.3,H_NARROWEST,W,H,54.0702167454498,H,0.06108436003333484,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,0.3,H_ANY,W,H,,H,0.06108436003333484,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,1.0,H_RUNNERUP,TIE,,1.5402207245431756,H,0.051148514884976626,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,1.0,H_NARROWEST,W,H,54.0702167454498,H,0.051148514884976626,0.051148514884976626,0.0017692094899615096
U56,2016,ALL4_D,1.0,H_ANY,W,H,,H,0.051148514884976626,0.051148514884976626,0.0017692094899615096
U56,2017,NG,0.0,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,
U56,2017,NG,0.0,H_NARROWEST,TIE,,2.3055491850308507,N,,0.04652446553293976,
U56,2017,NG,0.0,H_ANY,W,N,,N,,0.04652446553293976,
U56,2017,NG,0.01,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,
U56,2017,NG,0.01,H_NARROWEST,TIE,,2.3055491850308507,N,,0.04652446553293976,
U56,2017,NG,0.01,H_ANY,W,N,,N,,0.04652446553293976,
U56,2017,NG,0.03,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,
U56,2017,NG,0.03,H_NARROWEST,TIE,,2.3055491850308507,N,,0.04652446553293976,
U56,2017,NG,0.03,H_ANY,W,N,,N,,0.04652446553293976,
U56,2017,NG,0.1,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,
U56,2017,NG,0.1,H_NARROWEST,TIE,,2.3055491850308507,N,,0.04652446553293976,
U56,2017,NG,0.1,H_ANY,W,N,,N,,0.04652446553293976,
U56,2017,NG,0.3,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,
U56,2017,NG,0.3,H_NARROWEST,TIE,,2.3055491850308507,N,,0.04652446553293976,
U56,2017,NG,0.3,H_ANY,W,N,,N,,0.04652446553293976,
U56,2017,NG,1.0,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,
U56,2017,NG,1.0,H_NARROWEST,TIE,,2.3055491850308507,N,,0.04652446553293976,
U56,2017,NG,1.0,H_ANY,W,N,,N,,0.04652446553293976,
U56,2017,NG_D,0.0,H_RUNNERUP,TIE,,1.2882774602845353,N,0.0,0.04652446553293976,
U56,2017,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.04652446553293976,
U56,2017,NG_D,0.0,H_ANY,W,N,,N,0.0,0.04652446553293976,
U56,2017,NG_D,0.01,H_RUNNERUP,TIE,,1.2882774602845353,N,0.002404161080951761,0.04652446553293976,
U56,2017,NG_D,0.01,H_NARROWEST,W,N,19.351642409302134,N,0.002404161080951761,0.04652446553293976,
U56,2017,NG_D,0.01,H_ANY,W,N,,N,0.002404161080951761,0.04652446553293976,
U56,2017,NG_D,0.03,H_RUNNERUP,TIE,,1.2882774602845353,N,0.006933998284436749,0.04652446553293976,
U56,2017,NG_D,0.03,H_NARROWEST,W,N,6.7096159566931535,N,0.006933998284436749,0.04652446553293976,
U56,2017,NG_D,0.03,H_ANY,W,N,,N,0.006933998284436749,0.04652446553293976,
U56,2017,NG_D,0.1,H_RUNNERUP,TIE,,1.2882774602845353,N,0.020739976405679705,0.04652446553293976,
U56,2017,NG_D,0.1,H_NARROWEST,TIE,,2.3055491850308507,N,0.020739976405679705,0.04652446553293976,
U56,2017,NG_D,0.1,H_ANY,W,N,,N,0.020739976405679705,0.04652446553293976,
U56,2017,NG_D,0.3,H_RUNNERUP,TIE,,1.06051022577369,N,0.043869888665145185,0.04652446553293976,
U56,2017,NG_D,0.3,H_NARROWEST,TIE,,2.3055491850308507,N,0.043869888665145185,0.04652446553293976,
U56,2017,NG_D,0.3,H_ANY,W,N,,N,0.043869888665145185,0.04652446553293976,
U56,2017,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.04652446553293976,0.04652446553293976,
U56,2017,NG_D,1.0,H_NARROWEST,TIE,,2.3055491850308507,N,0.04652446553293976,0.04652446553293976,
U56,2017,NG_D,1.0,H_ANY,W,N,,N,0.04652446553293976,0.04652446553293976,
U56,2017,ALL4,0.0,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.0,H_NARROWEST,W,N,50.020392927907785,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.0,H_ANY,W,N,,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.01,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.01,H_NARROWEST,W,N,50.020392927907785,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.01,H_ANY,W,N,,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.03,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.03,H_NARROWEST,W,N,50.020392927907785,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.03,H_ANY,W,N,,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.1,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.1,H_NARROWEST,W,N,50.020392927907785,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.1,H_ANY,W,N,,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.3,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.3,H_NARROWEST,W,N,50.020392927907785,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,0.3,H_ANY,W,N,,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,1.0,H_RUNNERUP,TIE,,1.2882774602845353,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,1.0,H_NARROWEST,W,N,50.020392927907785,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4,1.0,H_ANY,W,N,,N,,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.0,H_RUNNERUP,TIE,,1.2882774602845353,N,0.0,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.01,H_RUNNERUP,TIE,,1.2882774602845353,N,0.002404161080951761,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.01,H_NARROWEST,W,N,50.020392927907785,N,0.002404161080951761,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.01,H_ANY,W,N,,N,0.002404161080951761,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.03,H_RUNNERUP,TIE,,1.2882774602845353,N,0.006933998284436749,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.03,H_NARROWEST,W,N,50.020392927907785,N,0.006933998284436749,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.03,H_ANY,W,N,,N,0.006933998284436749,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.1,H_RUNNERUP,TIE,,1.2882774602845353,N,0.020739976405679705,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.1,H_NARROWEST,W,N,50.020392927907785,N,0.020739976405679705,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.1,H_ANY,W,N,,N,0.020739976405679705,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.3,H_RUNNERUP,TIE,,1.06051022577369,N,0.043869888665145185,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.3,H_NARROWEST,W,N,50.020392927907785,N,0.043869888665145185,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,0.3,H_ANY,W,N,,N,0.043869888665145185,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.04652446553293976,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,1.0,H_NARROWEST,W,N,50.020392927907785,N,0.04652446553293976,0.04652446553293976,0.0011294205184011474
U56,2017,ALL4_D,1.0,H_ANY,W,N,,N,0.04652446553293976,0.04652446553293976,0.0011294205184011474
U56,2018,NG,0.0,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,
U56,2018,NG,0.0,H_NARROWEST,TIE,,7.318674423971546,N,,0.0885088854207996,
U56,2018,NG,0.0,H_ANY,TIE,,,N,,0.0885088854207996,
U56,2018,NG,0.01,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,
U56,2018,NG,0.01,H_NARROWEST,TIE,,7.318674423971546,N,,0.0885088854207996,
U56,2018,NG,0.01,H_ANY,TIE,,,N,,0.0885088854207996,
U56,2018,NG,0.03,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,
U56,2018,NG,0.03,H_NARROWEST,TIE,,7.318674423971546,N,,0.0885088854207996,
U56,2018,NG,0.03,H_ANY,TIE,,,N,,0.0885088854207996,
U56,2018,NG,0.1,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,
U56,2018,NG,0.1,H_NARROWEST,TIE,,7.318674423971546,N,,0.0885088854207996,
U56,2018,NG,0.1,H_ANY,TIE,,,N,,0.0885088854207996,
U56,2018,NG,0.3,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,
U56,2018,NG,0.3,H_NARROWEST,TIE,,7.318674423971546,N,,0.0885088854207996,
U56,2018,NG,0.3,H_ANY,TIE,,,N,,0.0885088854207996,
U56,2018,NG,1.0,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,
U56,2018,NG,1.0,H_NARROWEST,TIE,,7.318674423971546,N,,0.0885088854207996,
U56,2018,NG,1.0,H_ANY,TIE,,,N,,0.0885088854207996,
U56,2018,NG_D,0.0,H_RUNNERUP,TIE,,1.4824382221026544,N,0.0,0.0885088854207996,
U56,2018,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.0885088854207996,
U56,2018,NG_D,0.0,H_ANY,W,N,,N,0.0,0.0885088854207996,
U56,2018,NG_D,0.01,H_RUNNERUP,TIE,,1.4824382221026544,N,0.002232490480208682,0.0885088854207996,
U56,2018,NG_D,0.01,H_NARROWEST,W,N,39.64580642356255,N,0.002232490480208682,0.0885088854207996,
U56,2018,NG_D,0.01,H_ANY,W,N,,N,0.002232490480208682,0.0885088854207996,
U56,2018,NG_D,0.03,H_RUNNERUP,TIE,,1.4824382221026544,N,0.006394235157678674,0.0885088854207996,
U56,2018,NG_D,0.03,H_NARROWEST,W,N,13.841981603462228,N,0.006394235157678674,0.0885088854207996,
U56,2018,NG_D,0.03,H_ANY,W,N,,N,0.006394235157678674,0.0885088854207996,
U56,2018,NG_D,0.1,H_RUNNERUP,TIE,,1.4824382221026544,N,0.018782303121547494,0.0885088854207996,
U56,2018,NG_D,0.1,H_NARROWEST,TIE,,7.318674423971546,N,0.018782303121547494,0.0885088854207996,
U56,2018,NG_D,0.1,H_ANY,W,N,,N,0.018782303121547494,0.0885088854207996,
U56,2018,NG_D,0.3,H_RUNNERUP,TIE,,1.4824382221026544,N,0.03690688054479119,0.0885088854207996,
U56,2018,NG_D,0.3,H_NARROWEST,TIE,,7.318674423971546,N,0.03690688054479119,0.0885088854207996,
U56,2018,NG_D,0.3,H_ANY,TIE,,,N,0.03690688054479119,0.0885088854207996,
U56,2018,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.0885088854207996,0.0885088854207996,
U56,2018,NG_D,1.0,H_NARROWEST,TIE,,7.318674423971546,N,0.0885088854207996,0.0885088854207996,
U56,2018,NG_D,1.0,H_ANY,W,N,,N,0.0885088854207996,0.0885088854207996,
U56,2018,ALL4,0.0,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.0,H_NARROWEST,W,N,70.34167744100753,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.0,H_ANY,W,N,,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.01,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.01,H_NARROWEST,W,N,70.34167744100753,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.01,H_ANY,W,N,,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.03,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.03,H_NARROWEST,W,N,70.34167744100753,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.03,H_ANY,W,N,,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.1,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.1,H_NARROWEST,W,N,70.34167744100753,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.1,H_ANY,W,N,,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.3,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.3,H_NARROWEST,W,N,70.34167744100753,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,0.3,H_ANY,W,N,,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,1.0,H_RUNNERUP,TIE,,1.4824382221026544,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,1.0,H_NARROWEST,W,N,70.34167744100753,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4,1.0,H_ANY,W,N,,N,,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.0,H_RUNNERUP,TIE,,1.4824382221026544,N,0.0,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.01,H_RUNNERUP,TIE,,1.4824382221026544,N,0.002232490480208682,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.01,H_NARROWEST,W,N,70.34167744100753,N,0.002232490480208682,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.01,H_ANY,W,N,,N,0.002232490480208682,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.03,H_RUNNERUP,TIE,,1.4824382221026544,N,0.006394235157678674,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.03,H_NARROWEST,W,N,70.34167744100753,N,0.006394235157678674,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.03,H_ANY,W,N,,N,0.006394235157678674,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.1,H_RUNNERUP,TIE,,1.4824382221026544,N,0.018782303121547494,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.1,H_NARROWEST,W,N,70.34167744100753,N,0.018782303121547494,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.1,H_ANY,W,N,,N,0.018782303121547494,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.3,H_RUNNERUP,TIE,,1.4824382221026544,N,0.03690688054479119,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.3,H_NARROWEST,W,N,70.34167744100753,N,0.03690688054479119,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,0.3,H_ANY,W,N,,N,0.03690688054479119,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.0885088854207996,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,1.0,H_NARROWEST,W,N,70.34167744100753,N,0.0885088854207996,0.0885088854207996,0.00152790211000986
U56,2018,ALL4_D,1.0,H_ANY,W,N,,N,0.0885088854207996,0.0885088854207996,0.00152790211000986
U56,2019,NG,0.0,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,
U56,2019,NG,0.0,H_NARROWEST,TIE,,2.0383103125760114,H,,0.04620084976872052,
U56,2019,NG,0.0,H_ANY,TIE,,,H,,0.04620084976872052,
U56,2019,NG,0.01,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,
U56,2019,NG,0.01,H_NARROWEST,TIE,,2.0383103125760114,H,,0.04620084976872052,
U56,2019,NG,0.01,H_ANY,TIE,,,H,,0.04620084976872052,
U56,2019,NG,0.03,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,
U56,2019,NG,0.03,H_NARROWEST,TIE,,2.0383103125760114,H,,0.04620084976872052,
U56,2019,NG,0.03,H_ANY,TIE,,,H,,0.04620084976872052,
U56,2019,NG,0.1,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,
U56,2019,NG,0.1,H_NARROWEST,TIE,,2.0383103125760114,H,,0.04620084976872052,
U56,2019,NG,0.1,H_ANY,TIE,,,H,,0.04620084976872052,
U56,2019,NG,0.3,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,
U56,2019,NG,0.3,H_NARROWEST,TIE,,2.0383103125760114,H,,0.04620084976872052,
U56,2019,NG,0.3,H_ANY,TIE,,,H,,0.04620084976872052,
U56,2019,NG,1.0,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,
U56,2019,NG,1.0,H_NARROWEST,TIE,,2.0383103125760114,H,,0.04620084976872052,
U56,2019,NG,1.0,H_ANY,TIE,,,H,,0.04620084976872052,
U56,2019,NG_D,0.0,H_RUNNERUP,TIE,,1.2768453260739765,H,0.0,0.04620084976872052,
U56,2019,NG_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.04620084976872052,
U56,2019,NG_D,0.0,H_ANY,W,H,,H,0.0,0.04620084976872052,
U56,2019,NG_D,0.01,H_RUNNERUP,TIE,,1.2768453260739765,H,0.002511720607359935,0.04620084976872052,
U56,2019,NG_D,0.01,H_NARROWEST,W,H,23.486425566194818,H,0.002511720607359935,0.04620084976872052,
U56,2019,NG_D,0.01,H_ANY,W,H,,H,0.002511720607359935,0.04620084976872052,
U56,2019,NG_D,0.03,H_RUNNERUP,TIE,,1.2768453260739765,H,0.007262876204991553,0.04620084976872052,
U56,2019,NG_D,0.03,H_NARROWEST,W,H,8.122310971966424,H,0.007262876204991553,0.04620084976872052,
U56,2019,NG_D,0.03,H_ANY,W,H,,H,0.007262876204991553,0.04620084976872052,
U56,2019,NG_D,0.1,H_RUNNERUP,TIE,,1.2768453260739765,H,0.022023826034857974,0.04620084976872052,
U56,2019,NG_D,0.1,H_NARROWEST,TIE,,2.678523658626292,H,0.022023826034857974,0.04620084976872052,
U56,2019,NG_D,0.1,H_ANY,TIE,,,H,0.022023826034857974,0.04620084976872052,
U56,2019,NG_D,0.3,H_RUNNERUP,TIE,,0.8376721825919253,H,0.04941540376772857,0.04620084976872052,
U56,2019,NG_D,0.3,H_NARROWEST,TIE,,2.0383103125760114,H,0.04941540376772857,0.04620084976872052,
U56,2019,NG_D,0.3,H_ANY,TIE,,,H,0.04941540376772857,0.04620084976872052,
U56,2019,NG_D,1.0,H_RUNNERUP,TIE,,1.2768453260739765,H,0.04620084976872052,0.04620084976872052,
U56,2019,NG_D,1.0,H_NARROWEST,TIE,,2.0383103125760114,H,0.04620084976872052,0.04620084976872052,
U56,2019,NG_D,1.0,H_ANY,W,H,,H,0.04620084976872052,0.04620084976872052,
U56,2019,ALL4,0.0,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.0,H_NARROWEST,W,H,57.51272760307881,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.0,H_ANY,W,H,,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.01,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.01,H_NARROWEST,W,H,57.51272760307881,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.01,H_ANY,W,H,,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.03,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.03,H_NARROWEST,W,H,57.51272760307881,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.03,H_ANY,W,H,,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.1,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.1,H_NARROWEST,W,H,57.51272760307881,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.1,H_ANY,W,H,,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.3,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.3,H_NARROWEST,W,H,57.51272760307881,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,0.3,H_ANY,W,H,,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,1.0,H_RUNNERUP,TIE,,1.2768453260739765,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,1.0,H_NARROWEST,W,H,57.51272760307881,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4,1.0,H_ANY,W,H,,H,,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.0,H_RUNNERUP,TIE,,1.2768453260739765,H,0.0,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.0,H_ANY,W,H,,H,0.0,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.01,H_RUNNERUP,TIE,,1.2768453260739765,H,0.002511720607359935,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.01,H_NARROWEST,W,H,57.51272760307881,H,0.002511720607359935,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.01,H_ANY,W,H,,H,0.002511720607359935,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.03,H_RUNNERUP,TIE,,1.2768453260739765,H,0.007262876204991553,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.03,H_NARROWEST,W,H,57.51272760307881,H,0.007262876204991553,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.03,H_ANY,W,H,,H,0.007262876204991553,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.1,H_RUNNERUP,TIE,,1.2768453260739765,H,0.022023826034857974,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.1,H_NARROWEST,W,H,57.51272760307881,H,0.022023826034857974,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.1,H_ANY,W,H,,H,0.022023826034857974,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.3,H_RUNNERUP,TIE,,0.8376721825919253,H,0.04941540376772857,0.04620084976872052,0.0012455055562967665
U56,2019,ALL4_D,0.3,H_NARROWEST,W,H,57.51272760307881,H,0.04941540376772857,0.04620084976872052,0.0012455055562967665
