conv,window,etf_share,actual,freeze_MEAN,freeze_VOL,freeze_COMOVE
GATED,FULL,0.0,1.1467053418264812,1.146705341826481,1.146705341826481,1.146705341826481
GATED,FULL,0.125,1.1210527667353163,1.245216952211319,1.0555674129501216,1.09640989526612
GATED,FULL,0.25,1.1276724831412412,1.311441630973898,1.0332638895803568,1.0761122716162017
GATED,FULL,0.375,1.0726759877557523,1.3561408014631005,0.9460565545559088,1.0284118492537069
GATED,FULL,0.5,1.0224955806566025,1.4172066164733121,0.8536034235719467,0.9910267914142058
GATED,FULL,0.625,0.9735422695893239,1.471643857719234,0.7807049994860882,0.945957834047376
GATED,FULL,0.75,0.9509513354522425,1.551060019431035,0.7090470838889366,0.9428980601232253
GATED,FULL,0.875,0.8331755206755085,1.583592273268297,0.5900015883486353,0.8519778105923345
GATED,FULL,1.0,0.7285302911315213,1.6542985014964653,0.47677085143367626,0.7716555620791057
GATED,OOS,0.0,1.1341886413252544,1.1341886413252544,1.1341886413252544,1.1341886413252544
GATED,OOS,0.125,1.1379279031791278,1.2078099353407785,1.0939003140082364,1.1115741604599223
GATED,OOS,0.25,1.1247713242781077,1.2559736200915592,1.0458921765557478,1.0923110639572493
GATED,OOS,0.375,1.067883974356139,1.2917457335761005,0.9570000942337985,1.0462715482814726
GATED,OOS,0.5,1.0481878842949148,1.3597239662588936,0.8936906519659296,1.0254762273426539
GATED,OOS,0.625,0.9900950638431057,1.3956836907060752,0.8099380472744967,0.9835586903916184
GATED,OOS,0.75,0.949165776409345,1.4910173963861053,0.7109263926540934,0.9639668229885819
GATED,OOS,0.875,0.8649173936663644,1.502611703558861,0.6235492169171014,0.9055596233863064
GATED,OOS,1.0,0.7645799797944635,1.552449045235548,0.5128030158252515,0.8328431390991466
UNGATED,FULL,0.0,1.172652560796884,1.1726525607968838,1.1726525607968838,1.1726525607968838
UNGATED,FULL,0.125,1.186204627701408,1.2513554681171142,1.12451055540482,1.1725850484057831
UNGATED,FULL,0.25,1.153396700724648,1.2672110594762847,1.0741542960860535,1.1460699925409499
UNGATED,FULL,0.375,1.0726574447733759,1.3116579867365727,0.9644198132886567,1.066607730121382
UNGATED,FULL,0.5,1.0596568932319461,1.3628983529015395,0.9145839289530532,1.0563622165203759
UNGATED,FULL,0.625,1.004921482194125,1.4313231631716932,0.8340968267919704,0.9919263979888532
UNGATED,FULL,0.75,0.9522829805521376,1.4985018387645923,0.7352190781545486,0.9652223137348171
UNGATED,FULL,0.875,0.8836594799504096,1.5609326690887142,0.6561440281346147,0.8940378131388125
UNGATED,FULL,1.0,0.8300577199440661,1.6383150103208142,0.5747894314065547,0.8579851239020037
UNGATED,OOS,0.0,1.1507165322410946,1.1507165322410946,1.1507165322410946,1.1507165322410946
UNGATED,OOS,0.125,1.1515028222149932,1.2030393782591682,1.1135491011987786,1.1389617813810067
UNGATED,OOS,0.25,1.1389050480123009,1.2274525907104885,1.068729443496494,1.1378129887307278
UNGATED,OOS,0.375,1.0782373175197093,1.2780182012366643,0.973678467498912,1.075089115348331
UNGATED,OOS,0.5,1.076458911987693,1.3297730277431559,0.9357197022797695,1.0716179365407004
UNGATED,OOS,0.625,1.021439714505509,1.382237351927746,0.8564538024978922,1.0141618400682029
UNGATED,OOS,0.75,0.9546819397009507,1.4817000167182734,0.7285140897621936,0.9716000419074361
UNGATED,OOS,0.875,0.9174938691219057,1.5181410769869916,0.6843965256388183,0.9322980308108397
UNGATED,OOS,1.0,0.8798202601596359,1.5899995591994314,0.6122062776752386,0.915085106664647
