K,gap,pct_SEQ,pct_FIXED,pct_RAW,spread
1,-0.2,0.0,0.0,0.0,0.0
1,-0.1,0.11,0.1111111111111111,0.1111111111111111,0.0011111111111111044
1,-0.088,0.1445,0.1388888888888889,0.1388888888888889,0.0056111111111110945
1,-0.05,0.248,0.25,0.25,0.0020000000000000018
1,-0.02,0.41675,0.41666666666666663,0.41666666666666663,8.333333333337967e-05
1,-0.01,0.41675,0.41666666666666663,0.41666666666666663,8.333333333337967e-05
1,0.0,0.5315000000000001,0.5,0.5,0.031500000000000083
1,0.01,0.54725,0.5555555555555556,0.5555555555555556,0.008305555555555566
1,0.018,0.56525,0.5833333333333334,0.5833333333333334,0.01808333333333334
1,0.02,0.6115,0.6388888888888888,0.6388888888888888,0.027388888888888796
1,0.042,0.7155,0.7222222222222222,0.7222222222222222,0.006722222222222185
1,0.05,0.7417499999999999,0.75,0.75,0.00825000000000009
1,0.1,0.91725,0.9166666666666666,0.9166666666666666,0.0005833333333333801
1,0.2,1.0,1.0,1.0,0.0
2,-0.2,0.0,0.0,0.0,0.0
2,-0.1,0.01675,0.08333333333333333,0.1111111111111111,0.0943611111111111
2,-0.088,0.05425000000000001,0.16666666666666666,0.1388888888888889,0.11241666666666665
2,-0.05,0.18325,0.25,0.25,0.06675
2,-0.02,0.368,0.41666666666666663,0.41666666666666663,0.048666666666666636
2,-0.01,0.43325,0.4444444444444444,0.4444444444444444,0.011194444444444396
2,0.0,0.50925,0.5,0.5277777777777778,0.02777777777777779
2,0.01,0.5642499999999999,0.5555555555555556,0.5555555555555556,0.008694444444444338
2,0.018,0.63025,0.5833333333333334,0.5555555555555556,0.0746944444444444
2,0.02,0.6312500000000001,0.5833333333333334,0.5833333333333334,0.04791666666666672
2,0.042,0.7755000000000001,0.6944444444444444,0.6944444444444444,0.08105555555555566
2,0.05,0.8135,0.75,0.6944444444444444,0.11905555555555558
2,0.1,0.968,0.8888888888888888,0.8888888888888888,0.07911111111111113
2,0.2,1.0,1.0,1.0,0.0
4,-0.2,0.0,0.0,0.0,0.0
4,-0.1,0.002,0.08333333333333333,0.1111111111111111,0.1091111111111111
4,-0.088,0.006999999999999999,0.16666666666666666,0.1388888888888889,0.15966666666666665
4,-0.05,0.10600000000000001,0.2777777777777778,0.2777777777777778,0.17177777777777778
4,-0.02,0.30925,0.41666666666666663,0.4444444444444444,0.1351944444444444
4,-0.01,0.40825,0.4444444444444444,0.4444444444444444,0.03619444444444442
4,0.0,0.50875,0.5277777777777778,0.5555555555555556,0.046805555555555545
4,0.01,0.6014999999999999,0.5555555555555556,0.5555555555555556,0.04594444444444434
4,0.018,0.67525,0.5833333333333334,0.5555555555555556,0.11969444444444444
4,0.02,0.6905,0.5833333333333334,0.5555555555555556,0.13494444444444442
4,0.042,0.8545,0.6666666666666667,0.6944444444444444,0.1878333333333333
4,0.05,0.8927499999999999,0.7222222222222222,0.7222222222222222,0.17052777777777772
4,0.1,0.99325,0.8888888888888888,0.8888888888888888,0.10436111111111113
4,0.2,1.0,1.0,1.0,0.0
8,-0.2,0.0,0.0,0.0,0.0
8,-0.1,0.0,0.08333333333333333,0.05555555555555555,0.08333333333333333
8,-0.088,0.0,0.1388888888888889,0.1111111111111111,0.1388888888888889
8,-0.05,0.033,0.2777777777777778,0.2777777777777778,0.2447777777777778
8,-0.02,0.23525000000000001,0.41666666666666663,0.3888888888888889,0.18141666666666662
8,-0.01,0.35575,0.41666666666666663,0.4444444444444444,0.08869444444444441
8,0.0,0.5057499999999999,0.5555555555555556,0.5277777777777778,0.04980555555555566
8,0.01,0.64025,0.5555555555555556,0.5555555555555556,0.0846944444444444
8,0.018,0.73875,0.5833333333333334,0.5555555555555556,0.18319444444444444
8,0.02,0.7635000000000001,0.5833333333333334,0.6111111111111112,0.1801666666666667
8,0.042,0.938,0.7222222222222222,0.7222222222222222,0.21577777777777774
8,0.05,0.96375,0.75,0.7222222222222222,0.24152777777777779
8,0.1,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
8,0.2,1.0,1.0,1.0,0.0
16,-0.2,0.0,0.0,0.0,0.0
16,-0.1,0.0,0.08333333333333333,0.05555555555555555,0.08333333333333333
16,-0.088,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
16,-0.05,0.004,0.2777777777777778,0.2777777777777778,0.2737777777777778
16,-0.02,0.146,0.41666666666666663,0.3888888888888889,0.2706666666666666
16,-0.01,0.29574999999999996,0.41666666666666663,0.4444444444444444,0.14869444444444446
16,0.0,0.50575,0.5555555555555556,0.5277777777777778,0.04980555555555555
16,0.01,0.70825,0.5555555555555556,0.5555555555555556,0.15269444444444447
16,0.018,0.83125,0.5555555555555556,0.5555555555555556,0.27569444444444446
16,0.02,0.8514999999999999,0.5833333333333334,0.6111111111111112,0.26816666666666655
16,0.042,0.9862500000000001,0.7222222222222222,0.7222222222222222,0.26402777777777786
16,0.05,0.9964999999999999,0.75,0.75,0.24649999999999994
16,0.1,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
16,0.2,1.0,1.0,1.0,0.0
