panel,L,gross,cost_bps,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,100,0.75,0.0,0.11620606636623143,1.1205557697871542,-0.21461302314485353,0.11439578380799231,1.0562260558590664,False,False,True,True,True,False,True
U56,100,0.75,10.0,0.10856717272715555,1.0536694389447043,-0.22012334318789173,0.10634988411841695,0.9891491695808857,False,False,True,True,True,False,True
U56,100,0.75,25.0,0.09720228246839491,0.9530326977590622,-0.22832194936726036,0.09438484902767863,0.8882275868334395,False,False,True,False,True,False,False
U56,100,0.75,50.0,0.0785074149658056,0.7848015289296827,-0.250224186392203,0.07471693565137372,0.719529132715658,False,False,False,False,False,False,False
U56,150,0.75,0.0,0.1251159383710101,1.2032892273712181,-0.17633681755523534,0.12628287099861613,1.16070725626182,False,True,True,True,True,True,True
U56,150,0.75,10.0,0.11938326486099582,1.1530537761556279,-0.17770880137614598,0.12020934808985761,1.110083468754553,False,True,True,True,True,True,True
U56,150,0.75,25.0,0.11083645280227183,1.0775442886328128,-0.1797642113925375,0.11115759573203565,1.0339971397670131,False,True,True,True,True,True,True
U56,150,0.75,50.0,0.09672988681512029,0.9514123322668291,-0.1929952330586001,0.0962261520743557,0.9069216877635164,False,False,True,False,True,True,False
U56,200,0.75,0.0,0.13329400268291214,1.2600460573107148,-0.17274816551070726,0.14353853330986377,1.2803390722324455,False,True,True,True,True,True,True
U56,200,0.75,10.0,0.12846276083718955,1.2183861083275276,-0.17392304314971851,0.13852464950781207,1.2397071765466103,False,True,True,True,True,True,True
U56,200,0.75,25.0,0.1212525937821165,1.1557877186737058,-0.17568369385651017,0.13104300062203,1.178665567851114,False,True,True,True,True,True,True
U56,200,0.75,50.0,0.10933287520948576,1.0512489988956235,-0.17861367175230713,0.11867736655768168,1.0767540132346374,False,True,True,True,True,True,True
U56,250,0.75,0.0,0.13190116239399097,1.2349942878802584,-0.17389882528834388,0.1396921547548835,1.2346211424032165,False,True,True,True,True,True,True
U56,250,0.75,10.0,0.12755076799364318,1.1978238586584014,-0.1750499831994745,0.1351541487869783,1.1981099982863033,False,True,True,True,True,True,True
