panel,frame,twin,dCAGR,dSharpe,dMaxDD,doSharpe,doMaxDD,dhSharpe,shy4a,twin4a
U56,LIVE,MATCH1,-0.0004945966808036495,-0.004847838067848276,0.005544555272102736,0.010145601439194962,0.005544555272103291,0.005064040054001184,True,True
U56,LIVE,MATCH2,-0.0006105056398173492,-0.006339950160813235,0.005643953208442354,-0.013448296024804574,0.005643953208442354,-0.0803524975155181,True,True
U56,INC,MATCH1,6.539388481452413e-05,0.0022931006198383397,0.0023559598735505283,0.007751431928272545,0.002355959873549973,0.016170098514659337,False,False
U56,INC,MATCH2,6.590420435337307e-05,0.002301443664057601,0.002415040502581678,0.0021429889833057825,0.002415040502581234,-0.003936041508656896,False,False
B136,LIVE,MATCH1,-0.00031478244177085557,-0.0002996674810664679,0.005821158696458717,0.016989768042633635,0.005821158696458606,0.020846475429920908,True,True
B136,LIVE,MATCH2,-0.0004987111171241843,-0.0026634887111129935,0.005927955524968387,-0.00849872560968934,0.005927955524968387,-0.07670951567798512,True,True
B136,INC,MATCH1,8.228711417945789e-05,0.0027511569918601264,0.004033563974698118,0.007951643759694482,0.004033563974697674,0.016441913612625036,False,False
B136,INC,MATCH2,8.285371914995565e-05,0.002757613325383712,0.004108002375415087,0.002927203302466541,0.004108002375415198,-0.0006545635050219101,False,False
SMALL,LIVE,MATCH1,0.0004563329924465176,0.004823710827460026,-0.02322792933145168,0.03576764876286831,-0.023227929331452346,0.0786088014650081,False,True
SMALL,LIVE,MATCH2,0.00019926217895926968,0.001128009924174278,-0.018992450210231215,0.007433428567477751,-0.018992450210233658,-0.02804634664681449,False,True
SMALL,INC,MATCH1,6.341203692805664e-05,0.000785573728134259,0.007470278138150932,0.00606469510928459,0.007470278138151265,0.01585424896331547,False,False
SMALL,INC,MATCH2,6.20130344504144e-05,0.0007751368813386783,0.008621321015901073,0.002208320718247725,0.008621321015900074,-0.00013422397806975295,False,False
