panel,book,lam,k,phase,cost,turnover,TE,CAGR,Sharpe,MaxDD,H1,H2,OOSs,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,pass4b,pass4a,IS_pass4b,IS_Sharpe
u56,TOP20,1.0,1,0,0.0,22.354280011920928,0.016016776163802947,0.1685685289906944,1.2646513494297917,-0.21670828972761258,1.36506468921667,1.1988684770105131,1.2666118602882142,0.40637076742574185,0.37320978479653777,0.39083348015924335,-0.014404878027222817,0.06248882400084897,-0.014404878027222817,False,False,True,1.2738269901287953
u56,TOP20,1.0,1,0,5.0,22.354280011920928,0.016016776163802947,0.1555866500673757,1.1785814772530194,-0.21787668617759692,1.2670018387703756,1.1213804033728902,1.1882411385765654,0.3083079169794475,0.2957217111589149,0.31246275844759464,-0.01557327447720716,0.04950694507753027,-0.01557327447720716,False,False,True,1.175747049114106
u56,TOP20,1.0,1,0,10.0,22.354280011920928,0.016016776163802947,0.14274814562658555,1.0925003426015443,-0.21904343996946452,1.1689262644088596,1.0438820872558519,1.109859016102543,0.21023234261793144,0.2182233950418765,0.2340806359735722,-0.016740028269074753,0.036668440636740116,-0.016740028269074753,False,False,True,1.0776563017623417
u56,TOP20,1.0,1,0,15.0,22.354280011920928,0.016016776163802947,0.13005144151008263,1.0064116728973511,-0.22020855327388,1.0708433458647848,0.9663763159050374,1.0314683961606623,0.11214942407385664,0.140717623691062,0.15569001603169152,-0.01790514157349024,0.023971736520237194,-0.01790514157349024,False,False,False,0.9795600546183191
u56,TOP20,1.0,1,0,25.0,22.354280011920928,0.016016776163802947,0.10507722333748726,0.8342266367633446,-0.22253386708958978,0.8746769882009926,0.8113535572778593,0.8746732783446683,-0.08401693358993556,-0.01430513493611607,-0.0011051017843024535,-0.020230455389200014,-0.0010024816523581809,-0.08401693358993556,False,False,False,0.7833722788693072
u56,TOP20,1.0,1,0,50.0,22.354280011920928,0.016016776163802947,0.04501625401577969,0.4038928851351791,-0.26459872451981437,0.3845085756227492,0.4238612267313311,0.4827399457444597,-0.574185346168179,-0.4017974654826443,-0.3930384343845111,-0.0622953128194246,-0.06106345097406575,-0.574185346168179,False,False,False,0.2931774329559318
u56,TOP20,1.0,5,0,0.0,8.80151459882063,0.0,0.17002344035013794,1.2610287745310762,-0.22109752737592514,1.337300190716561,1.2142328257625163,1.2762892391273721,0.37860626892563276,0.388574133548541,0.40051085899840133,-0.018794115675535378,0.0639437353602925,-0.018794115675535378,False,False,True,1.250910500379753
u56,TOP20,1.0,5,0,5.0,8.80151459882063,0.0,0.16488709104238763,1.2274455431820563,-0.22153209327552414,1.2991276620380905,1.1839596484776238,1.24562951342054,0.34043374024716233,0.35830095626364844,0.36985113329156916,-0.019228681575134382,0.058807386052542196,-0.019228681575134382,False,False,True,1.2127671011735053
u56,TOP20,1.0,5,0,10.0,8.80151459882063,0.0,0.15977273633727762,1.1938399912706696,-0.22196648551289122,1.2609165975325813,1.1536730249585172,1.214953635590221,0.3022226757416532,0.32801433274454184,0.33917525546125027,-0.019663073812501458,0.05369303134743218,-0.019663073812501458,False,False,True,1.1745893831354184
u56,TOP20,1.0,5,0,15.0,8.80151459882063,0.0,0.15468028440374293,1.1602144730912218,-0.2224007041317625,1.2226704893700289,1.1233746616908311,1.1842633885562934,0.2639765675791007,0.29771596947685575,0.3084850084273226,-0.020097292431372732,0.04860057941389749,-0.020097292431372732,False,False,True,1.1363808110493638
