panel,cad,book,gross,pass4a,pass4b,fail4b,live_H1,live_H2,live_MaxDD,live_OOS_CAGR,live_OOS_Sharpe,live_OOS_MaxDD
U56,W,EWELIG,0.5,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,EWELIG,0.75,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,EWELIG,1.0,False,False,L4_DD,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,BAND03,0.5,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,BAND03,0.75,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,BAND03,1.0,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP10,0.5,False,False,"L1_H1,L5_CAGR",1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP10,0.75,False,False,L1_H1,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP10,1.0,False,False,"L1_H1,L4_DD",1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP20,0.5,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP20,0.75,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP20,1.0,False,False,L4_DD,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP40,0.5,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP40,0.75,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,W,TOP40,1.0,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,EWELIG,0.5,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,EWELIG,0.75,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,EWELIG,1.0,False,False,L4_DD,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,BAND03,0.5,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,BAND03,0.75,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,BAND03,1.0,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP10,0.5,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP10,0.75,False,False,L4_DD,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP10,1.0,False,False,L4_DD,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP20,0.5,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP20,0.75,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP20,1.0,False,False,L4_DD,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP40,0.5,False,False,L5_CAGR,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP40,0.75,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,TOP40,1.0,False,True,-,1.2324764783489404,1.1762227180358504,-0.12054949323437114,0.09454831802271646,1.2764916149303631,-0.12054949323437081
