panel,form,n,raw_H1,z_H1,raw_H2,z_H2,raw_OOS,z_OOS,raw_DD,z_DD,raw_CAGR,z_CAGR,fail_share
B136,NOM,5,0.174,0.101,0.514,0.333,0.14533333333333334,0.111,0.166,0.455,0.0006666666666666666,0.0,0.9796666666666667
B136,NOM,10,0.15733333333333333,0.128,0.5106666666666667,0.41233333333333333,0.044333333333333336,0.03833333333333333,0.19833333333333333,0.29633333333333334,0.08933333333333333,0.125,0.8556666666666667
B136,NOM,15,0.10733333333333334,0.063,0.4083333333333333,0.3253333333333333,0.012333333333333333,0.009,0.20233333333333334,0.22433333333333333,0.26966666666666667,0.37833333333333335,0.7906666666666666
B136,NOM,20,0.08933333333333333,0.034666666666666665,0.29833333333333334,0.20733333333333334,0.0033333333333333335,0.0023333333333333335,0.18466666666666667,0.197,0.42433333333333334,0.5586666666666666,0.751
B136,NOM,30,0.035333333333333335,0.005666666666666667,0.15666666666666668,0.05333333333333334,0.002,0.0003333333333333333,0.08633333333333333,0.131,0.7196666666666667,0.8096666666666666,0.7483333333333333
B136,NOM,40,0.025,0.0006666666666666666,0.10733333333333334,0.005333333333333333,0.0016666666666666668,0.0,0.004333333333333333,0.019666666666666666,0.8616666666666667,0.9743333333333334,0.8333333333333334
B136,MATCH,5,0.193,0.10933333333333334,0.49933333333333335,0.29333333333333333,0.139,0.10733333333333334,0.16866666666666666,0.49,0.0,0.0,0.984
B136,MATCH,10,0.18966666666666668,0.132,0.48833333333333334,0.342,0.045,0.041666666666666664,0.249,0.4643333333333333,0.028,0.02,0.9133333333333333
B136,MATCH,15,0.16433333333333333,0.11233333333333333,0.41533333333333333,0.2773333333333333,0.014,0.012666666666666666,0.3313333333333333,0.5046666666666667,0.075,0.093,0.8343333333333334
B136,MATCH,20,0.16133333333333333,0.104,0.3373333333333333,0.217,0.007,0.0036666666666666666,0.37333333333333335,0.535,0.121,0.14033333333333334,0.7733333333333333
B136,MATCH,30,0.13166666666666665,0.077,0.26866666666666666,0.15,0.005333333333333333,0.002,0.366,0.5276666666666666,0.22833333333333333,0.24333333333333335,0.6863333333333334
B136,MATCH,40,0.12066666666666667,0.06433333333333334,0.23933333333333334,0.11133333333333334,0.005333333333333333,0.0013333333333333333,0.31233333333333335,0.49666666666666665,0.32233333333333336,0.3263333333333333,0.676
SMALL484,NOM,5,0.45866666666666667,0.3343333333333333,0.369,0.15433333333333332,0.17066666666666666,0.21466666666666667,0.0016666666666666668,0.2966666666666667,0.0,0.0,1.0
SMALL484,NOM,10,0.444,0.414,0.327,0.159,0.229,0.31166666666666665,0.0,0.088,0.0,0.027333333333333334,1.0
SMALL484,NOM,15,0.39966666666666667,0.255,0.32233333333333336,0.093,0.278,0.20066666666666666,0.0,0.021,0.0,0.43033333333333335,1.0
SMALL484,NOM,20,0.37066666666666664,0.084,0.309,0.016666666666666666,0.32033333333333336,0.047,0.0,0.001,0.0,0.8513333333333334,1.0
SMALL484,NOM,30,0.329,0.0016666666666666668,0.301,0.0,0.37,0.0003333333333333333,0.0,0.0,0.0,0.998,1.0
SMALL484,NOM,40,0.325,0.0,0.29333333333333333,0.0,0.38166666666666665,0.0,0.0,0.0,0.0,1.0,1.0
SMALL484,MATCH,5,0.456,0.295,0.36566666666666664,0.13533333333333333,0.175,0.20266666666666666,0.0033333333333333335,0.367,0.0,0.0,1.0
SMALL484,MATCH,10,0.472,0.393,0.318,0.12933333333333333,0.20966666666666667,0.30433333333333334,0.0003333333333333333,0.17333333333333334,0.0,0.0,1.0
SMALL484,MATCH,15,0.44233333333333336,0.37333333333333335,0.31833333333333336,0.121,0.23933333333333334,0.37066666666666664,0.0,0.135,0.0,0.0,1.0
SMALL484,MATCH,20,0.424,0.345,0.31333333333333335,0.09133333333333334,0.26266666666666666,0.44533333333333336,0.0,0.11833333333333333,0.0,0.0,1.0
SMALL484,MATCH,30,0.41133333333333333,0.33066666666666666,0.317,0.08166666666666667,0.27166666666666667,0.48033333333333333,0.0,0.10733333333333334,0.0,0.0,1.0
SMALL484,MATCH,40,0.409,0.32766666666666666,0.31933333333333336,0.084,0.27166666666666667,0.481,0.0,0.10733333333333334,0.0,0.0,1.0
